DATAFLOW,LAST UPDATE,freq,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:CEI_WM060(1.0),08/04/26 11:00:00,A,PC,EU27_2020,2021-01-01,81.6,,
ESTAT:CEI_WM060(1.0),08/04/26 11:00:00,A,PC,NL,2021-01-01,71.1,,
ESTAT:CEI_WM060(1.0),08/04/26 11:00:00,A,PC,EU27_2020,2022-01-01,80.7,i,
ESTAT:CEI_WM060(1.0),08/04/26 11:00:00,A,PC,NL,2022-01-01,72.6,,
ESTAT:CEI_WM060(1.0),08/04/26 11:00:00,A,PC,EU27_2020,2023-01-01,82.2,bi,
ESTAT:CEI_WM060(1.0),08/04/26 11:00:00,A,PC,NL,2023-01-01,80.5,,
