DATAFLOW,LAST UPDATE,freq,indic_de,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:TPS00005(1.0),20/04/26 23:00:00,A,POPSHARE_EU27_2020,NL,2023-01-01,4.0,be,
ESTAT:TPS00005(1.0),20/04/26 23:00:00,A,POPSHARE_EU27_2020,NL,2024-01-01,4.0,ep,
ESTAT:TPS00005(1.0),20/04/26 23:00:00,A,POPSHARE_EU27_2020,NL,2025-01-01,4.0,ep,
