DATAFLOW,LAST UPDATE,freq,unit,na_item,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:NAMA_10_GDP(1.0),23/04/26 23:00:00,A,CP_MEUR,B1GQ,EU27_2020,2023-01-01,17256923.3,,
ESTAT:NAMA_10_GDP(1.0),23/04/26 23:00:00,A,CP_MEUR,B1GQ,NL,2023-01-01,1050133.0,,
ESTAT:NAMA_10_GDP(1.0),23/04/26 23:00:00,A,CP_MEUR,B1GQ,EU27_2020,2024-01-01,18022243.8,,
ESTAT:NAMA_10_GDP(1.0),23/04/26 23:00:00,A,CP_MEUR,B1GQ,NL,2024-01-01,1121543.0,,
ESTAT:NAMA_10_GDP(1.0),23/04/26 23:00:00,A,CP_MEUR,B1GQ,EU27_2020,2025-01-01,18810682.2,,
ESTAT:NAMA_10_GDP(1.0),23/04/26 23:00:00,A,CP_MEUR,B1GQ,NL,2025-01-01,1179458.0,,
