DATAFLOW,LAST UPDATE,freq,indic_de,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:TPS00001(1.0),20/04/26 23:00:00,A,JAN,NL,2023-01-01,17811291,,
ESTAT:TPS00001(1.0),20/04/26 23:00:00,A,JAN,NL,2024-01-01,17942942,,
ESTAT:TPS00001(1.0),20/04/26 23:00:00,A,JAN,NL,2025-01-01,18044027,,
