DATAFLOW,LAST UPDATE,freq,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:SDG_16_50(1.0),04/03/26 23:00:00,A,SC,BG,2018-01-01,42.0,,
ESTAT:SDG_16_50(1.0),04/03/26 23:00:00,A,SC,CH,2018-01-01,85.0,,
ESTAT:SDG_16_50(1.0),04/03/26 23:00:00,A,SC,CY,2018-01-01,59.0,,
ESTAT:SDG_16_50(1.0),04/03/26 23:00:00,A,SC,CZ,2018-01-01,59.0,,
ESTAT:SDG_16_50(1.0),04/03/26 23:00:00,A,SC,DE,2018-01-01,80.0,,
ESTAT:SDG_16_50(1.0),04/03/26 23:00:00,A,SC,DK,2018-01-01,88.0,,
ESTAT:SDG_16_50(1.0),04/03/26 23:00:00,A,SC,EA21,2018-01-01,63.0,,
ESTAT:SDG_16_50(1.0),04/03/26 23:00:00,A,SC,EE,2018-01-01,73.0,,
ESTAT:SDG_16_50(1.0),04/03/26 23:00:00,A,SC,EL,2018-01-01,45.0,,
ESTAT:SDG_16_50(1.0),04/03/26 23:00:00,A,SC,ES,2018-01-01,58.0,,
ESTAT:SDG_16_50(1.0),04/03/26 23:00:00,A,SC,EU27_2020,2018-01-01,64.0,,
ESTAT:SDG_16_50(1.0),04/03/26 23:00:00,A,SC,FI,2018-01-01,85.0,,
ESTAT:SDG_16_50(1.0),04/03/26 23:00:00,A,SC,FR,2018-01-01,72.0,,
ESTAT:SDG_16_50(1.0),04/03/26 23:00:00,A,SC,HR,2018-01-01,48.0,,
ESTAT:SDG_16_50(1.0),04/03/26 23:00:00,A,SC,HU,2018-01-01,46.0,,
ESTAT:SDG_16_50(1.0),04/03/26 23:00:00,A,SC,IE,2018-01-01,73.0,,
ESTAT:SDG_16_50(1.0),04/03/26 23:00:00,A,SC,IS,2018-01-01,76.0,,
ESTAT:SDG_16_50(1.0),04/03/26 23:00:00,A,SC,IT,2018-01-01,52.0,,
ESTAT:SDG_16_50(1.0),04/03/26 23:00:00,A,SC,JP,2018-01-01,73.0,,
ESTAT:SDG_16_50(1.0),04/03/26 23:00:00,A,SC,KR,2018-01-01,57.0,,
ESTAT:SDG_16_50(1.0),04/03/26 23:00:00,A,SC,LT,2018-01-01,59.0,,
ESTAT:SDG_16_50(1.0),04/03/26 23:00:00,A,SC,LU,2018-01-01,81.0,,
ESTAT:SDG_16_50(1.0),04/03/26 23:00:00,A,SC,LV,2018-01-01,58.0,,
ESTAT:SDG_16_50(1.0),04/03/26 23:00:00,A,SC,ME,2018-01-01,45.0,,
ESTAT:SDG_16_50(1.0),04/03/26 23:00:00,A,SC,MK,2018-01-01,37.0,,
ESTAT:SDG_16_50(1.0),04/03/26 23:00:00,A,SC,MT,2018-01-01,54.0,,
ESTAT:SDG_16_50(1.0),04/03/26 23:00:00,A,SC,NL,2018-01-01,82.0,,
ESTAT:SDG_16_50(1.0),04/03/26 23:00:00,A,SC,NO,2018-01-01,84.0,,
ESTAT:SDG_16_50(1.0),04/03/26 23:00:00,A,SC,PL,2018-01-01,60.0,,
ESTAT:SDG_16_50(1.0),04/03/26 23:00:00,A,SC,PT,2018-01-01,64.0,,
ESTAT:SDG_16_50(1.0),04/03/26 23:00:00,A,SC,RO,2018-01-01,47.0,,
ESTAT:SDG_16_50(1.0),04/03/26 23:00:00,A,SC,RS,2018-01-01,39.0,,
ESTAT:SDG_16_50(1.0),04/03/26 23:00:00,A,SC,RU,2018-01-01,28.0,,
ESTAT:SDG_16_50(1.0),04/03/26 23:00:00,A,SC,SE,2018-01-01,85.0,,
ESTAT:SDG_16_50(1.0),04/03/26 23:00:00,A,SC,SI,2018-01-01,60.0,,
ESTAT:SDG_16_50(1.0),04/03/26 23:00:00,A,SC,SK,2018-01-01,50.0,,
ESTAT:SDG_16_50(1.0),04/03/26 23:00:00,A,SC,TR,2018-01-01,41.0,,
ESTAT:SDG_16_50(1.0),04/03/26 23:00:00,A,SC,UK,2018-01-01,80.0,,
ESTAT:SDG_16_50(1.0),04/03/26 23:00:00,A,SC,US,2018-01-01,71.0,,
ESTAT:SDG_16_50(1.0),04/03/26 23:00:00,A,SC,XK,2018-01-01,37.0,,
ESTAT:SDG_16_50(1.0),04/03/26 23:00:00,A,SC,AL,2019-01-01,35.0,,
ESTAT:SDG_16_50(1.0),04/03/26 23:00:00,A,SC,AT,2019-01-01,77.0,,
ESTAT:SDG_16_50(1.0),04/03/26 23:00:00,A,SC,BA,2019-01-01,36.0,,
ESTAT:SDG_16_50(1.0),04/03/26 23:00:00,A,SC,BE,2019-01-01,75.0,,
ESTAT:SDG_16_50(1.0),04/03/26 23:00:00,A,SC,BG,2019-01-01,43.0,,
ESTAT:SDG_16_50(1.0),04/03/26 23:00:00,A,SC,CH,2019-01-01,85.0,,
ESTAT:SDG_16_50(1.0),04/03/26 23:00:00,A,SC,CY,2019-01-01,58.0,,
ESTAT:SDG_16_50(1.0),04/03/26 23:00:00,A,SC,CZ,2019-01-01,56.0,,
ESTAT:SDG_16_50(1.0),04/03/26 23:00:00,A,SC,DE,2019-01-01,80.0,,
ESTAT:SDG_16_50(1.0),04/03/26 23:00:00,A,SC,DK,2019-01-01,87.0,,
ESTAT:SDG_16_50(1.0),04/03/26 23:00:00,A,SC,EA21,2019-01-01,63.0,,
ESTAT:SDG_16_50(1.0),04/03/26 23:00:00,A,SC,EE,2019-01-01,74.0,,
ESTAT:SDG_16_50(1.0),04/03/26 23:00:00,A,SC,EL,2019-01-01,48.0,,
ESTAT:SDG_16_50(1.0),04/03/26 23:00:00,A,SC,ES,2019-01-01,62.0,,
ESTAT:SDG_16_50(1.0),04/03/26 23:00:00,A,SC,EU27_2020,2019-01-01,64.0,,
ESTAT:SDG_16_50(1.0),04/03/26 23:00:00,A,SC,FI,2019-01-01,86.0,,
ESTAT:SDG_16_50(1.0),04/03/26 23:00:00,A,SC,FR,2019-01-01,69.0,,
ESTAT:SDG_16_50(1.0),04/03/26 23:00:00,A,SC,HR,2019-01-01,47.0,,
ESTAT:SDG_16_50(1.0),04/03/26 23:00:00,A,SC,HU,2019-01-01,44.0,,
ESTAT:SDG_16_50(1.0),04/03/26 23:00:00,A,SC,IE,2019-01-01,74.0,,
ESTAT:SDG_16_50(1.0),04/03/26 23:00:00,A,SC,IS,2019-01-01,78.0,,
ESTAT:SDG_16_50(1.0),04/03/26 23:00:00,A,SC,IT,2019-01-01,53.0,,
ESTAT:SDG_16_50(1.0),04/03/26 23:00:00,A,SC,JP,2019-01-01,73.0,,
ESTAT:SDG_16_50(1.0),04/03/26 23:00:00,A,SC,KR,2019-01-01,59.0,,
ESTAT:SDG_16_50(1.0),04/03/26 23:00:00,A,SC,LT,2019-01-01,60.0,,
ESTAT:SDG_16_50(1.0),04/03/26 23:00:00,A,SC,LU,2019-01-01,80.0,,
ESTAT:SDG_16_50(1.0),04/03/26 23:00:00,A,SC,LV,2019-01-01,56.0,,
ESTAT:SDG_16_50(1.0),04/03/26 23:00:00,A,SC,ME,2019-01-01,45.0,,
ESTAT:SDG_16_50(1.0),04/03/26 23:00:00,A,SC,MK,2019-01-01,35.0,,
ESTAT:SDG_16_50(1.0),04/03/26 23:00:00,A,SC,MT,2019-01-01,54.0,,
ESTAT:SDG_16_50(1.0),04/03/26 23:00:00,A,SC,NL,2019-01-01,82.0,,
ESTAT:SDG_16_50(1.0),04/03/26 23:00:00,A,SC,NO,2019-01-01,84.0,,
ESTAT:SDG_16_50(1.0),04/03/26 23:00:00,A,SC,PL,2019-01-01,58.0,,
ESTAT:SDG_16_50(1.0),04/03/26 23:00:00,A,SC,PT,2019-01-01,62.0,,
ESTAT:SDG_16_50(1.0),04/03/26 23:00:00,A,SC,RO,2019-01-01,44.0,,
ESTAT:SDG_16_50(1.0),04/03/26 23:00:00,A,SC,RS,2019-01-01,39.0,,
ESTAT:SDG_16_50(1.0),04/03/26 23:00:00,A,SC,RU,2019-01-01,28.0,,
ESTAT:SDG_16_50(1.0),04/03/26 23:00:00,A,SC,SE,2019-01-01,85.0,,
ESTAT:SDG_16_50(1.0),04/03/26 23:00:00,A,SC,SI,2019-01-01,60.0,,
ESTAT:SDG_16_50(1.0),04/03/26 23:00:00,A,SC,SK,2019-01-01,50.0,,
ESTAT:SDG_16_50(1.0),04/03/26 23:00:00,A,SC,TR,2019-01-01,39.0,,
ESTAT:SDG_16_50(1.0),04/03/26 23:00:00,A,SC,UK,2019-01-01,77.0,,
ESTAT:SDG_16_50(1.0),04/03/26 23:00:00,A,SC,US,2019-01-01,69.0,,
ESTAT:SDG_16_50(1.0),04/03/26 23:00:00,A,SC,XK,2019-01-01,36.0,,
ESTAT:SDG_16_50(1.0),04/03/26 23:00:00,A,SC,AL,2020-01-01,36.0,,
ESTAT:SDG_16_50(1.0),04/03/26 23:00:00,A,SC,AT,2020-01-01,76.0,,
ESTAT:SDG_16_50(1.0),04/03/26 23:00:00,A,SC,BA,2020-01-01,35.0,,
ESTAT:SDG_16_50(1.0),04/03/26 23:00:00,A,SC,BE,2020-01-01,76.0,,
ESTAT:SDG_16_50(1.0),04/03/26 23:00:00,A,SC,BG,2020-01-01,44.0,,
ESTAT:SDG_16_50(1.0),04/03/26 23:00:00,A,SC,CH,2020-01-01,85.0,,
ESTAT:SDG_16_50(1.0),04/03/26 23:00:00,A,SC,CY,2020-01-01,57.0,,
ESTAT:SDG_16_50(1.0),04/03/26 23:00:00,A,SC,CZ,2020-01-01,54.0,,
ESTAT:SDG_16_50(1.0),04/03/26 23:00:00,A,SC,DE,2020-01-01,80.0,,
ESTAT:SDG_16_50(1.0),04/03/26 23:00:00,A,SC,DK,2020-01-01,88.0,,
ESTAT:SDG_16_50(1.0),04/03/26 23:00:00,A,SC,EA21,2020-01-01,63.0,,
ESTAT:SDG_16_50(1.0),04/03/26 23:00:00,A,SC,EE,2020-01-01,75.0,,
ESTAT:SDG_16_50(1.0),04/03/26 23:00:00,A,SC,EL,2020-01-01,50.0,,
ESTAT:SDG_16_50(1.0),04/03/26 23:00:00,A,SC,ES,2020-01-01,62.0,,
ESTAT:SDG_16_50(1.0),04/03/26 23:00:00,A,SC,EU27_2020,2020-01-01,64.0,,
ESTAT:SDG_16_50(1.0),04/03/26 23:00:00,A,SC,FI,2020-01-01,85.0,,
ESTAT:SDG_16_50(1.0),04/03/26 23:00:00,A,SC,FR,2020-01-01,69.0,,
ESTAT:SDG_16_50(1.0),04/03/26 23:00:00,A,SC,HR,2020-01-01,47.0,,
ESTAT:SDG_16_50(1.0),04/03/26 23:00:00,A,SC,HU,2020-01-01,44.0,,
ESTAT:SDG_16_50(1.0),04/03/26 23:00:00,A,SC,IE,2020-01-01,72.0,,
ESTAT:SDG_16_50(1.0),04/03/26 23:00:00,A,SC,IS,2020-01-01,75.0,,
ESTAT:SDG_16_50(1.0),04/03/26 23:00:00,A,SC,IT,2020-01-01,53.0,,
ESTAT:SDG_16_50(1.0),04/03/26 23:00:00,A,SC,JP,2020-01-01,74.0,,
ESTAT:SDG_16_50(1.0),04/03/26 23:00:00,A,SC,KR,2020-01-01,61.0,,
ESTAT:SDG_16_50(1.0),04/03/26 23:00:00,A,SC,LT,2020-01-01,60.0,,
ESTAT:SDG_16_50(1.0),04/03/26 23:00:00,A,SC,LU,2020-01-01,80.0,,
ESTAT:SDG_16_50(1.0),04/03/26 23:00:00,A,SC,LV,2020-01-01,57.0,,
ESTAT:SDG_16_50(1.0),04/03/26 23:00:00,A,SC,ME,2020-01-01,45.0,,
ESTAT:SDG_16_50(1.0),04/03/26 23:00:00,A,SC,MK,2020-01-01,35.0,,
ESTAT:SDG_16_50(1.0),04/03/26 23:00:00,A,SC,MT,2020-01-01,53.0,,
ESTAT:SDG_16_50(1.0),04/03/26 23:00:00,A,SC,NL,2020-01-01,82.0,,
ESTAT:SDG_16_50(1.0),04/03/26 23:00:00,A,SC,NO,2020-01-01,84.0,,
ESTAT:SDG_16_50(1.0),04/03/26 23:00:00,A,SC,PL,2020-01-01,56.0,,
ESTAT:SDG_16_50(1.0),04/03/26 23:00:00,A,SC,PT,2020-01-01,61.0,,
ESTAT:SDG_16_50(1.0),04/03/26 23:00:00,A,SC,RO,2020-01-01,44.0,,
ESTAT:SDG_16_50(1.0),04/03/26 23:00:00,A,SC,RS,2020-01-01,38.0,,
ESTAT:SDG_16_50(1.0),04/03/26 23:00:00,A,SC,RU,2020-01-01,30.0,,
ESTAT:SDG_16_50(1.0),04/03/26 23:00:00,A,SC,SE,2020-01-01,85.0,,
ESTAT:SDG_16_50(1.0),04/03/26 23:00:00,A,SC,SI,2020-01-01,60.0,,
ESTAT:SDG_16_50(1.0),04/03/26 23:00:00,A,SC,SK,2020-01-01,49.0,,
ESTAT:SDG_16_50(1.0),04/03/26 23:00:00,A,SC,TR,2020-01-01,40.0,,
ESTAT:SDG_16_50(1.0),04/03/26 23:00:00,A,SC,UK,2020-01-01,77.0,,
ESTAT:SDG_16_50(1.0),04/03/26 23:00:00,A,SC,US,2020-01-01,67.0,,
ESTAT:SDG_16_50(1.0),04/03/26 23:00:00,A,SC,XK,2020-01-01,36.0,,
ESTAT:SDG_16_50(1.0),04/03/26 23:00:00,A,SC,AL,2021-01-01,35.0,,
ESTAT:SDG_16_50(1.0),04/03/26 23:00:00,A,SC,AT,2021-01-01,74.0,,
ESTAT:SDG_16_50(1.0),04/03/26 23:00:00,A,SC,BA,2021-01-01,35.0,,
ESTAT:SDG_16_50(1.0),04/03/26 23:00:00,A,SC,BE,2021-01-01,73.0,,
ESTAT:SDG_16_50(1.0),04/03/26 23:00:00,A,SC,BG,2021-01-01,42.0,,
ESTAT:SDG_16_50(1.0),04/03/26 23:00:00,A,SC,CH,2021-01-01,84.0,,
ESTAT:SDG_16_50(1.0),04/03/26 23:00:00,A,SC,CY,2021-01-01,53.0,,
ESTAT:SDG_16_50(1.0),04/03/26 23:00:00,A,SC,CZ,2021-01-01,54.0,,
ESTAT:SDG_16_50(1.0),04/03/26 23:00:00,A,SC,DE,2021-01-01,80.0,,
ESTAT:SDG_16_50(1.0),04/03/26 23:00:00,A,SC,DK,2021-01-01,88.0,,
ESTAT:SDG_16_50(1.0),04/03/26 23:00:00,A,SC,EA21,2021-01-01,63.0,,
ESTAT:SDG_16_50(1.0),04/03/26 23:00:00,A,SC,EE,2021-01-01,74.0,,
ESTAT:SDG_16_50(1.0),04/03/26 23:00:00,A,SC,EL,2021-01-01,49.0,,
ESTAT:SDG_16_50(1.0),04/03/26 23:00:00,A,SC,ES,2021-01-01,61.0,,
ESTAT:SDG_16_50(1.0),04/03/26 23:00:00,A,SC,EU27_2020,2021-01-01,64.0,,
ESTAT:SDG_16_50(1.0),04/03/26 23:00:00,A,SC,FI,2021-01-01,88.0,,
ESTAT:SDG_16_50(1.0),04/03/26 23:00:00,A,SC,FR,2021-01-01,71.0,,
ESTAT:SDG_16_50(1.0),04/03/26 23:00:00,A,SC,HR,2021-01-01,47.0,,
ESTAT:SDG_16_50(1.0),04/03/26 23:00:00,A,SC,HU,2021-01-01,43.0,,
ESTAT:SDG_16_50(1.0),04/03/26 23:00:00,A,SC,IE,2021-01-01,74.0,,
ESTAT:SDG_16_50(1.0),04/03/26 23:00:00,A,SC,IS,2021-01-01,74.0,,
ESTAT:SDG_16_50(1.0),04/03/26 23:00:00,A,SC,IT,2021-01-01,56.0,,
ESTAT:SDG_16_50(1.0),04/03/26 23:00:00,A,SC,JP,2021-01-01,73.0,,
ESTAT:SDG_16_50(1.0),04/03/26 23:00:00,A,SC,KR,2021-01-01,62.0,,
ESTAT:SDG_16_50(1.0),04/03/26 23:00:00,A,SC,LT,2021-01-01,61.0,,
ESTAT:SDG_16_50(1.0),04/03/26 23:00:00,A,SC,LU,2021-01-01,81.0,,
ESTAT:SDG_16_50(1.0),04/03/26 23:00:00,A,SC,LV,2021-01-01,59.0,,
ESTAT:SDG_16_50(1.0),04/03/26 23:00:00,A,SC,ME,2021-01-01,46.0,,
ESTAT:SDG_16_50(1.0),04/03/26 23:00:00,A,SC,MK,2021-01-01,39.0,,
ESTAT:SDG_16_50(1.0),04/03/26 23:00:00,A,SC,MT,2021-01-01,54.0,,
ESTAT:SDG_16_50(1.0),04/03/26 23:00:00,A,SC,NL,2021-01-01,82.0,,
ESTAT:SDG_16_50(1.0),04/03/26 23:00:00,A,SC,NO,2021-01-01,85.0,,
ESTAT:SDG_16_50(1.0),04/03/26 23:00:00,A,SC,PL,2021-01-01,56.0,,
ESTAT:SDG_16_50(1.0),04/03/26 23:00:00,A,SC,PT,2021-01-01,62.0,,
ESTAT:SDG_16_50(1.0),04/03/26 23:00:00,A,SC,RO,2021-01-01,45.0,,
ESTAT:SDG_16_50(1.0),04/03/26 23:00:00,A,SC,RS,2021-01-01,38.0,,
ESTAT:SDG_16_50(1.0),04/03/26 23:00:00,A,SC,RU,2021-01-01,29.0,,
ESTAT:SDG_16_50(1.0),04/03/26 23:00:00,A,SC,SE,2021-01-01,85.0,,
ESTAT:SDG_16_50(1.0),04/03/26 23:00:00,A,SC,SI,2021-01-01,57.0,,
ESTAT:SDG_16_50(1.0),04/03/26 23:00:00,A,SC,SK,2021-01-01,52.0,,
ESTAT:SDG_16_50(1.0),04/03/26 23:00:00,A,SC,TR,2021-01-01,38.0,,
ESTAT:SDG_16_50(1.0),04/03/26 23:00:00,A,SC,UK,2021-01-01,78.0,,
ESTAT:SDG_16_50(1.0),04/03/26 23:00:00,A,SC,US,2021-01-01,67.0,,
ESTAT:SDG_16_50(1.0),04/03/26 23:00:00,A,SC,XK,2021-01-01,39.0,,
ESTAT:SDG_16_50(1.0),04/03/26 23:00:00,A,SC,AL,2022-01-01,36.0,,
ESTAT:SDG_16_50(1.0),04/03/26 23:00:00,A,SC,AT,2022-01-01,71.0,,
ESTAT:SDG_16_50(1.0),04/03/26 23:00:00,A,SC,BA,2022-01-01,34.0,,
ESTAT:SDG_16_50(1.0),04/03/26 23:00:00,A,SC,BE,2022-01-01,73.0,,
ESTAT:SDG_16_50(1.0),04/03/26 23:00:00,A,SC,BG,2022-01-01,43.0,,
ESTAT:SDG_16_50(1.0),04/03/26 23:00:00,A,SC,CH,2022-01-01,82.0,,
ESTAT:SDG_16_50(1.0),04/03/26 23:00:00,A,SC,CY,2022-01-01,52.0,,
ESTAT:SDG_16_50(1.0),04/03/26 23:00:00,A,SC,CZ,2022-01-01,56.0,,
ESTAT:SDG_16_50(1.0),04/03/26 23:00:00,A,SC,DE,2022-01-01,79.0,,
ESTAT:SDG_16_50(1.0),04/03/26 23:00:00,A,SC,DK,2022-01-01,90.0,,
ESTAT:SDG_16_50(1.0),04/03/26 23:00:00,A,SC,EA21,2022-01-01,63.0,,
ESTAT:SDG_16_50(1.0),04/03/26 23:00:00,A,SC,EE,2022-01-01,74.0,,
ESTAT:SDG_16_50(1.0),04/03/26 23:00:00,A,SC,EL,2022-01-01,52.0,,
ESTAT:SDG_16_50(1.0),04/03/26 23:00:00,A,SC,ES,2022-01-01,60.0,,
ESTAT:SDG_16_50(1.0),04/03/26 23:00:00,A,SC,EU27_2020,2022-01-01,64.0,,
ESTAT:SDG_16_50(1.0),04/03/26 23:00:00,A,SC,FI,2022-01-01,87.0,,
ESTAT:SDG_16_50(1.0),04/03/26 23:00:00,A,SC,FR,2022-01-01,72.0,,
ESTAT:SDG_16_50(1.0),04/03/26 23:00:00,A,SC,HR,2022-01-01,50.0,,
ESTAT:SDG_16_50(1.0),04/03/26 23:00:00,A,SC,HU,2022-01-01,42.0,,
ESTAT:SDG_16_50(1.0),04/03/26 23:00:00,A,SC,IE,2022-01-01,77.0,,
ESTAT:SDG_16_50(1.0),04/03/26 23:00:00,A,SC,IS,2022-01-01,74.0,,
ESTAT:SDG_16_50(1.0),04/03/26 23:00:00,A,SC,IT,2022-01-01,56.0,,
ESTAT:SDG_16_50(1.0),04/03/26 23:00:00,A,SC,JP,2022-01-01,73.0,,
ESTAT:SDG_16_50(1.0),04/03/26 23:00:00,A,SC,KR,2022-01-01,63.0,,
ESTAT:SDG_16_50(1.0),04/03/26 23:00:00,A,SC,LT,2022-01-01,62.0,,
ESTAT:SDG_16_50(1.0),04/03/26 23:00:00,A,SC,LU,2022-01-01,77.0,,
ESTAT:SDG_16_50(1.0),04/03/26 23:00:00,A,SC,LV,2022-01-01,59.0,,
ESTAT:SDG_16_50(1.0),04/03/26 23:00:00,A,SC,ME,2022-01-01,45.0,,
ESTAT:SDG_16_50(1.0),04/03/26 23:00:00,A,SC,MK,2022-01-01,40.0,,
ESTAT:SDG_16_50(1.0),04/03/26 23:00:00,A,SC,MT,2022-01-01,51.0,,
ESTAT:SDG_16_50(1.0),04/03/26 23:00:00,A,SC,NL,2022-01-01,80.0,,
ESTAT:SDG_16_50(1.0),04/03/26 23:00:00,A,SC,NO,2022-01-01,84.0,,
ESTAT:SDG_16_50(1.0),04/03/26 23:00:00,A,SC,PL,2022-01-01,55.0,,
ESTAT:SDG_16_50(1.0),04/03/26 23:00:00,A,SC,PT,2022-01-01,62.0,,
ESTAT:SDG_16_50(1.0),04/03/26 23:00:00,A,SC,RO,2022-01-01,46.0,,
ESTAT:SDG_16_50(1.0),04/03/26 23:00:00,A,SC,RS,2022-01-01,36.0,,
ESTAT:SDG_16_50(1.0),04/03/26 23:00:00,A,SC,RU,2022-01-01,28.0,,
ESTAT:SDG_16_50(1.0),04/03/26 23:00:00,A,SC,SE,2022-01-01,83.0,,
ESTAT:SDG_16_50(1.0),04/03/26 23:00:00,A,SC,SI,2022-01-01,56.0,,
ESTAT:SDG_16_50(1.0),04/03/26 23:00:00,A,SC,SK,2022-01-01,53.0,,
ESTAT:SDG_16_50(1.0),04/03/26 23:00:00,A,SC,TR,2022-01-01,36.0,,
ESTAT:SDG_16_50(1.0),04/03/26 23:00:00,A,SC,UK,2022-01-01,73.0,,
ESTAT:SDG_16_50(1.0),04/03/26 23:00:00,A,SC,US,2022-01-01,69.0,,
ESTAT:SDG_16_50(1.0),04/03/26 23:00:00,A,SC,XK,2022-01-01,41.0,,
ESTAT:SDG_16_50(1.0),04/03/26 23:00:00,A,SC,AL,2023-01-01,37.0,,
ESTAT:SDG_16_50(1.0),04/03/26 23:00:00,A,SC,AT,2023-01-01,71.0,,
ESTAT:SDG_16_50(1.0),04/03/26 23:00:00,A,SC,BA,2023-01-01,35.0,,
ESTAT:SDG_16_50(1.0),04/03/26 23:00:00,A,SC,BE,2023-01-01,73.0,,
ESTAT:SDG_16_50(1.0),04/03/26 23:00:00,A,SC,BG,2023-01-01,45.0,,
ESTAT:SDG_16_50(1.0),04/03/26 23:00:00,A,SC,CH,2023-01-01,82.0,,
ESTAT:SDG_16_50(1.0),04/03/26 23:00:00,A,SC,CY,2023-01-01,53.0,,
ESTAT:SDG_16_50(1.0),04/03/26 23:00:00,A,SC,CZ,2023-01-01,57.0,,
ESTAT:SDG_16_50(1.0),04/03/26 23:00:00,A,SC,DE,2023-01-01,78.0,,
ESTAT:SDG_16_50(1.0),04/03/26 23:00:00,A,SC,DK,2023-01-01,90.0,,
ESTAT:SDG_16_50(1.0),04/03/26 23:00:00,A,SC,EA21,2023-01-01,63.0,,
ESTAT:SDG_16_50(1.0),04/03/26 23:00:00,A,SC,EE,2023-01-01,76.0,,
ESTAT:SDG_16_50(1.0),04/03/26 23:00:00,A,SC,EL,2023-01-01,49.0,,
ESTAT:SDG_16_50(1.0),04/03/26 23:00:00,A,SC,ES,2023-01-01,60.0,,
ESTAT:SDG_16_50(1.0),04/03/26 23:00:00,A,SC,EU27_2020,2023-01-01,64.0,,
ESTAT:SDG_16_50(1.0),04/03/26 23:00:00,A,SC,FI,2023-01-01,87.0,,
ESTAT:SDG_16_50(1.0),04/03/26 23:00:00,A,SC,FR,2023-01-01,71.0,,
ESTAT:SDG_16_50(1.0),04/03/26 23:00:00,A,SC,HR,2023-01-01,50.0,,
ESTAT:SDG_16_50(1.0),04/03/26 23:00:00,A,SC,HU,2023-01-01,42.0,,
ESTAT:SDG_16_50(1.0),04/03/26 23:00:00,A,SC,IE,2023-01-01,77.0,,
ESTAT:SDG_16_50(1.0),04/03/26 23:00:00,A,SC,IS,2023-01-01,72.0,,
ESTAT:SDG_16_50(1.0),04/03/26 23:00:00,A,SC,IT,2023-01-01,56.0,,
ESTAT:SDG_16_50(1.0),04/03/26 23:00:00,A,SC,JP,2023-01-01,73.0,,
ESTAT:SDG_16_50(1.0),04/03/26 23:00:00,A,SC,KR,2023-01-01,63.0,,
ESTAT:SDG_16_50(1.0),04/03/26 23:00:00,A,SC,LT,2023-01-01,61.0,,
ESTAT:SDG_16_50(1.0),04/03/26 23:00:00,A,SC,LU,2023-01-01,78.0,,
ESTAT:SDG_16_50(1.0),04/03/26 23:00:00,A,SC,LV,2023-01-01,60.0,,
ESTAT:SDG_16_50(1.0),04/03/26 23:00:00,A,SC,ME,2023-01-01,46.0,,
ESTAT:SDG_16_50(1.0),04/03/26 23:00:00,A,SC,MK,2023-01-01,42.0,,
ESTAT:SDG_16_50(1.0),04/03/26 23:00:00,A,SC,MT,2023-01-01,51.0,,
ESTAT:SDG_16_50(1.0),04/03/26 23:00:00,A,SC,NL,2023-01-01,79.0,,
ESTAT:SDG_16_50(1.0),04/03/26 23:00:00,A,SC,NO,2023-01-01,84.0,,
ESTAT:SDG_16_50(1.0),04/03/26 23:00:00,A,SC,PL,2023-01-01,54.0,,
ESTAT:SDG_16_50(1.0),04/03/26 23:00:00,A,SC,PT,2023-01-01,61.0,,
ESTAT:SDG_16_50(1.0),04/03/26 23:00:00,A,SC,RO,2023-01-01,46.0,,
ESTAT:SDG_16_50(1.0),04/03/26 23:00:00,A,SC,RS,2023-01-01,36.0,,
ESTAT:SDG_16_50(1.0),04/03/26 23:00:00,A,SC,RU,2023-01-01,26.0,,
ESTAT:SDG_16_50(1.0),04/03/26 23:00:00,A,SC,SE,2023-01-01,82.0,,
ESTAT:SDG_16_50(1.0),04/03/26 23:00:00,A,SC,SI,2023-01-01,56.0,,
ESTAT:SDG_16_50(1.0),04/03/26 23:00:00,A,SC,SK,2023-01-01,54.0,,
ESTAT:SDG_16_50(1.0),04/03/26 23:00:00,A,SC,TR,2023-01-01,34.0,,
ESTAT:SDG_16_50(1.0),04/03/26 23:00:00,A,SC,UK,2023-01-01,71.0,,
ESTAT:SDG_16_50(1.0),04/03/26 23:00:00,A,SC,US,2023-01-01,69.0,,
ESTAT:SDG_16_50(1.0),04/03/26 23:00:00,A,SC,XK,2023-01-01,41.0,,
ESTAT:SDG_16_50(1.0),04/03/26 23:00:00,A,SC,AL,2024-01-01,42.0,,
ESTAT:SDG_16_50(1.0),04/03/26 23:00:00,A,SC,AT,2024-01-01,67.0,,
ESTAT:SDG_16_50(1.0),04/03/26 23:00:00,A,SC,BA,2024-01-01,33.0,,
ESTAT:SDG_16_50(1.0),04/03/26 23:00:00,A,SC,BE,2024-01-01,69.0,,
ESTAT:SDG_16_50(1.0),04/03/26 23:00:00,A,SC,BG,2024-01-01,43.0,,
ESTAT:SDG_16_50(1.0),04/03/26 23:00:00,A,SC,CH,2024-01-01,81.0,,
ESTAT:SDG_16_50(1.0),04/03/26 23:00:00,A,SC,CY,2024-01-01,56.0,,
ESTAT:SDG_16_50(1.0),04/03/26 23:00:00,A,SC,CZ,2024-01-01,56.0,,
ESTAT:SDG_16_50(1.0),04/03/26 23:00:00,A,SC,DE,2024-01-01,75.0,,
ESTAT:SDG_16_50(1.0),04/03/26 23:00:00,A,SC,DK,2024-01-01,90.0,,
ESTAT:SDG_16_50(1.0),04/03/26 23:00:00,A,SC,EA21,2024-01-01,62.0,,
ESTAT:SDG_16_50(1.0),04/03/26 23:00:00,A,SC,EE,2024-01-01,76.0,,
