DATAFLOW,LAST UPDATE,freq,iccs,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:CRIM_OFF_CAT(1.0),29/04/26 11:00:00,A,ICCS07041,P_HTHAB,FR,2017-01-01,1.83,,
ESTAT:CRIM_OFF_CAT(1.0),29/04/26 11:00:00,A,ICCS07041,P_HTHAB,HR,2017-01-01,0.14,,
ESTAT:CRIM_OFF_CAT(1.0),29/04/26 11:00:00,A,ICCS07041,P_HTHAB,HU,2017-01-01,0.89,,
ESTAT:CRIM_OFF_CAT(1.0),29/04/26 11:00:00,A,ICCS07041,P_HTHAB,IT,2017-01-01,3.2,,
ESTAT:CRIM_OFF_CAT(1.0),29/04/26 11:00:00,A,ICCS07041,P_HTHAB,LI,2017-01-01,129.6,,
ESTAT:CRIM_OFF_CAT(1.0),29/04/26 11:00:00,A,ICCS07041,P_HTHAB,LT,2017-01-01,0.74,,
ESTAT:CRIM_OFF_CAT(1.0),29/04/26 11:00:00,A,ICCS07041,P_HTHAB,LV,2017-01-01,6.31,,
ESTAT:CRIM_OFF_CAT(1.0),29/04/26 11:00:00,A,ICCS07041,P_HTHAB,MT,2017-01-01,12.6,,
ESTAT:CRIM_OFF_CAT(1.0),29/04/26 11:00:00,A,ICCS07041,P_HTHAB,NL,2017-01-01,4.1,,
ESTAT:CRIM_OFF_CAT(1.0),29/04/26 11:00:00,A,ICCS07041,P_HTHAB,NO,2017-01-01,2.21,,
ESTAT:CRIM_OFF_CAT(1.0),29/04/26 11:00:00,A,ICCS07041,P_HTHAB,PL,2017-01-01,0.98,,
ESTAT:CRIM_OFF_CAT(1.0),29/04/26 11:00:00,A,ICCS07041,P_HTHAB,PT,2017-01-01,0.24,,
ESTAT:CRIM_OFF_CAT(1.0),29/04/26 11:00:00,A,ICCS07041,P_HTHAB,RO,2017-01-01,3.24,,
ESTAT:CRIM_OFF_CAT(1.0),29/04/26 11:00:00,A,ICCS07041,P_HTHAB,RS,2017-01-01,0.53,,
ESTAT:CRIM_OFF_CAT(1.0),29/04/26 11:00:00,A,ICCS07041,P_HTHAB,SE,2017-01-01,31.39,,
ESTAT:CRIM_OFF_CAT(1.0),29/04/26 11:00:00,A,ICCS07041,P_HTHAB,SK,2017-01-01,2.15,,
ESTAT:CRIM_OFF_CAT(1.0),29/04/26 11:00:00,A,ICCS07041,P_HTHAB,XK,2017-01-01,0.28,,
ESTAT:CRIM_OFF_CAT(1.0),29/04/26 11:00:00,A,ICCS09051,P_HTHAB,AL,2017-01-01,0.45,,
ESTAT:CRIM_OFF_CAT(1.0),29/04/26 11:00:00,A,ICCS09051,P_HTHAB,AT,2017-01-01,0.84,,
ESTAT:CRIM_OFF_CAT(1.0),29/04/26 11:00:00,A,ICCS09051,P_HTHAB,BE,2017-01-01,2.51,,
ESTAT:CRIM_OFF_CAT(1.0),29/04/26 11:00:00,A,ICCS09051,P_HTHAB,BG,2017-01-01,0.92,,
ESTAT:CRIM_OFF_CAT(1.0),29/04/26 11:00:00,A,ICCS09051,P_HTHAB,CH,2017-01-01,0.76,,
ESTAT:CRIM_OFF_CAT(1.0),29/04/26 11:00:00,A,ICCS09051,P_HTHAB,CY,2017-01-01,0.0,,
ESTAT:CRIM_OFF_CAT(1.0),29/04/26 11:00:00,A,ICCS09051,P_HTHAB,CZ,2017-01-01,0.05,,
ESTAT:CRIM_OFF_CAT(1.0),29/04/26 11:00:00,A,ICCS09051,P_HTHAB,DE,2017-01-01,0.69,,
ESTAT:CRIM_OFF_CAT(1.0),29/04/26 11:00:00,A,ICCS09051,P_HTHAB,EE,2017-01-01,2.58,,
ESTAT:CRIM_OFF_CAT(1.0),29/04/26 11:00:00,A,ICCS09051,P_HTHAB,EL,2017-01-01,4.26,,
ESTAT:CRIM_OFF_CAT(1.0),29/04/26 11:00:00,A,ICCS09051,P_HTHAB,ES,2017-01-01,2.44,,
ESTAT:CRIM_OFF_CAT(1.0),29/04/26 11:00:00,A,ICCS09051,P_HTHAB,FI,2017-01-01,0.0,,
ESTAT:CRIM_OFF_CAT(1.0),29/04/26 11:00:00,A,ICCS09051,P_HTHAB,FR,2017-01-01,2.32,,
ESTAT:CRIM_OFF_CAT(1.0),29/04/26 11:00:00,A,ICCS09051,P_HTHAB,HR,2017-01-01,0.43,,
ESTAT:CRIM_OFF_CAT(1.0),29/04/26 11:00:00,A,ICCS09051,P_HTHAB,IT,2017-01-01,1.14,,
ESTAT:CRIM_OFF_CAT(1.0),29/04/26 11:00:00,A,ICCS09051,P_HTHAB,LT,2017-01-01,0.07,,
ESTAT:CRIM_OFF_CAT(1.0),29/04/26 11:00:00,A,ICCS09051,P_HTHAB,LU,2017-01-01,4.23,,
ESTAT:CRIM_OFF_CAT(1.0),29/04/26 11:00:00,A,ICCS09051,P_HTHAB,ME,2017-01-01,9.16,,
ESTAT:CRIM_OFF_CAT(1.0),29/04/26 11:00:00,A,ICCS09051,P_HTHAB,MT,2017-01-01,0.0,,
ESTAT:CRIM_OFF_CAT(1.0),29/04/26 11:00:00,A,ICCS09051,P_HTHAB,PL,2017-01-01,1.52,,
ESTAT:CRIM_OFF_CAT(1.0),29/04/26 11:00:00,A,ICCS09051,P_HTHAB,PT,2017-01-01,0.1,,
ESTAT:CRIM_OFF_CAT(1.0),29/04/26 11:00:00,A,ICCS09051,P_HTHAB,RO,2017-01-01,4.93,,
ESTAT:CRIM_OFF_CAT(1.0),29/04/26 11:00:00,A,ICCS09051,P_HTHAB,RS,2017-01-01,0.0,,
ESTAT:CRIM_OFF_CAT(1.0),29/04/26 11:00:00,A,ICCS09051,P_HTHAB,SI,2017-01-01,0.05,,
ESTAT:CRIM_OFF_CAT(1.0),29/04/26 11:00:00,A,ICCS09051,P_HTHAB,SK,2017-01-01,0.11,,
ESTAT:CRIM_OFF_CAT(1.0),29/04/26 11:00:00,A,ICCS09051,P_HTHAB,XK,2017-01-01,0.28,,
ESTAT:CRIM_OFF_CAT(1.0),29/04/26 11:00:00,A,ICCS0703,P_HTHAB,AL,2018-01-01,35.99,,
ESTAT:CRIM_OFF_CAT(1.0),29/04/26 11:00:00,A,ICCS0703,P_HTHAB,AT,2018-01-01,35.29,,
ESTAT:CRIM_OFF_CAT(1.0),29/04/26 11:00:00,A,ICCS0703,P_HTHAB,BE,2018-01-01,41.49,,
ESTAT:CRIM_OFF_CAT(1.0),29/04/26 11:00:00,A,ICCS0703,P_HTHAB,BG,2018-01-01,9.55,,
ESTAT:CRIM_OFF_CAT(1.0),29/04/26 11:00:00,A,ICCS0703,P_HTHAB,CH,2018-01-01,0.22,,
ESTAT:CRIM_OFF_CAT(1.0),29/04/26 11:00:00,A,ICCS0703,P_HTHAB,CY,2018-01-01,1.97,,
ESTAT:CRIM_OFF_CAT(1.0),29/04/26 11:00:00,A,ICCS0703,P_HTHAB,CZ,2018-01-01,24.47,,
ESTAT:CRIM_OFF_CAT(1.0),29/04/26 11:00:00,A,ICCS0703,P_HTHAB,DE,2018-01-01,4.8,,
ESTAT:CRIM_OFF_CAT(1.0),29/04/26 11:00:00,A,ICCS0703,P_HTHAB,DK,2018-01-01,83.6,,
ESTAT:CRIM_OFF_CAT(1.0),29/04/26 11:00:00,A,ICCS0703,P_HTHAB,EE,2018-01-01,28.5,,
ESTAT:CRIM_OFF_CAT(1.0),29/04/26 11:00:00,A,ICCS0703,P_HTHAB,EL,2018-01-01,6.13,,
ESTAT:CRIM_OFF_CAT(1.0),29/04/26 11:00:00,A,ICCS0703,P_HTHAB,ES,2018-01-01,2.09,,
ESTAT:CRIM_OFF_CAT(1.0),29/04/26 11:00:00,A,ICCS0703,P_HTHAB,FI,2018-01-01,69.76,,
ESTAT:CRIM_OFF_CAT(1.0),29/04/26 11:00:00,A,ICCS0703,P_HTHAB,FR,2018-01-01,3.52,,
ESTAT:CRIM_OFF_CAT(1.0),29/04/26 11:00:00,A,ICCS0703,P_HTHAB,HR,2018-01-01,12.54,,
ESTAT:CRIM_OFF_CAT(1.0),29/04/26 11:00:00,A,ICCS0703,P_HTHAB,HU,2018-01-01,22.89,,
ESTAT:CRIM_OFF_CAT(1.0),29/04/26 11:00:00,A,ICCS0703,P_HTHAB,IE,2018-01-01,0.12,,
ESTAT:CRIM_OFF_CAT(1.0),29/04/26 11:00:00,A,ICCS0703,P_HTHAB,IT,2018-01-01,5.57,,
ESTAT:CRIM_OFF_CAT(1.0),29/04/26 11:00:00,A,ICCS0703,P_HTHAB,LI,2018-01-01,36.73,,
ESTAT:CRIM_OFF_CAT(1.0),29/04/26 11:00:00,A,ICCS0703,P_HTHAB,LT,2018-01-01,19.76,,
ESTAT:CRIM_OFF_CAT(1.0),29/04/26 11:00:00,A,ICCS0703,P_HTHAB,LU,2018-01-01,0.5,,
ESTAT:CRIM_OFF_CAT(1.0),29/04/26 11:00:00,A,ICCS0703,P_HTHAB,LV,2018-01-01,12.51,,
ESTAT:CRIM_OFF_CAT(1.0),29/04/26 11:00:00,A,ICCS0703,P_HTHAB,ME,2018-01-01,38.88,,
ESTAT:CRIM_OFF_CAT(1.0),29/04/26 11:00:00,A,ICCS0703,P_HTHAB,MT,2018-01-01,1.68,,
ESTAT:CRIM_OFF_CAT(1.0),29/04/26 11:00:00,A,ICCS0703,P_HTHAB,NL,2018-01-01,38.59,,
ESTAT:CRIM_OFF_CAT(1.0),29/04/26 11:00:00,A,ICCS0703,P_HTHAB,NO,2018-01-01,0.68,,
ESTAT:CRIM_OFF_CAT(1.0),29/04/26 11:00:00,A,ICCS0703,P_HTHAB,PL,2018-01-01,26.43,,
ESTAT:CRIM_OFF_CAT(1.0),29/04/26 11:00:00,A,ICCS0703,P_HTHAB,PT,2018-01-01,1.61,,
ESTAT:CRIM_OFF_CAT(1.0),29/04/26 11:00:00,A,ICCS0703,P_HTHAB,RO,2018-01-01,22.42,,
ESTAT:CRIM_OFF_CAT(1.0),29/04/26 11:00:00,A,ICCS0703,P_HTHAB,RS,2018-01-01,16.84,,
ESTAT:CRIM_OFF_CAT(1.0),29/04/26 11:00:00,A,ICCS0703,P_HTHAB,SE,2018-01-01,207.81,,
ESTAT:CRIM_OFF_CAT(1.0),29/04/26 11:00:00,A,ICCS0703,P_HTHAB,SI,2018-01-01,10.31,,
ESTAT:CRIM_OFF_CAT(1.0),29/04/26 11:00:00,A,ICCS0703,P_HTHAB,SK,2018-01-01,2.77,,
ESTAT:CRIM_OFF_CAT(1.0),29/04/26 11:00:00,A,ICCS07031,P_HTHAB,AL,2018-01-01,9.55,,
ESTAT:CRIM_OFF_CAT(1.0),29/04/26 11:00:00,A,ICCS07031,P_HTHAB,AT,2018-01-01,0.27,,
ESTAT:CRIM_OFF_CAT(1.0),29/04/26 11:00:00,A,ICCS07031,P_HTHAB,BE,2018-01-01,0.85,,
ESTAT:CRIM_OFF_CAT(1.0),29/04/26 11:00:00,A,ICCS07031,P_HTHAB,BG,2018-01-01,2.37,,
ESTAT:CRIM_OFF_CAT(1.0),29/04/26 11:00:00,A,ICCS07031,P_HTHAB,CH,2018-01-01,0.21,,
ESTAT:CRIM_OFF_CAT(1.0),29/04/26 11:00:00,A,ICCS07031,P_HTHAB,CY,2018-01-01,1.85,,
ESTAT:CRIM_OFF_CAT(1.0),29/04/26 11:00:00,A,ICCS07031,P_HTHAB,CZ,2018-01-01,2.65,,
ESTAT:CRIM_OFF_CAT(1.0),29/04/26 11:00:00,A,ICCS07031,P_HTHAB,DE,2018-01-01,4.8,,
ESTAT:CRIM_OFF_CAT(1.0),29/04/26 11:00:00,A,ICCS07031,P_HTHAB,DK,2018-01-01,5.45,,
ESTAT:CRIM_OFF_CAT(1.0),29/04/26 11:00:00,A,ICCS07031,P_HTHAB,EE,2018-01-01,13.42,,
ESTAT:CRIM_OFF_CAT(1.0),29/04/26 11:00:00,A,ICCS07031,P_HTHAB,EL,2018-01-01,2.15,,
ESTAT:CRIM_OFF_CAT(1.0),29/04/26 11:00:00,A,ICCS07031,P_HTHAB,ES,2018-01-01,0.17,,
ESTAT:CRIM_OFF_CAT(1.0),29/04/26 11:00:00,A,ICCS07031,P_HTHAB,FI,2018-01-01,0.49,,
ESTAT:CRIM_OFF_CAT(1.0),29/04/26 11:00:00,A,ICCS07031,P_HTHAB,FR,2018-01-01,0.34,,
ESTAT:CRIM_OFF_CAT(1.0),29/04/26 11:00:00,A,ICCS07031,P_HTHAB,HR,2018-01-01,1.1,,
ESTAT:CRIM_OFF_CAT(1.0),29/04/26 11:00:00,A,ICCS07031,P_HTHAB,HU,2018-01-01,19.13,,
ESTAT:CRIM_OFF_CAT(1.0),29/04/26 11:00:00,A,ICCS07031,P_HTHAB,IT,2018-01-01,0.67,,
ESTAT:CRIM_OFF_CAT(1.0),29/04/26 11:00:00,A,ICCS07031,P_HTHAB,LT,2018-01-01,1.35,,
ESTAT:CRIM_OFF_CAT(1.0),29/04/26 11:00:00,A,ICCS07031,P_HTHAB,LU,2018-01-01,0.5,,
ESTAT:CRIM_OFF_CAT(1.0),29/04/26 11:00:00,A,ICCS07031,P_HTHAB,LV,2018-01-01,7.6,,
ESTAT:CRIM_OFF_CAT(1.0),29/04/26 11:00:00,A,ICCS07031,P_HTHAB,ME,2018-01-01,0.64,,
ESTAT:CRIM_OFF_CAT(1.0),29/04/26 11:00:00,A,ICCS07031,P_HTHAB,MT,2018-01-01,0.42,,
ESTAT:CRIM_OFF_CAT(1.0),29/04/26 11:00:00,A,ICCS07031,P_HTHAB,PL,2018-01-01,23.67,,
ESTAT:CRIM_OFF_CAT(1.0),29/04/26 11:00:00,A,ICCS07031,P_HTHAB,PT,2018-01-01,0.69,,
ESTAT:CRIM_OFF_CAT(1.0),29/04/26 11:00:00,A,ICCS07031,P_HTHAB,RO,2018-01-01,3.37,,
ESTAT:CRIM_OFF_CAT(1.0),29/04/26 11:00:00,A,ICCS07031,P_HTHAB,RS,2018-01-01,4.21,,
ESTAT:CRIM_OFF_CAT(1.0),29/04/26 11:00:00,A,ICCS07031,P_HTHAB,SE,2018-01-01,4.36,,
ESTAT:CRIM_OFF_CAT(1.0),29/04/26 11:00:00,A,ICCS07031,P_HTHAB,SI,2018-01-01,5.23,,
ESTAT:CRIM_OFF_CAT(1.0),29/04/26 11:00:00,A,ICCS07031,P_HTHAB,SK,2018-01-01,1.23,,
ESTAT:CRIM_OFF_CAT(1.0),29/04/26 11:00:00,A,ICCS07031,P_HTHAB,XK,2018-01-01,2.17,,
ESTAT:CRIM_OFF_CAT(1.0),29/04/26 11:00:00,A,ICCS07041,P_HTHAB,AL,2018-01-01,12.23,,
ESTAT:CRIM_OFF_CAT(1.0),29/04/26 11:00:00,A,ICCS07041,P_HTHAB,AT,2018-01-01,7.55,,
ESTAT:CRIM_OFF_CAT(1.0),29/04/26 11:00:00,A,ICCS07041,P_HTHAB,BE,2018-01-01,11.88,,
ESTAT:CRIM_OFF_CAT(1.0),29/04/26 11:00:00,A,ICCS07041,P_HTHAB,BG,2018-01-01,0.54,,
ESTAT:CRIM_OFF_CAT(1.0),29/04/26 11:00:00,A,ICCS07041,P_HTHAB,CH,2018-01-01,14.44,,
ESTAT:CRIM_OFF_CAT(1.0),29/04/26 11:00:00,A,ICCS07041,P_HTHAB,CZ,2018-01-01,7.35,,
ESTAT:CRIM_OFF_CAT(1.0),29/04/26 11:00:00,A,ICCS07041,P_HTHAB,DE,2018-01-01,10.45,,
ESTAT:CRIM_OFF_CAT(1.0),29/04/26 11:00:00,A,ICCS07041,P_HTHAB,DK,2018-01-01,1.82,,
ESTAT:CRIM_OFF_CAT(1.0),29/04/26 11:00:00,A,ICCS07041,P_HTHAB,EE,2018-01-01,7.66,,
ESTAT:CRIM_OFF_CAT(1.0),29/04/26 11:00:00,A,ICCS07041,P_HTHAB,EL,2018-01-01,0.24,,
ESTAT:CRIM_OFF_CAT(1.0),29/04/26 11:00:00,A,ICCS07041,P_HTHAB,ES,2018-01-01,0.58,,
ESTAT:CRIM_OFF_CAT(1.0),29/04/26 11:00:00,A,ICCS07041,P_HTHAB,FI,2018-01-01,7.73,,
ESTAT:CRIM_OFF_CAT(1.0),29/04/26 11:00:00,A,ICCS07041,P_HTHAB,FR,2018-01-01,2.27,,
ESTAT:CRIM_OFF_CAT(1.0),29/04/26 11:00:00,A,ICCS07041,P_HTHAB,HR,2018-01-01,0.63,,
ESTAT:CRIM_OFF_CAT(1.0),29/04/26 11:00:00,A,ICCS07041,P_HTHAB,HU,2018-01-01,2.46,,
ESTAT:CRIM_OFF_CAT(1.0),29/04/26 11:00:00,A,ICCS07041,P_HTHAB,IS,2018-01-01,29.85,,
ESTAT:CRIM_OFF_CAT(1.0),29/04/26 11:00:00,A,ICCS07041,P_HTHAB,IT,2018-01-01,3.24,,
ESTAT:CRIM_OFF_CAT(1.0),29/04/26 11:00:00,A,ICCS07041,P_HTHAB,LI,2018-01-01,128.56,,
ESTAT:CRIM_OFF_CAT(1.0),29/04/26 11:00:00,A,ICCS07041,P_HTHAB,LT,2018-01-01,1.96,,
ESTAT:CRIM_OFF_CAT(1.0),29/04/26 11:00:00,A,ICCS07041,P_HTHAB,LV,2018-01-01,10.13,,
ESTAT:CRIM_OFF_CAT(1.0),29/04/26 11:00:00,A,ICCS07041,P_HTHAB,ME,2018-01-01,29.56,,
ESTAT:CRIM_OFF_CAT(1.0),29/04/26 11:00:00,A,ICCS07041,P_HTHAB,MT,2018-01-01,6.94,,
ESTAT:CRIM_OFF_CAT(1.0),29/04/26 11:00:00,A,ICCS07041,P_HTHAB,NL,2018-01-01,5.24,,
ESTAT:CRIM_OFF_CAT(1.0),29/04/26 11:00:00,A,ICCS07041,P_HTHAB,NO,2018-01-01,1.78,,
ESTAT:CRIM_OFF_CAT(1.0),29/04/26 11:00:00,A,ICCS07041,P_HTHAB,PL,2018-01-01,1.26,,
ESTAT:CRIM_OFF_CAT(1.0),29/04/26 11:00:00,A,ICCS07041,P_HTHAB,PT,2018-01-01,0.3,,
ESTAT:CRIM_OFF_CAT(1.0),29/04/26 11:00:00,A,ICCS07041,P_HTHAB,RO,2018-01-01,2.24,,
ESTAT:CRIM_OFF_CAT(1.0),29/04/26 11:00:00,A,ICCS07041,P_HTHAB,RS,2018-01-01,1.96,,
ESTAT:CRIM_OFF_CAT(1.0),29/04/26 11:00:00,A,ICCS07041,P_HTHAB,SE,2018-01-01,67.06,,
ESTAT:CRIM_OFF_CAT(1.0),29/04/26 11:00:00,A,ICCS07041,P_HTHAB,SK,2018-01-01,2.04,,
ESTAT:CRIM_OFF_CAT(1.0),29/04/26 11:00:00,A,ICCS07041,P_HTHAB,XK,2018-01-01,0.17,,
ESTAT:CRIM_OFF_CAT(1.0),29/04/26 11:00:00,A,ICCS09051,P_HTHAB,AL,2018-01-01,1.11,,
ESTAT:CRIM_OFF_CAT(1.0),29/04/26 11:00:00,A,ICCS09051,P_HTHAB,AT,2018-01-01,0.9,,
ESTAT:CRIM_OFF_CAT(1.0),29/04/26 11:00:00,A,ICCS09051,P_HTHAB,BE,2018-01-01,2.31,,
ESTAT:CRIM_OFF_CAT(1.0),29/04/26 11:00:00,A,ICCS09051,P_HTHAB,BG,2018-01-01,1.46,,
ESTAT:CRIM_OFF_CAT(1.0),29/04/26 11:00:00,A,ICCS09051,P_HTHAB,CH,2018-01-01,0.13,,
ESTAT:CRIM_OFF_CAT(1.0),29/04/26 11:00:00,A,ICCS09051,P_HTHAB,CY,2018-01-01,0.12,,
ESTAT:CRIM_OFF_CAT(1.0),29/04/26 11:00:00,A,ICCS09051,P_HTHAB,CZ,2018-01-01,0.08,,
ESTAT:CRIM_OFF_CAT(1.0),29/04/26 11:00:00,A,ICCS09051,P_HTHAB,DE,2018-01-01,0.65,,
ESTAT:CRIM_OFF_CAT(1.0),29/04/26 11:00:00,A,ICCS09051,P_HTHAB,EE,2018-01-01,1.21,,
ESTAT:CRIM_OFF_CAT(1.0),29/04/26 11:00:00,A,ICCS09051,P_HTHAB,EL,2018-01-01,3.12,,
ESTAT:CRIM_OFF_CAT(1.0),29/04/26 11:00:00,A,ICCS09051,P_HTHAB,ES,2018-01-01,3.05,,
ESTAT:CRIM_OFF_CAT(1.0),29/04/26 11:00:00,A,ICCS09051,P_HTHAB,FI,2018-01-01,0.02,,
ESTAT:CRIM_OFF_CAT(1.0),29/04/26 11:00:00,A,ICCS09051,P_HTHAB,FR,2018-01-01,2.31,,
ESTAT:CRIM_OFF_CAT(1.0),29/04/26 11:00:00,A,ICCS09051,P_HTHAB,HR,2018-01-01,0.37,,
ESTAT:CRIM_OFF_CAT(1.0),29/04/26 11:00:00,A,ICCS09051,P_HTHAB,IT,2018-01-01,1.02,,
ESTAT:CRIM_OFF_CAT(1.0),29/04/26 11:00:00,A,ICCS09051,P_HTHAB,LT,2018-01-01,0.32,,
ESTAT:CRIM_OFF_CAT(1.0),29/04/26 11:00:00,A,ICCS09051,P_HTHAB,LU,2018-01-01,4.82,,
ESTAT:CRIM_OFF_CAT(1.0),29/04/26 11:00:00,A,ICCS09051,P_HTHAB,ME,2018-01-01,19.44,,
ESTAT:CRIM_OFF_CAT(1.0),29/04/26 11:00:00,A,ICCS09051,P_HTHAB,MT,2018-01-01,0.0,,
ESTAT:CRIM_OFF_CAT(1.0),29/04/26 11:00:00,A,ICCS09051,P_HTHAB,PL,2018-01-01,1.2,,
ESTAT:CRIM_OFF_CAT(1.0),29/04/26 11:00:00,A,ICCS09051,P_HTHAB,PT,2018-01-01,0.06,,
ESTAT:CRIM_OFF_CAT(1.0),29/04/26 11:00:00,A,ICCS09051,P_HTHAB,RO,2018-01-01,3.52,,
ESTAT:CRIM_OFF_CAT(1.0),29/04/26 11:00:00,A,ICCS09051,P_HTHAB,SI,2018-01-01,0.19,,
ESTAT:CRIM_OFF_CAT(1.0),29/04/26 11:00:00,A,ICCS09051,P_HTHAB,SK,2018-01-01,0.17,,
ESTAT:CRIM_OFF_CAT(1.0),29/04/26 11:00:00,A,ICCS09051,P_HTHAB,XK,2018-01-01,0.11,,
ESTAT:CRIM_OFF_CAT(1.0),29/04/26 11:00:00,A,ICCS0703,P_HTHAB,AL,2019-01-01,46.46,,
ESTAT:CRIM_OFF_CAT(1.0),29/04/26 11:00:00,A,ICCS0703,P_HTHAB,AT,2019-01-01,35.65,,
ESTAT:CRIM_OFF_CAT(1.0),29/04/26 11:00:00,A,ICCS0703,P_HTHAB,BE,2019-01-01,42.33,,
ESTAT:CRIM_OFF_CAT(1.0),29/04/26 11:00:00,A,ICCS0703,P_HTHAB,BG,2019-01-01,8.36,,
ESTAT:CRIM_OFF_CAT(1.0),29/04/26 11:00:00,A,ICCS0703,P_HTHAB,CH,2019-01-01,0.16,,
ESTAT:CRIM_OFF_CAT(1.0),29/04/26 11:00:00,A,ICCS0703,P_HTHAB,CY,2019-01-01,1.71,,
ESTAT:CRIM_OFF_CAT(1.0),29/04/26 11:00:00,A,ICCS0703,P_HTHAB,CZ,2019-01-01,21.96,,
ESTAT:CRIM_OFF_CAT(1.0),29/04/26 11:00:00,A,ICCS0703,P_HTHAB,DE,2019-01-01,5.0,,
ESTAT:CRIM_OFF_CAT(1.0),29/04/26 11:00:00,A,ICCS0703,P_HTHAB,DK,2019-01-01,87.15,,
ESTAT:CRIM_OFF_CAT(1.0),29/04/26 11:00:00,A,ICCS0703,P_HTHAB,EE,2019-01-01,5.43,,
ESTAT:CRIM_OFF_CAT(1.0),29/04/26 11:00:00,A,ICCS0703,P_HTHAB,EL,2019-01-01,5.73,,
ESTAT:CRIM_OFF_CAT(1.0),29/04/26 11:00:00,A,ICCS0703,P_HTHAB,ES,2019-01-01,1.88,,
ESTAT:CRIM_OFF_CAT(1.0),29/04/26 11:00:00,A,ICCS0703,P_HTHAB,FI,2019-01-01,71.77,,
ESTAT:CRIM_OFF_CAT(1.0),29/04/26 11:00:00,A,ICCS0703,P_HTHAB,FR,2019-01-01,3.57,,
ESTAT:CRIM_OFF_CAT(1.0),29/04/26 11:00:00,A,ICCS0703,P_HTHAB,HR,2019-01-01,19.26,,
ESTAT:CRIM_OFF_CAT(1.0),29/04/26 11:00:00,A,ICCS0703,P_HTHAB,HU,2019-01-01,18.48,,
ESTAT:CRIM_OFF_CAT(1.0),29/04/26 11:00:00,A,ICCS0703,P_HTHAB,IE,2019-01-01,0.1,,
ESTAT:CRIM_OFF_CAT(1.0),29/04/26 11:00:00,A,ICCS0703,P_HTHAB,IT,2019-01-01,5.8,,
ESTAT:CRIM_OFF_CAT(1.0),29/04/26 11:00:00,A,ICCS0703,P_HTHAB,LI,2019-01-01,28.66,,
ESTAT:CRIM_OFF_CAT(1.0),29/04/26 11:00:00,A,ICCS0703,P_HTHAB,LT,2019-01-01,17.72,,
ESTAT:CRIM_OFF_CAT(1.0),29/04/26 11:00:00,A,ICCS0703,P_HTHAB,LU,2019-01-01,0.16,,
ESTAT:CRIM_OFF_CAT(1.0),29/04/26 11:00:00,A,ICCS0703,P_HTHAB,LV,2019-01-01,18.44,,
ESTAT:CRIM_OFF_CAT(1.0),29/04/26 11:00:00,A,ICCS0703,P_HTHAB,ME,2019-01-01,27.64,,
ESTAT:CRIM_OFF_CAT(1.0),29/04/26 11:00:00,A,ICCS0703,P_HTHAB,MK,2019-01-01,0.34,,
ESTAT:CRIM_OFF_CAT(1.0),29/04/26 11:00:00,A,ICCS0703,P_HTHAB,MT,2019-01-01,0.81,,
ESTAT:CRIM_OFF_CAT(1.0),29/04/26 11:00:00,A,ICCS0703,P_HTHAB,NL,2019-01-01,38.22,,
ESTAT:CRIM_OFF_CAT(1.0),29/04/26 11:00:00,A,ICCS0703,P_HTHAB,NO,2019-01-01,0.88,,
ESTAT:CRIM_OFF_CAT(1.0),29/04/26 11:00:00,A,ICCS0703,P_HTHAB,PL,2019-01-01,16.44,,
ESTAT:CRIM_OFF_CAT(1.0),29/04/26 11:00:00,A,ICCS0703,P_HTHAB,PT,2019-01-01,1.65,,
ESTAT:CRIM_OFF_CAT(1.0),29/04/26 11:00:00,A,ICCS0703,P_HTHAB,RO,2019-01-01,21.07,,
ESTAT:CRIM_OFF_CAT(1.0),29/04/26 11:00:00,A,ICCS0703,P_HTHAB,RS,2019-01-01,15.12,,
ESTAT:CRIM_OFF_CAT(1.0),29/04/26 11:00:00,A,ICCS0703,P_HTHAB,SE,2019-01-01,201.53,,
ESTAT:CRIM_OFF_CAT(1.0),29/04/26 11:00:00,A,ICCS0703,P_HTHAB,SI,2019-01-01,10.52,,
ESTAT:CRIM_OFF_CAT(1.0),29/04/26 11:00:00,A,ICCS0703,P_HTHAB,SK,2019-01-01,2.5,,
ESTAT:CRIM_OFF_CAT(1.0),29/04/26 11:00:00,A,ICCS07031,P_HTHAB,AL,2019-01-01,10.66,,
ESTAT:CRIM_OFF_CAT(1.0),29/04/26 11:00:00,A,ICCS07031,P_HTHAB,AT,2019-01-01,0.43,,
ESTAT:CRIM_OFF_CAT(1.0),29/04/26 11:00:00,A,ICCS07031,P_HTHAB,BE,2019-01-01,0.87,,
ESTAT:CRIM_OFF_CAT(1.0),29/04/26 11:00:00,A,ICCS07031,P_HTHAB,BG,2019-01-01,1.86,,
ESTAT:CRIM_OFF_CAT(1.0),29/04/26 11:00:00,A,ICCS07031,P_HTHAB,CH,2019-01-01,0.15,,
ESTAT:CRIM_OFF_CAT(1.0),29/04/26 11:00:00,A,ICCS07031,P_HTHAB,CY,2019-01-01,1.6,,
ESTAT:CRIM_OFF_CAT(1.0),29/04/26 11:00:00,A,ICCS07031,P_HTHAB,CZ,2019-01-01,1.15,,
ESTAT:CRIM_OFF_CAT(1.0),29/04/26 11:00:00,A,ICCS07031,P_HTHAB,DE,2019-01-01,5.0,,
