DATAFLOW,LAST UPDATE,freq,unit,sector,cofog99,na_item,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:GOV_10A_EXP(1.0),27/04/26 11:00:00,A,PC_GDP,S13,GF03,TE,DK,2011-01-01,1.1,,
ESTAT:GOV_10A_EXP(1.0),27/04/26 11:00:00,A,PC_GDP,S13,GF03,TE,EA19,2011-01-01,1.7,,
ESTAT:GOV_10A_EXP(1.0),27/04/26 11:00:00,A,PC_GDP,S13,GF03,TE,EA20,2011-01-01,1.7,,
ESTAT:GOV_10A_EXP(1.0),27/04/26 11:00:00,A,PC_GDP,S13,GF03,TE,EA21,2011-01-01,1.7,,
ESTAT:GOV_10A_EXP(1.0),27/04/26 11:00:00,A,PC_GDP,S13,GF03,TE,EE,2011-01-01,2.1,,
ESTAT:GOV_10A_EXP(1.0),27/04/26 11:00:00,A,PC_GDP,S13,GF03,TE,EL,2011-01-01,1.8,,
ESTAT:GOV_10A_EXP(1.0),27/04/26 11:00:00,A,PC_GDP,S13,GF03,TE,ES,2011-01-01,2.2,,
ESTAT:GOV_10A_EXP(1.0),27/04/26 11:00:00,A,PC_GDP,S13,GF03,TE,EU27_2020,2011-01-01,1.7,,
ESTAT:GOV_10A_EXP(1.0),27/04/26 11:00:00,A,PC_GDP,S13,GF03,TE,FI,2011-01-01,1.3,,
ESTAT:GOV_10A_EXP(1.0),27/04/26 11:00:00,A,PC_GDP,S13,GF03,TE,FR,2011-01-01,1.6,,
ESTAT:GOV_10A_EXP(1.0),27/04/26 11:00:00,A,PC_GDP,S13,GF03,TE,HR,2011-01-01,2.3,,
ESTAT:GOV_10A_EXP(1.0),27/04/26 11:00:00,A,PC_GDP,S13,GF03,TE,HU,2011-01-01,1.9,,
ESTAT:GOV_10A_EXP(1.0),27/04/26 11:00:00,A,PC_GDP,S13,GF03,TE,IE,2011-01-01,1.6,,
ESTAT:GOV_10A_EXP(1.0),27/04/26 11:00:00,A,PC_GDP,S13,GF03,TE,IS,2011-01-01,1.5,,
ESTAT:GOV_10A_EXP(1.0),27/04/26 11:00:00,A,PC_GDP,S13,GF03,TE,IT,2011-01-01,1.9,,
