DATAFLOW,LAST UPDATE,freq,indic_de,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,LU,2005-01-01,1.63,,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,LV,2005-01-01,1.39,,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,ME,2005-01-01,1.69,,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,MK,2005-01-01,1.46,,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,MT,2005-01-01,1.38,,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,NL,2005-01-01,1.71,,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,NO,2005-01-01,1.84,,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,PL,2005-01-01,1.24,,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,PT,2005-01-01,1.41,,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,RO,2005-01-01,1.4,,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,RS,2005-01-01,1.45,,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,SE,2005-01-01,1.77,,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,SI,2005-01-01,1.26,,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,SK,2005-01-01,1.27,,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,UK,2005-01-01,1.76,,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,AD,2006-01-01,1.24,,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,AL,2006-01-01,1.67,,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,AM,2006-01-01,1.34,,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,AT,2006-01-01,1.41,,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,AZ,2006-01-01,1.97,,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,BE,2006-01-01,1.8,,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,BG,2006-01-01,1.44,,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,BY,2006-01-01,1.29,,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,CH,2006-01-01,1.44,,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,CY,2006-01-01,1.52,,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,CZ,2006-01-01,1.34,,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,DE,2006-01-01,1.33,,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,DE_TOT,2006-01-01,1.33,,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,DK,2006-01-01,1.85,,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,EE,2006-01-01,1.58,,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,EEA30_2007,2006-01-01,1.55,,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,EEA31,2006-01-01,1.55,,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,EFTA,2006-01-01,1.63,,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,EL,2006-01-01,1.4,,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,ES,2006-01-01,1.36,,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,EU27_2007,2006-01-01,1.54,,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,EU27_2020,2006-01-01,1.5,,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,EU28,2006-01-01,1.54,,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,FI,2006-01-01,1.84,,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,FR,2006-01-01,2.0,,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,FX,2006-01-01,1.98,,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,GE,2006-01-01,1.41,,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,HR,2006-01-01,1.47,,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,HU,2006-01-01,1.34,,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,IE,2006-01-01,1.91,,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,IS,2006-01-01,2.08,,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,IT,2006-01-01,1.37,,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,LI,2006-01-01,1.43,,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,LT,2006-01-01,1.33,,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,LU,2006-01-01,1.65,,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,LV,2006-01-01,1.46,,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,MD,2006-01-01,1.22,,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,ME,2006-01-01,1.73,,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,MK,2006-01-01,1.46,,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,MT,2006-01-01,1.36,,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,NL,2006-01-01,1.72,,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,NO,2006-01-01,1.9,,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,PL,2006-01-01,1.27,,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,PT,2006-01-01,1.37,,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,RO,2006-01-01,1.42,,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,RS,2006-01-01,1.43,,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,RU,2006-01-01,1.3,,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,SE,2006-01-01,1.85,,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,SI,2006-01-01,1.31,,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,SK,2006-01-01,1.25,,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,UA,2006-01-01,1.3,,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,UK,2006-01-01,1.82,,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,AD,2007-01-01,1.18,,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,AL,2007-01-01,1.62,,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,AM,2007-01-01,1.41,,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,AT,2007-01-01,1.38,,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,AZ,2007-01-01,1.97,,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,BE,2007-01-01,1.82,,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,BG,2007-01-01,1.49,,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,BY,2007-01-01,1.37,,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,CH,2007-01-01,1.46,,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,CY,2007-01-01,1.44,,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,CZ,2007-01-01,1.45,,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,DE,2007-01-01,1.37,,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,DE_TOT,2007-01-01,1.37,,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,DK,2007-01-01,1.84,,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,EE,2007-01-01,1.69,,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,EEA30_2007,2007-01-01,1.57,,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,EEA31,2007-01-01,1.57,,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,EFTA,2007-01-01,1.64,,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,EL,2007-01-01,1.41,,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,ES,2007-01-01,1.38,,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,EU27_2007,2007-01-01,1.56,,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,EU27_2020,2007-01-01,1.52,,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,EU28,2007-01-01,1.56,,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,FI,2007-01-01,1.83,,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,FR,2007-01-01,1.98,,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,FX,2007-01-01,1.96,,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,GE,2007-01-01,1.45,,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,HR,2007-01-01,1.48,,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,HU,2007-01-01,1.32,,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,IE,2007-01-01,2.01,,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,IS,2007-01-01,2.09,,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,IT,2007-01-01,1.39,,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,LI,2007-01-01,1.42,,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,LT,2007-01-01,1.36,,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,LU,2007-01-01,1.61,,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,LV,2007-01-01,1.54,,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,MD,2007-01-01,1.25,,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,ME,2007-01-01,1.8,,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,MK,2007-01-01,1.46,,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,MT,2007-01-01,1.35,,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,NL,2007-01-01,1.72,,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,NO,2007-01-01,1.9,,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,PL,2007-01-01,1.31,,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,PT,2007-01-01,1.35,,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,RO,2007-01-01,1.45,,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,RS,2007-01-01,1.38,,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,RU,2007-01-01,1.41,,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,SE,2007-01-01,1.88,,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,SI,2007-01-01,1.38,,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,SK,2007-01-01,1.27,,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,TR,2007-01-01,2.13,,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,UA,2007-01-01,1.33,,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,UK,2007-01-01,1.86,,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,AD,2008-01-01,1.25,,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,AL,2008-01-01,1.58,,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,AM,2008-01-01,1.43,,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,AT,2008-01-01,1.42,,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,AZ,2008-01-01,1.9,,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,BE,2008-01-01,1.85,,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,BG,2008-01-01,1.56,,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,BY,2008-01-01,1.42,,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,CH,2008-01-01,1.48,,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,CY,2008-01-01,1.48,,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,CZ,2008-01-01,1.51,,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,DE,2008-01-01,1.38,,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,DE_TOT,2008-01-01,1.38,,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,DK,2008-01-01,1.89,,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,EE,2008-01-01,1.72,,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,EEA30_2007,2008-01-01,1.62,,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,EEA31,2008-01-01,1.62,,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,EFTA,2008-01-01,1.68,,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,EL,2008-01-01,1.5,,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,ES,2008-01-01,1.45,,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,EU27_2007,2008-01-01,1.61,,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,EU27_2020,2008-01-01,1.57,,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,EU28,2008-01-01,1.61,,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,FI,2008-01-01,1.85,,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,FR,2008-01-01,2.01,,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,FX,2008-01-01,1.99,,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,GE,2008-01-01,1.66,,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,HR,2008-01-01,1.55,,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,HU,2008-01-01,1.35,,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,IE,2008-01-01,2.06,,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,IS,2008-01-01,2.15,,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,IT,2008-01-01,1.44,,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,LI,2008-01-01,1.43,,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,LT,2008-01-01,1.45,,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,LU,2008-01-01,1.61,,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,LV,2008-01-01,1.58,,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,MD,2008-01-01,1.27,,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,ME,2008-01-01,1.89,,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,MK,2008-01-01,1.47,,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,MT,2008-01-01,1.43,,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,NL,2008-01-01,1.77,,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,NO,2008-01-01,1.96,,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,PL,2008-01-01,1.39,,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,PT,2008-01-01,1.39,,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,RO,2008-01-01,1.6,,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,RS,2008-01-01,1.4,,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,RU,2008-01-01,1.49,,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,SE,2008-01-01,1.91,,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,SI,2008-01-01,1.53,,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,SK,2008-01-01,1.34,,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,TR,2008-01-01,2.1,,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,UA,2008-01-01,1.45,,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,UK,2008-01-01,1.91,,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,AD,2009-01-01,1.19,,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,AL,2009-01-01,1.63,,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,AM,2009-01-01,1.53,,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,AT,2009-01-01,1.39,,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,AZ,2009-01-01,1.82,,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,BE,2009-01-01,1.84,,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,BG,2009-01-01,1.66,,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,CH,2009-01-01,1.5,,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,CY,2009-01-01,1.47,,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,CZ,2009-01-01,1.51,,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,DE,2009-01-01,1.36,,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,DE_TOT,2009-01-01,1.36,,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,DK,2009-01-01,1.84,,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,EE,2009-01-01,1.7,,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,EEA30_2007,2009-01-01,1.61,,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,EEA31,2009-01-01,1.61,,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,EFTA,2009-01-01,1.7,,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,EL,2009-01-01,1.5,,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,ES,2009-01-01,1.38,,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,EU27_2007,2009-01-01,1.61,,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,EU27_2020,2009-01-01,1.56,,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,EU28,2009-01-01,1.61,,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,FI,2009-01-01,1.86,,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,FR,2009-01-01,2.0,,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,FX,2009-01-01,1.99,,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,GE,2009-01-01,1.85,,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,HR,2009-01-01,1.58,,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,HU,2009-01-01,1.32,,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,IE,2009-01-01,2.06,,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,IS,2009-01-01,2.23,,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,IT,2009-01-01,1.44,,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,LI,2009-01-01,1.71,,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,LT,2009-01-01,1.5,,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,LU,2009-01-01,1.59,,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,LV,2009-01-01,1.46,,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,MD,2009-01-01,1.31,,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,ME,2009-01-01,1.98,,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,MK,2009-01-01,1.52,,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,MT,2009-01-01,1.42,,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,NL,2009-01-01,1.79,,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,NO,2009-01-01,1.98,,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,PL,2009-01-01,1.4,b,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,PT,2009-01-01,1.34,,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,RO,2009-01-01,1.66,,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,RS,2009-01-01,1.44,,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,RU,2009-01-01,1.54,,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,SE,2009-01-01,1.94,,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,SI,2009-01-01,1.53,,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,SK,2009-01-01,1.44,,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,TR,2009-01-01,2.09,,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,UK,2009-01-01,1.89,,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,AD,2010-01-01,1.27,,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,AL,2010-01-01,1.63,,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,AT,2010-01-01,1.44,,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,AZ,2010-01-01,1.92,,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,BE,2010-01-01,1.86,,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,BG,2010-01-01,1.57,,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,CH,2010-01-01,1.52,,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,CY,2010-01-01,1.44,,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,CZ,2010-01-01,1.51,,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,DE,2010-01-01,1.39,,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,DE_TOT,2010-01-01,1.39,,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,DK,2010-01-01,1.87,,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,EE,2010-01-01,1.72,,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,EEA30_2007,2010-01-01,1.62,b,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,EEA31,2010-01-01,1.62,b,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,EFTA,2010-01-01,1.7,,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,EL,2010-01-01,1.48,,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,ES,2010-01-01,1.37,,
