DATAFLOW,FREQ,REF_AREA,SECTOR,COUNTERPART_SECTOR,ACCOUNTING_ENTRY,TRANSACTION,INSTR_ASSET,EXPENDITURE,UNIT_MEASURE,VALUATION,PRICE_BASE,TRANSFORMATION,TABLE_IDENTIFIER,TIME_PERIOD,OBS_VALUE,COUNTERPART_AREA,CONSOLIDATION,REF_YEAR_PRICE,CONF_STATUS,DECIMALS,OBS_STATUS,UNIT_MULT,CURRENCY
OECD.SDD.NAD:DSD_NASEC10@DF_TABLE11(1.1),A,JPN,S13,_Z,D,OTE,_Z,GF0201,XDC,S,V,N,T1100,2016-01-01,4208200.0,_Z,P,,F,2,A,6,JPY
OECD.SDD.NAD:DSD_NASEC10@DF_TABLE11(1.1),A,SWE,S13,_Z,D,OTE,_Z,GF0201,XDC,S,V,N,T1100,2016-01-01,45732.0,_Z,P,,F,2,A,6,SEK
OECD.SDD.NAD:DSD_NASEC10@DF_TABLE11(1.1),A,NOR,S13,_Z,D,OTE,_Z,GF0201,XDC,S,V,N,T1100,2016-01-01,44201.0,_Z,P,,F,2,A,6,NOK
OECD.SDD.NAD:DSD_NASEC10@DF_TABLE11(1.1),A,POL,S13,_Z,D,OTE,_Z,GF0201,XDC,S,V,N,T1100,2016-01-01,28848.21,_Z,P,,F,2,A,6,PLN
OECD.SDD.NAD:DSD_NASEC10@DF_TABLE11(1.1),A,ITA,S13,_Z,D,OTE,_Z,GF0201,XDC,S,V,N,T1100,2016-01-01,20663.0,_Z,P,,F,2,A,6,EUR
OECD.SDD.NAD:DSD_NASEC10@DF_TABLE11(1.1),A,ESP,S13,_Z,D,OTE,_Z,GF0201,XDC,S,V,N,T1100,2016-01-01,9379.0,_Z,P,,F,2,A,6,EUR
OECD.SDD.NAD:DSD_NASEC10@DF_TABLE11(1.1),A,AUS,S13,_Z,D,OTE,_Z,GF0201,XDC,S,V,N,T1100,2017-01-01,0.0,_Z,P,,F,2,A,6,AUD
OECD.SDD.NAD:DSD_NASEC10@DF_TABLE11(1.1),A,FRA,S13,_Z,D,OTE,_Z,GF0201,XDC,S,V,N,T1100,2017-01-01,34135.1,_Z,P,,F,2,A,6,EUR
OECD.SDD.NAD:DSD_NASEC10@DF_TABLE11(1.1),A,DEU,S13,_Z,D,OTE,_Z,GF0201,XDC,S,V,N,T1100,2017-01-01,29113.0,_Z,P,,F,2,A,6,EUR
OECD.SDD.NAD:DSD_NASEC10@DF_TABLE11(1.1),A,GBR,S13,_Z,D,OTE,_Z,GF0201,XDC,S,V,N,T1100,2017-01-01,36038.0,_Z,P,,F,2,A,6,GBP
OECD.SDD.NAD:DSD_NASEC10@DF_TABLE11(1.1),A,JPN,S13,_Z,D,OTE,_Z,GF0201,XDC,S,V,N,T1100,2017-01-01,4620700.0,_Z,P,,F,2,A,6,JPY
OECD.SDD.NAD:DSD_NASEC10@DF_TABLE11(1.1),A,SWE,S13,_Z,D,OTE,_Z,GF0201,XDC,S,V,N,T1100,2017-01-01,46947.0,_Z,P,,F,2,A,6,SEK
OECD.SDD.NAD:DSD_NASEC10@DF_TABLE11(1.1),A,NOR,S13,_Z,D,OTE,_Z,GF0201,XDC,S,V,N,T1100,2017-01-01,50574.0,_Z,P,,F,2,A,6,NOK
OECD.SDD.NAD:DSD_NASEC10@DF_TABLE11(1.1),A,POL,S13,_Z,D,OTE,_Z,GF0201,XDC,S,V,N,T1100,2017-01-01,33049.88,_Z,P,,F,2,A,6,PLN
OECD.SDD.NAD:DSD_NASEC10@DF_TABLE11(1.1),A,ITA,S13,_Z,D,OTE,_Z,GF0201,XDC,S,V,N,T1100,2017-01-01,20831.0,_Z,P,,F,2,A,6,EUR
OECD.SDD.NAD:DSD_NASEC10@DF_TABLE11(1.1),A,ESP,S13,_Z,D,OTE,_Z,GF0201,XDC,S,V,N,T1100,2017-01-01,9024.0,_Z,P,,F,2,A,6,EUR
OECD.SDD.NAD:DSD_NASEC10@DF_TABLE11(1.1),A,POL,S13,_Z,D,OTE,_Z,GF0201,XDC,S,V,N,T1100,2018-01-01,33949.06,_Z,P,,F,2,A,6,PLN
OECD.SDD.NAD:DSD_NASEC10@DF_TABLE11(1.1),A,NOR,S13,_Z,D,OTE,_Z,GF0201,XDC,S,V,N,T1100,2018-01-01,55656.0,_Z,P,,F,2,A,6,NOK
OECD.SDD.NAD:DSD_NASEC10@DF_TABLE11(1.1),A,SWE,S13,_Z,D,OTE,_Z,GF0201,XDC,S,V,N,T1100,2018-01-01,50086.0,_Z,P,,F,2,A,6,SEK
OECD.SDD.NAD:DSD_NASEC10@DF_TABLE11(1.1),A,JPN,S13,_Z,D,OTE,_Z,GF0201,XDC,S,V,N,T1100,2018-01-01,4875600.0,_Z,P,,F,2,A,6,JPY
OECD.SDD.NAD:DSD_NASEC10@DF_TABLE11(1.1),A,GBR,S13,_Z,D,OTE,_Z,GF0201,XDC,S,V,N,T1100,2018-01-01,36776.0,_Z,P,,F,2,A,6,GBP
OECD.SDD.NAD:DSD_NASEC10@DF_TABLE11(1.1),A,ITA,S13,_Z,D,OTE,_Z,GF0201,XDC,S,V,N,T1100,2018-01-01,20486.0,_Z,P,,F,2,A,6,EUR
OECD.SDD.NAD:DSD_NASEC10@DF_TABLE11(1.1),A,ESP,S13,_Z,D,OTE,_Z,GF0201,XDC,S,V,N,T1100,2018-01-01,8779.0,_Z,P,,F,2,A,6,EUR
OECD.SDD.NAD:DSD_NASEC10@DF_TABLE11(1.1),A,AUS,S13,_Z,D,OTE,_Z,GF0201,XDC,S,V,N,T1100,2018-01-01,0.0,_Z,P,,F,2,A,6,AUD
OECD.SDD.NAD:DSD_NASEC10@DF_TABLE11(1.1),A,DEU,S13,_Z,D,OTE,_Z,GF0201,XDC,S,V,N,T1100,2018-01-01,32100.0,_Z,P,,F,2,A,6,EUR
OECD.SDD.NAD:DSD_NASEC10@DF_TABLE11(1.1),A,FRA,S13,_Z,D,OTE,_Z,GF0201,XDC,S,V,N,T1100,2018-01-01,34894.8,_Z,P,,F,2,A,6,EUR
OECD.SDD.NAD:DSD_NASEC10@DF_TABLE11(1.1),A,AUS,S13,_Z,D,OTE,_Z,GF0201,XDC,S,V,N,T1100,2019-01-01,0.0,_Z,P,,F,2,A,6,AUD
OECD.SDD.NAD:DSD_NASEC10@DF_TABLE11(1.1),A,POL,S13,_Z,D,OTE,_Z,GF0201,XDC,S,V,N,T1100,2019-01-01,36339.66,_Z,P,,F,2,A,6,PLN
OECD.SDD.NAD:DSD_NASEC10@DF_TABLE11(1.1),A,NOR,S13,_Z,D,OTE,_Z,GF0201,XDC,S,V,N,T1100,2019-01-01,62266.0,_Z,P,,F,2,A,6,NOK
OECD.SDD.NAD:DSD_NASEC10@DF_TABLE11(1.1),A,GBR,S13,_Z,D,OTE,_Z,GF0201,XDC,S,V,N,T1100,2019-01-01,41256.0,_Z,P,,F,2,A,6,GBP
OECD.SDD.NAD:DSD_NASEC10@DF_TABLE11(1.1),A,SWE,S13,_Z,D,OTE,_Z,GF0201,XDC,S,V,N,T1100,2019-01-01,51810.0,_Z,P,,F,2,A,6,SEK
OECD.SDD.NAD:DSD_NASEC10@DF_TABLE11(1.1),A,ESP,S13,_Z,D,OTE,_Z,GF0201,XDC,S,V,N,T1100,2019-01-01,9128.0,_Z,P,,F,2,A,6,EUR
OECD.SDD.NAD:DSD_NASEC10@DF_TABLE11(1.1),A,JPN,S13,_Z,D,OTE,_Z,GF0201,XDC,S,V,N,T1100,2019-01-01,4842100.0,_Z,P,,F,2,A,6,JPY
OECD.SDD.NAD:DSD_NASEC10@DF_TABLE11(1.1),A,ITA,S13,_Z,D,OTE,_Z,GF0201,XDC,S,V,N,T1100,2019-01-01,21718.0,_Z,P,,F,2,A,6,EUR
OECD.SDD.NAD:DSD_NASEC10@DF_TABLE11(1.1),A,DEU,S13,_Z,D,OTE,_Z,GF0201,XDC,S,V,N,T1100,2019-01-01,32677.0,_Z,P,,F,2,A,6,EUR
OECD.SDD.NAD:DSD_NASEC10@DF_TABLE11(1.1),A,FRA,S13,_Z,D,OTE,_Z,GF0201,XDC,S,V,N,T1100,2019-01-01,35427.4,_Z,P,,F,2,A,6,EUR
OECD.SDD.NAD:DSD_NASEC10@DF_TABLE11(1.1),A,AUS,S13,_Z,D,OTE,_Z,GF0201,XDC,S,V,N,T1100,2020-01-01,0.0,_Z,P,,F,2,A,6,AUD
OECD.SDD.NAD:DSD_NASEC10@DF_TABLE11(1.1),A,NOR,S13,_Z,D,OTE,_Z,GF0201,XDC,S,V,N,T1100,2020-01-01,63957.0,_Z,P,,F,2,A,6,NOK
OECD.SDD.NAD:DSD_NASEC10@DF_TABLE11(1.1),A,POL,S13,_Z,D,OTE,_Z,GF0201,XDC,S,V,N,T1100,2020-01-01,39801.89,_Z,P,,F,2,A,6,PLN
OECD.SDD.NAD:DSD_NASEC10@DF_TABLE11(1.1),A,SWE,S13,_Z,D,OTE,_Z,GF0201,XDC,S,V,N,T1100,2020-01-01,57356.0,_Z,P,,F,2,A,6,SEK
OECD.SDD.NAD:DSD_NASEC10@DF_TABLE11(1.1),A,JPN,S13,_Z,D,OTE,_Z,GF0201,XDC,S,V,N,T1100,2020-01-01,4873300.0,_Z,P,,F,2,A,6,JPY
OECD.SDD.NAD:DSD_NASEC10@DF_TABLE11(1.1),A,GBR,S13,_Z,D,OTE,_Z,GF0201,XDC,S,V,N,T1100,2020-01-01,42458.0,_Z,P,,F,2,A,6,GBP
OECD.SDD.NAD:DSD_NASEC10@DF_TABLE11(1.1),A,ITA,S13,_Z,D,OTE,_Z,GF0201,XDC,S,V,N,T1100,2020-01-01,21053.0,_Z,P,,F,2,A,6,EUR
OECD.SDD.NAD:DSD_NASEC10@DF_TABLE11(1.1),A,DEU,S13,_Z,D,OTE,_Z,GF0201,XDC,S,V,N,T1100,2020-01-01,33713.0,_Z,P,,F,2,A,6,EUR
OECD.SDD.NAD:DSD_NASEC10@DF_TABLE11(1.1),A,ESP,S13,_Z,D,OTE,_Z,GF0201,XDC,S,V,N,T1100,2020-01-01,9129.0,_Z,P,,F,2,A,6,EUR
OECD.SDD.NAD:DSD_NASEC10@DF_TABLE11(1.1),A,FRA,S13,_Z,D,OTE,_Z,GF0201,XDC,S,V,N,T1100,2020-01-01,37578.2,_Z,P,,F,2,A,6,EUR
OECD.SDD.NAD:DSD_NASEC10@DF_TABLE11(1.1),A,SWE,S13,_Z,D,OTE,_Z,GF0201,XDC,S,V,N,T1100,2021-01-01,63227.0,_Z,P,,F,2,A,6,SEK
OECD.SDD.NAD:DSD_NASEC10@DF_TABLE11(1.1),A,ESP,S13,_Z,D,OTE,_Z,GF0201,XDC,S,V,N,T1100,2021-01-01,10102.0,_Z,P,,F,2,A,6,EUR
OECD.SDD.NAD:DSD_NASEC10@DF_TABLE11(1.1),A,GBR,S13,_Z,D,OTE,_Z,GF0201,XDC,S,V,N,T1100,2021-01-01,44723.0,_Z,P,,F,2,A,6,GBP
OECD.SDD.NAD:DSD_NASEC10@DF_TABLE11(1.1),A,AUS,S13,_Z,D,OTE,_Z,GF0201,XDC,S,V,N,T1100,2021-01-01,0.0,_Z,P,,F,2,A,6,AUD
OECD.SDD.NAD:DSD_NASEC10@DF_TABLE11(1.1),A,JPN,S13,_Z,D,OTE,_Z,GF0201,XDC,S,V,N,T1100,2021-01-01,5344800.0,_Z,P,,F,2,A,6,JPY
OECD.SDD.NAD:DSD_NASEC10@DF_TABLE11(1.1),A,POL,S13,_Z,D,OTE,_Z,GF0201,XDC,S,V,N,T1100,2021-01-01,40709.03,_Z,P,,F,2,A,6,PLN
OECD.SDD.NAD:DSD_NASEC10@DF_TABLE11(1.1),A,NOR,S13,_Z,D,OTE,_Z,GF0201,XDC,S,V,N,T1100,2021-01-01,66812.0,_Z,P,,F,2,A,6,NOK
OECD.SDD.NAD:DSD_NASEC10@DF_TABLE11(1.1),A,ITA,S13,_Z,D,OTE,_Z,GF0201,XDC,S,V,N,T1100,2021-01-01,23365.0,_Z,P,,F,2,A,6,EUR
OECD.SDD.NAD:DSD_NASEC10@DF_TABLE11(1.1),A,FRA,S13,_Z,D,OTE,_Z,GF0201,XDC,S,V,N,T1100,2021-01-01,37579.3,_Z,P,,F,2,A,6,EUR
OECD.SDD.NAD:DSD_NASEC10@DF_TABLE11(1.1),A,DEU,S13,_Z,D,OTE,_Z,GF0201,XDC,S,V,N,T1100,2021-01-01,36799.0,_Z,P,,F,2,A,6,EUR
OECD.SDD.NAD:DSD_NASEC10@DF_TABLE11(1.1),A,AUS,S13,_Z,D,OTE,_Z,GF0201,XDC,S,V,N,T1100,2022-01-01,0.0,_Z,P,,F,2,A,6,AUD
OECD.SDD.NAD:DSD_NASEC10@DF_TABLE11(1.1),A,SWE,S13,_Z,D,OTE,_Z,GF0201,XDC,S,V,N,T1100,2022-01-01,84903.0,_Z,P,,F,2,A,6,SEK
OECD.SDD.NAD:DSD_NASEC10@DF_TABLE11(1.1),A,JPN,S13,_Z,D,OTE,_Z,GF0201,XDC,S,V,N,T1100,2022-01-01,5015800.0,_Z,P,,F,2,A,6,JPY
OECD.SDD.NAD:DSD_NASEC10@DF_TABLE11(1.1),A,GBR,S13,_Z,D,OTE,_Z,GF0201,XDC,S,V,N,T1100,2022-01-01,49471.0,_Z,P,,F,2,A,6,GBP
OECD.SDD.NAD:DSD_NASEC10@DF_TABLE11(1.1),A,POL,S13,_Z,D,OTE,_Z,GF0201,XDC,S,V,N,T1100,2022-01-01,48661.84,_Z,P,,F,2,A,6,PLN
OECD.SDD.NAD:DSD_NASEC10@DF_TABLE11(1.1),A,NOR,S13,_Z,D,OTE,_Z,GF0201,XDC,S,V,N,T1100,2022-01-01,71012.0,_Z,P,,F,2,A,6,NOK
OECD.SDD.NAD:DSD_NASEC10@DF_TABLE11(1.1),A,DEU,S13,_Z,D,OTE,_Z,GF0201,XDC,S,V,N,T1100,2022-01-01,37776.0,_Z,P,,F,2,P,6,EUR
OECD.SDD.NAD:DSD_NASEC10@DF_TABLE11(1.1),A,ESP,S13,_Z,D,OTE,_Z,GF0201,XDC,S,V,N,T1100,2022-01-01,13375.0,_Z,P,,F,2,A,6,EUR
OECD.SDD.NAD:DSD_NASEC10@DF_TABLE11(1.1),A,ITA,S13,_Z,D,OTE,_Z,GF0201,XDC,S,V,N,T1100,2022-01-01,22219.0,_Z,P,,F,2,A,6,EUR
OECD.SDD.NAD:DSD_NASEC10@DF_TABLE11(1.1),A,FRA,S13,_Z,D,OTE,_Z,GF0201,XDC,S,V,N,T1100,2022-01-01,41845.9,_Z,P,,F,2,A,6,EUR
OECD.SDD.NAD:DSD_NASEC10@DF_TABLE11(1.1),A,AUS,S13,_Z,D,OTE,_Z,GF0201,XDC,S,V,N,T1100,2023-01-01,0.0,_Z,P,,F,2,A,6,AUD
OECD.SDD.NAD:DSD_NASEC10@DF_TABLE11(1.1),A,SWE,S13,_Z,D,OTE,_Z,GF0201,XDC,S,V,N,T1100,2023-01-01,91207.0,_Z,P,,F,2,A,6,SEK
OECD.SDD.NAD:DSD_NASEC10@DF_TABLE11(1.1),A,GBR,S13,_Z,D,OTE,_Z,GF0201,XDC,S,V,N,T1100,2023-01-01,53303.0,_Z,P,,F,2,A,6,GBP
OECD.SDD.NAD:DSD_NASEC10@DF_TABLE11(1.1),A,JPN,S13,_Z,D,OTE,_Z,GF0201,XDC,S,V,N,T1100,2023-01-01,6006900.0,_Z,P,,F,2,A,6,JPY
OECD.SDD.NAD:DSD_NASEC10@DF_TABLE11(1.1),A,POL,S13,_Z,D,OTE,_Z,GF0201,XDC,S,V,N,T1100,2023-01-01,64743.97,_Z,P,,F,2,A,6,PLN
OECD.SDD.NAD:DSD_NASEC10@DF_TABLE11(1.1),A,NOR,S13,_Z,D,OTE,_Z,GF0201,XDC,S,V,N,T1100,2023-01-01,81358.0,_Z,P,,F,2,A,6,NOK
OECD.SDD.NAD:DSD_NASEC10@DF_TABLE11(1.1),A,DEU,S13,_Z,D,OTE,_Z,GF0201,XDC,S,V,N,T1100,2023-01-01,40873.0,_Z,P,,F,2,P,6,EUR
OECD.SDD.NAD:DSD_NASEC10@DF_TABLE11(1.1),A,FRA,S13,_Z,D,OTE,_Z,GF0201,XDC,S,V,N,T1100,2023-01-01,45070.5,_Z,P,,F,2,P,6,EUR
OECD.SDD.NAD:DSD_NASEC10@DF_TABLE11(1.1),A,ESP,S13,_Z,D,OTE,_Z,GF0201,XDC,S,V,N,T1100,2023-01-01,11399.0,_Z,P,,F,2,A,6,EUR
OECD.SDD.NAD:DSD_NASEC10@DF_TABLE11(1.1),A,ITA,S13,_Z,D,OTE,_Z,GF0201,XDC,S,V,N,T1100,2023-01-01,23414.0,_Z,P,,F,2,A,6,EUR
OECD.SDD.NAD:DSD_NASEC10@DF_TABLE11(1.1),A,SWE,S13,_Z,D,OTE,_Z,GF0201,XDC,S,V,N,T1100,2024-01-01,110643.0,_Z,P,,F,2,A,6,SEK
OECD.SDD.NAD:DSD_NASEC10@DF_TABLE11(1.1),A,GBR,S13,_Z,D,OTE,_Z,GF0201,XDC,S,V,N,T1100,2024-01-01,56745.0,_Z,P,,F,2,A,6,GBP
OECD.SDD.NAD:DSD_NASEC10@DF_TABLE11(1.1),A,JPN,S13,_Z,D,OTE,_Z,GF0201,XDC,S,V,N,T1100,2024-01-01,7657900.0,_Z,P,,F,2,A,6,JPY
OECD.SDD.NAD:DSD_NASEC10@DF_TABLE11(1.1),A,NOR,S13,_Z,D,OTE,_Z,GF0201,XDC,S,V,N,T1100,2024-01-01,96679.0,_Z,P,,F,2,A,6,NOK
OECD.SDD.NAD:DSD_NASEC10@DF_TABLE11(1.1),A,DEU,S13,_Z,D,OTE,_Z,GF0201,XDC,S,V,N,T1100,2024-01-01,44898.0,_Z,P,,F,2,P,6,EUR
OECD.SDD.NAD:DSD_NASEC10@DF_TABLE11(1.1),A,FRA,S13,_Z,D,OTE,_Z,GF0201,XDC,S,V,N,T1100,2024-01-01,47701.9,_Z,P,,F,2,P,6,EUR
OECD.SDD.NAD:DSD_NASEC10@DF_TABLE11(1.1),A,ESP,S13,_Z,D,OTE,_Z,GF0201,XDC,S,V,N,T1100,2024-01-01,11317.0,_Z,P,,F,2,P,6,EUR
OECD.SDD.NAD:DSD_NASEC10@DF_TABLE11(1.1),A,ITA,S13,_Z,D,OTE,_Z,GF0201,XDC,S,V,N,T1100,2024-01-01,25940.0,_Z,P,,F,2,A,6,EUR
