DATAFLOW,LAST UPDATE,freq,unit,sex,age,nace_r2,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:LFSA_EGAN2(1.0),09/01/26 23:00:00,A,THS_PER,M,Y15-74,J,EU27_2020,2020-01-01,4684.2,,
ESTAT:LFSA_EGAN2(1.0),09/01/26 23:00:00,A,THS_PER,M,Y15-74,P,EU27_2020,2020-01-01,4095.8,,
ESTAT:LFSA_EGAN2(1.0),09/01/26 23:00:00,A,THS_PER,M,Y15-74,Q,EU27_2020,2020-01-01,4691.6,,
ESTAT:LFSA_EGAN2(1.0),09/01/26 23:00:00,A,THS_PER,F,Y15-74,C,EU27_2020,2021-01-01,9563.1,b,
ESTAT:LFSA_EGAN2(1.0),09/01/26 23:00:00,A,THS_PER,F,Y15-74,F,EU27_2020,2021-01-01,1354.5,b,
ESTAT:LFSA_EGAN2(1.0),09/01/26 23:00:00,A,THS_PER,F,Y15-74,J,EU27_2020,2021-01-01,2167.9,b,
ESTAT:LFSA_EGAN2(1.0),09/01/26 23:00:00,A,THS_PER,F,Y15-74,P,EU27_2020,2021-01-01,10635.2,b,
ESTAT:LFSA_EGAN2(1.0),09/01/26 23:00:00,A,THS_PER,F,Y15-74,Q,EU27_2020,2021-01-01,17017.7,b,
ESTAT:LFSA_EGAN2(1.0),09/01/26 23:00:00,A,THS_PER,M,Y15-74,C,EU27_2020,2021-01-01,22193.4,b,
ESTAT:LFSA_EGAN2(1.0),09/01/26 23:00:00,A,THS_PER,M,Y15-74,F,EU27_2020,2021-01-01,11776.4,b,
ESTAT:LFSA_EGAN2(1.0),09/01/26 23:00:00,A,THS_PER,M,Y15-74,J,EU27_2020,2021-01-01,4957.2,b,
ESTAT:LFSA_EGAN2(1.0),09/01/26 23:00:00,A,THS_PER,M,Y15-74,P,EU27_2020,2021-01-01,4118.1,b,
ESTAT:LFSA_EGAN2(1.0),09/01/26 23:00:00,A,THS_PER,M,Y15-74,Q,EU27_2020,2021-01-01,4800.2,b,
ESTAT:LFSA_EGAN2(1.0),09/01/26 23:00:00,A,THS_PER,F,Y15-74,C,EU27_2020,2022-01-01,9782.7,,
ESTAT:LFSA_EGAN2(1.0),09/01/26 23:00:00,A,THS_PER,F,Y15-74,F,EU27_2020,2022-01-01,1414.6,,
ESTAT:LFSA_EGAN2(1.0),09/01/26 23:00:00,A,THS_PER,F,Y15-74,J,EU27_2020,2022-01-01,2268.3,,
ESTAT:LFSA_EGAN2(1.0),09/01/26 23:00:00,A,THS_PER,F,Y15-74,P,EU27_2020,2022-01-01,10822.2,,
ESTAT:LFSA_EGAN2(1.0),09/01/26 23:00:00,A,THS_PER,F,Y15-74,Q,EU27_2020,2022-01-01,17423.2,,
ESTAT:LFSA_EGAN2(1.0),09/01/26 23:00:00,A,THS_PER,M,Y15-74,C,EU27_2020,2022-01-01,22207.4,,
ESTAT:LFSA_EGAN2(1.0),09/01/26 23:00:00,A,THS_PER,M,Y15-74,F,EU27_2020,2022-01-01,12253.2,,
ESTAT:LFSA_EGAN2(1.0),09/01/26 23:00:00,A,THS_PER,M,Y15-74,J,EU27_2020,2022-01-01,5210.5,,
