DATAFLOW,LAST UPDATE,freq,stk_flow,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:NRG_STK_OEM(1.0),20/04/26 23:00:00,M,STK_EUE_DIR,NR,PT,2015-10-01,92.0,,
ESTAT:NRG_STK_OEM(1.0),20/04/26 23:00:00,M,STK_EUE_DIR,NR,RO,2015-10-01,59.0,,
ESTAT:NRG_STK_OEM(1.0),20/04/26 23:00:00,M,STK_EUE_DIR,NR,SE,2015-10-01,94.0,p,
ESTAT:NRG_STK_OEM(1.0),20/04/26 23:00:00,M,STK_EUE_DIR,NR,SI,2015-10-01,93.0,,
ESTAT:NRG_STK_OEM(1.0),20/04/26 23:00:00,M,STK_EUE_DIR,NR,SK,2015-10-01,97.0,,
ESTAT:NRG_STK_OEM(1.0),20/04/26 23:00:00,M,STK_EUE_DIR,NR,UK,2015-10-01,61.0,,
ESTAT:NRG_STK_OEM(1.0),20/04/26 23:00:00,M,STK_EUE_DIR,NR,AT,2015-11-01,113.0,,
ESTAT:NRG_STK_OEM(1.0),20/04/26 23:00:00,M,STK_EUE_DIR,NR,BE,2015-11-01,109.0,,
ESTAT:NRG_STK_OEM(1.0),20/04/26 23:00:00,M,STK_EUE_DIR,NR,BG,2015-11-01,75.0,,
ESTAT:NRG_STK_OEM(1.0),20/04/26 23:00:00,M,STK_EUE_DIR,NR,CY,2015-11-01,85.0,,
ESTAT:NRG_STK_OEM(1.0),20/04/26 23:00:00,M,STK_EUE_DIR,NR,CZ,2015-11-01,98.0,,
ESTAT:NRG_STK_OEM(1.0),20/04/26 23:00:00,M,STK_EUE_DIR,NR,DE,2015-11-01,108.0,,
ESTAT:NRG_STK_OEM(1.0),20/04/26 23:00:00,M,STK_EUE_DIR,NR,DK,2015-11-01,74.0,,
ESTAT:NRG_STK_OEM(1.0),20/04/26 23:00:00,M,STK_EUE_DIR,NR,EE,2015-11-01,72.0,,
ESTAT:NRG_STK_OEM(1.0),20/04/26 23:00:00,M,STK_EUE_DIR,NR,EL,2015-11-01,126.0,,
ESTAT:NRG_STK_OEM(1.0),20/04/26 23:00:00,M,STK_EUE_DIR,NR,ES,2015-11-01,122.0,,
ESTAT:NRG_STK_OEM(1.0),20/04/26 23:00:00,M,STK_EUE_DIR,NR,FI,2015-11-01,159.0,,
ESTAT:NRG_STK_OEM(1.0),20/04/26 23:00:00,M,STK_EUE_DIR,NR,FR,2015-11-01,96.0,,
ESTAT:NRG_STK_OEM(1.0),20/04/26 23:00:00,M,STK_EUE_DIR,NR,HR,2015-11-01,95.0,,
ESTAT:NRG_STK_OEM(1.0),20/04/26 23:00:00,M,STK_EUE_DIR,NR,HU,2015-11-01,95.0,,
ESTAT:NRG_STK_OEM(1.0),20/04/26 23:00:00,M,STK_EUE_DIR,NR,IE,2015-11-01,101.0,,
ESTAT:NRG_STK_OEM(1.0),20/04/26 23:00:00,M,STK_EUE_DIR,NR,IT,2015-11-01,90.0,,
ESTAT:NRG_STK_OEM(1.0),20/04/26 23:00:00,M,STK_EUE_DIR,NR,LT,2015-11-01,92.0,,
ESTAT:NRG_STK_OEM(1.0),20/04/26 23:00:00,M,STK_EUE_DIR,NR,LU,2015-11-01,93.0,,
ESTAT:NRG_STK_OEM(1.0),20/04/26 23:00:00,M,STK_EUE_DIR,NR,LV,2015-11-01,91.0,,
ESTAT:NRG_STK_OEM(1.0),20/04/26 23:00:00,M,STK_EUE_DIR,NR,MT,2015-11-01,90.0,,
ESTAT:NRG_STK_OEM(1.0),20/04/26 23:00:00,M,STK_EUE_DIR,NR,NL,2015-11-01,108.0,p,
ESTAT:NRG_STK_OEM(1.0),20/04/26 23:00:00,M,STK_EUE_DIR,NR,PL,2015-11-01,96.0,,
ESTAT:NRG_STK_OEM(1.0),20/04/26 23:00:00,M,STK_EUE_DIR,NR,PT,2015-11-01,98.0,,
ESTAT:NRG_STK_OEM(1.0),20/04/26 23:00:00,M,STK_EUE_DIR,NR,RO,2015-11-01,59.0,,
ESTAT:NRG_STK_OEM(1.0),20/04/26 23:00:00,M,STK_EUE_DIR,NR,SE,2015-11-01,93.0,,
ESTAT:NRG_STK_OEM(1.0),20/04/26 23:00:00,M,STK_EUE_DIR,NR,SI,2015-11-01,92.0,,
ESTAT:NRG_STK_OEM(1.0),20/04/26 23:00:00,M,STK_EUE_DIR,NR,SK,2015-11-01,97.0,,
ESTAT:NRG_STK_OEM(1.0),20/04/26 23:00:00,M,STK_EUE_DIR,NR,UK,2015-11-01,61.0,,
ESTAT:NRG_STK_OEM(1.0),20/04/26 23:00:00,M,STK_EUE_DIR,NR,AT,2015-12-01,115.0,,
ESTAT:NRG_STK_OEM(1.0),20/04/26 23:00:00,M,STK_EUE_DIR,NR,BE,2015-12-01,109.0,,
ESTAT:NRG_STK_OEM(1.0),20/04/26 23:00:00,M,STK_EUE_DIR,NR,BG,2015-12-01,76.0,,
ESTAT:NRG_STK_OEM(1.0),20/04/26 23:00:00,M,STK_EUE_DIR,NR,CY,2015-12-01,88.0,,
ESTAT:NRG_STK_OEM(1.0),20/04/26 23:00:00,M,STK_EUE_DIR,NR,CZ,2015-12-01,100.0,,
ESTAT:NRG_STK_OEM(1.0),20/04/26 23:00:00,M,STK_EUE_DIR,NR,DE,2015-12-01,109.0,,
ESTAT:NRG_STK_OEM(1.0),20/04/26 23:00:00,M,STK_EUE_DIR,NR,DK,2015-12-01,73.0,,
ESTAT:NRG_STK_OEM(1.0),20/04/26 23:00:00,M,STK_EUE_DIR,NR,EE,2015-12-01,72.0,,
ESTAT:NRG_STK_OEM(1.0),20/04/26 23:00:00,M,STK_EUE_DIR,NR,EL,2015-12-01,119.0,,
ESTAT:NRG_STK_OEM(1.0),20/04/26 23:00:00,M,STK_EUE_DIR,NR,ES,2015-12-01,118.0,,
ESTAT:NRG_STK_OEM(1.0),20/04/26 23:00:00,M,STK_EUE_DIR,NR,FI,2015-12-01,174.0,,
ESTAT:NRG_STK_OEM(1.0),20/04/26 23:00:00,M,STK_EUE_DIR,NR,FR,2015-12-01,96.0,,
ESTAT:NRG_STK_OEM(1.0),20/04/26 23:00:00,M,STK_EUE_DIR,NR,HR,2015-12-01,95.0,,
ESTAT:NRG_STK_OEM(1.0),20/04/26 23:00:00,M,STK_EUE_DIR,NR,HU,2015-12-01,95.0,p,
ESTAT:NRG_STK_OEM(1.0),20/04/26 23:00:00,M,STK_EUE_DIR,NR,IE,2015-12-01,104.0,,
ESTAT:NRG_STK_OEM(1.0),20/04/26 23:00:00,M,STK_EUE_DIR,NR,IT,2015-12-01,91.0,,
ESTAT:NRG_STK_OEM(1.0),20/04/26 23:00:00,M,STK_EUE_DIR,NR,LT,2015-12-01,92.0,,
ESTAT:NRG_STK_OEM(1.0),20/04/26 23:00:00,M,STK_EUE_DIR,NR,LU,2015-12-01,93.0,,
ESTAT:NRG_STK_OEM(1.0),20/04/26 23:00:00,M,STK_EUE_DIR,NR,LV,2015-12-01,91.0,,
ESTAT:NRG_STK_OEM(1.0),20/04/26 23:00:00,M,STK_EUE_DIR,NR,MT,2015-12-01,90.0,,
ESTAT:NRG_STK_OEM(1.0),20/04/26 23:00:00,M,STK_EUE_DIR,NR,NL,2015-12-01,100.0,p,
ESTAT:NRG_STK_OEM(1.0),20/04/26 23:00:00,M,STK_EUE_DIR,NR,PL,2015-12-01,101.0,,
ESTAT:NRG_STK_OEM(1.0),20/04/26 23:00:00,M,STK_EUE_DIR,NR,PT,2015-12-01,96.0,,
ESTAT:NRG_STK_OEM(1.0),20/04/26 23:00:00,M,STK_EUE_DIR,NR,RO,2015-12-01,61.0,,
ESTAT:NRG_STK_OEM(1.0),20/04/26 23:00:00,M,STK_EUE_DIR,NR,SE,2015-12-01,95.0,,
ESTAT:NRG_STK_OEM(1.0),20/04/26 23:00:00,M,STK_EUE_DIR,NR,SI,2015-12-01,92.0,,
ESTAT:NRG_STK_OEM(1.0),20/04/26 23:00:00,M,STK_EUE_DIR,NR,SK,2015-12-01,97.0,,
ESTAT:NRG_STK_OEM(1.0),20/04/26 23:00:00,M,STK_EUE_DIR,NR,UK,2015-12-01,61.0,,
ESTAT:NRG_STK_OEM(1.0),20/04/26 23:00:00,M,STK_EUE_DIR,NR,AT,2016-01-01,127.0,,
ESTAT:NRG_STK_OEM(1.0),20/04/26 23:00:00,M,STK_EUE_DIR,NR,BE,2016-01-01,109.0,,
ESTAT:NRG_STK_OEM(1.0),20/04/26 23:00:00,M,STK_EUE_DIR,NR,BG,2016-01-01,76.0,,
ESTAT:NRG_STK_OEM(1.0),20/04/26 23:00:00,M,STK_EUE_DIR,NR,CY,2016-01-01,96.0,,
ESTAT:NRG_STK_OEM(1.0),20/04/26 23:00:00,M,STK_EUE_DIR,NR,CZ,2016-01-01,100.0,,
ESTAT:NRG_STK_OEM(1.0),20/04/26 23:00:00,M,STK_EUE_DIR,NR,DE,2016-01-01,109.0,,
ESTAT:NRG_STK_OEM(1.0),20/04/26 23:00:00,M,STK_EUE_DIR,NR,DK,2016-01-01,76.0,p,
ESTAT:NRG_STK_OEM(1.0),20/04/26 23:00:00,M,STK_EUE_DIR,NR,EE,2016-01-01,72.0,,
ESTAT:NRG_STK_OEM(1.0),20/04/26 23:00:00,M,STK_EUE_DIR,NR,EL,2016-01-01,119.0,,
ESTAT:NRG_STK_OEM(1.0),20/04/26 23:00:00,M,STK_EUE_DIR,NR,ES,2016-01-01,123.0,,
ESTAT:NRG_STK_OEM(1.0),20/04/26 23:00:00,M,STK_EUE_DIR,NR,FI,2016-01-01,171.0,,
ESTAT:NRG_STK_OEM(1.0),20/04/26 23:00:00,M,STK_EUE_DIR,NR,FR,2016-01-01,96.0,,
ESTAT:NRG_STK_OEM(1.0),20/04/26 23:00:00,M,STK_EUE_DIR,NR,HR,2016-01-01,90.0,,
ESTAT:NRG_STK_OEM(1.0),20/04/26 23:00:00,M,STK_EUE_DIR,NR,HU,2016-01-01,95.0,,
ESTAT:NRG_STK_OEM(1.0),20/04/26 23:00:00,M,STK_EUE_DIR,NR,IE,2016-01-01,99.0,,
ESTAT:NRG_STK_OEM(1.0),20/04/26 23:00:00,M,STK_EUE_DIR,NR,IT,2016-01-01,91.0,,
ESTAT:NRG_STK_OEM(1.0),20/04/26 23:00:00,M,STK_EUE_DIR,NR,LT,2016-01-01,92.0,,
ESTAT:NRG_STK_OEM(1.0),20/04/26 23:00:00,M,STK_EUE_DIR,NR,LU,2016-01-01,92.0,,
ESTAT:NRG_STK_OEM(1.0),20/04/26 23:00:00,M,STK_EUE_DIR,NR,LV,2016-01-01,91.0,,
ESTAT:NRG_STK_OEM(1.0),20/04/26 23:00:00,M,STK_EUE_DIR,NR,MT,2016-01-01,90.0,,
ESTAT:NRG_STK_OEM(1.0),20/04/26 23:00:00,M,STK_EUE_DIR,NR,NL,2016-01-01,103.0,p,
ESTAT:NRG_STK_OEM(1.0),20/04/26 23:00:00,M,STK_EUE_DIR,NR,PL,2016-01-01,97.0,,
ESTAT:NRG_STK_OEM(1.0),20/04/26 23:00:00,M,STK_EUE_DIR,NR,PT,2016-01-01,92.0,,
ESTAT:NRG_STK_OEM(1.0),20/04/26 23:00:00,M,STK_EUE_DIR,NR,RO,2016-01-01,59.0,,
ESTAT:NRG_STK_OEM(1.0),20/04/26 23:00:00,M,STK_EUE_DIR,NR,SE,2016-01-01,101.0,p,
ESTAT:NRG_STK_OEM(1.0),20/04/26 23:00:00,M,STK_EUE_DIR,NR,SI,2016-01-01,95.0,,
ESTAT:NRG_STK_OEM(1.0),20/04/26 23:00:00,M,STK_EUE_DIR,NR,SK,2016-01-01,97.0,,
ESTAT:NRG_STK_OEM(1.0),20/04/26 23:00:00,M,STK_EUE_DIR,NR,UK,2016-01-01,59.0,,
ESTAT:NRG_STK_OEM(1.0),20/04/26 23:00:00,M,STK_EUE_DIR,NR,AT,2016-02-01,121.0,,
ESTAT:NRG_STK_OEM(1.0),20/04/26 23:00:00,M,STK_EUE_DIR,NR,BE,2016-02-01,109.0,,
ESTAT:NRG_STK_OEM(1.0),20/04/26 23:00:00,M,STK_EUE_DIR,NR,BG,2016-02-01,75.0,,
ESTAT:NRG_STK_OEM(1.0),20/04/26 23:00:00,M,STK_EUE_DIR,NR,CY,2016-02-01,97.0,,
ESTAT:NRG_STK_OEM(1.0),20/04/26 23:00:00,M,STK_EUE_DIR,NR,CZ,2016-02-01,100.0,,
ESTAT:NRG_STK_OEM(1.0),20/04/26 23:00:00,M,STK_EUE_DIR,NR,DE,2016-02-01,109.0,,
ESTAT:NRG_STK_OEM(1.0),20/04/26 23:00:00,M,STK_EUE_DIR,NR,DK,2016-02-01,75.0,p,
ESTAT:NRG_STK_OEM(1.0),20/04/26 23:00:00,M,STK_EUE_DIR,NR,EE,2016-02-01,72.0,,
ESTAT:NRG_STK_OEM(1.0),20/04/26 23:00:00,M,STK_EUE_DIR,NR,EL,2016-02-01,132.0,,
ESTAT:NRG_STK_OEM(1.0),20/04/26 23:00:00,M,STK_EUE_DIR,NR,ES,2016-02-01,125.0,,
ESTAT:NRG_STK_OEM(1.0),20/04/26 23:00:00,M,STK_EUE_DIR,NR,FI,2016-02-01,170.0,,
ESTAT:NRG_STK_OEM(1.0),20/04/26 23:00:00,M,STK_EUE_DIR,NR,FR,2016-02-01,96.0,,
ESTAT:NRG_STK_OEM(1.0),20/04/26 23:00:00,M,STK_EUE_DIR,NR,HR,2016-02-01,90.0,,
ESTAT:NRG_STK_OEM(1.0),20/04/26 23:00:00,M,STK_EUE_DIR,NR,HU,2016-02-01,95.0,,
ESTAT:NRG_STK_OEM(1.0),20/04/26 23:00:00,M,STK_EUE_DIR,NR,IE,2016-02-01,98.0,,
ESTAT:NRG_STK_OEM(1.0),20/04/26 23:00:00,M,STK_EUE_DIR,NR,IT,2016-02-01,91.0,,
ESTAT:NRG_STK_OEM(1.0),20/04/26 23:00:00,M,STK_EUE_DIR,NR,LT,2016-02-01,92.0,,
ESTAT:NRG_STK_OEM(1.0),20/04/26 23:00:00,M,STK_EUE_DIR,NR,LU,2016-02-01,92.0,,
ESTAT:NRG_STK_OEM(1.0),20/04/26 23:00:00,M,STK_EUE_DIR,NR,LV,2016-02-01,91.0,,
ESTAT:NRG_STK_OEM(1.0),20/04/26 23:00:00,M,STK_EUE_DIR,NR,MT,2016-02-01,90.0,,
ESTAT:NRG_STK_OEM(1.0),20/04/26 23:00:00,M,STK_EUE_DIR,NR,NL,2016-02-01,106.0,p,
ESTAT:NRG_STK_OEM(1.0),20/04/26 23:00:00,M,STK_EUE_DIR,NR,PL,2016-02-01,100.0,,
ESTAT:NRG_STK_OEM(1.0),20/04/26 23:00:00,M,STK_EUE_DIR,NR,PT,2016-02-01,90.0,,
ESTAT:NRG_STK_OEM(1.0),20/04/26 23:00:00,M,STK_EUE_DIR,NR,RO,2016-02-01,60.0,,
ESTAT:NRG_STK_OEM(1.0),20/04/26 23:00:00,M,STK_EUE_DIR,NR,SE,2016-02-01,98.0,,
ESTAT:NRG_STK_OEM(1.0),20/04/26 23:00:00,M,STK_EUE_DIR,NR,SI,2016-02-01,99.0,,
ESTAT:NRG_STK_OEM(1.0),20/04/26 23:00:00,M,STK_EUE_DIR,NR,SK,2016-02-01,97.0,,
ESTAT:NRG_STK_OEM(1.0),20/04/26 23:00:00,M,STK_EUE_DIR,NR,UK,2016-02-01,60.0,,
ESTAT:NRG_STK_OEM(1.0),20/04/26 23:00:00,M,STK_EUE_DIR,NR,AT,2016-03-01,118.0,,
ESTAT:NRG_STK_OEM(1.0),20/04/26 23:00:00,M,STK_EUE_DIR,NR,BE,2016-03-01,109.0,,
ESTAT:NRG_STK_OEM(1.0),20/04/26 23:00:00,M,STK_EUE_DIR,NR,BG,2016-03-01,75.0,,
ESTAT:NRG_STK_OEM(1.0),20/04/26 23:00:00,M,STK_EUE_DIR,NR,CY,2016-03-01,94.0,,
ESTAT:NRG_STK_OEM(1.0),20/04/26 23:00:00,M,STK_EUE_DIR,NR,CZ,2016-03-01,100.0,,
ESTAT:NRG_STK_OEM(1.0),20/04/26 23:00:00,M,STK_EUE_DIR,NR,DE,2016-03-01,109.0,,
ESTAT:NRG_STK_OEM(1.0),20/04/26 23:00:00,M,STK_EUE_DIR,NR,DK,2016-03-01,76.0,,
ESTAT:NRG_STK_OEM(1.0),20/04/26 23:00:00,M,STK_EUE_DIR,NR,EE,2016-03-01,72.0,,
ESTAT:NRG_STK_OEM(1.0),20/04/26 23:00:00,M,STK_EUE_DIR,NR,EL,2016-03-01,129.0,,
ESTAT:NRG_STK_OEM(1.0),20/04/26 23:00:00,M,STK_EUE_DIR,NR,ES,2016-03-01,126.0,,
ESTAT:NRG_STK_OEM(1.0),20/04/26 23:00:00,M,STK_EUE_DIR,NR,FI,2016-03-01,164.0,,
ESTAT:NRG_STK_OEM(1.0),20/04/26 23:00:00,M,STK_EUE_DIR,NR,FR,2016-03-01,96.0,,
ESTAT:NRG_STK_OEM(1.0),20/04/26 23:00:00,M,STK_EUE_DIR,NR,HR,2016-03-01,90.0,,
ESTAT:NRG_STK_OEM(1.0),20/04/26 23:00:00,M,STK_EUE_DIR,NR,HU,2016-03-01,98.0,,
ESTAT:NRG_STK_OEM(1.0),20/04/26 23:00:00,M,STK_EUE_DIR,NR,IE,2016-03-01,98.0,,
ESTAT:NRG_STK_OEM(1.0),20/04/26 23:00:00,M,STK_EUE_DIR,NR,IT,2016-03-01,91.0,,
ESTAT:NRG_STK_OEM(1.0),20/04/26 23:00:00,M,STK_EUE_DIR,NR,LT,2016-03-01,93.0,,
ESTAT:NRG_STK_OEM(1.0),20/04/26 23:00:00,M,STK_EUE_DIR,NR,LU,2016-03-01,92.0,,
ESTAT:NRG_STK_OEM(1.0),20/04/26 23:00:00,M,STK_EUE_DIR,NR,LV,2016-03-01,91.0,,
ESTAT:NRG_STK_OEM(1.0),20/04/26 23:00:00,M,STK_EUE_DIR,NR,MT,2016-03-01,90.0,,
ESTAT:NRG_STK_OEM(1.0),20/04/26 23:00:00,M,STK_EUE_DIR,NR,NL,2016-03-01,104.0,p,
ESTAT:NRG_STK_OEM(1.0),20/04/26 23:00:00,M,STK_EUE_DIR,NR,PL,2016-03-01,103.0,,
ESTAT:NRG_STK_OEM(1.0),20/04/26 23:00:00,M,STK_EUE_DIR,NR,PT,2016-03-01,93.0,,
ESTAT:NRG_STK_OEM(1.0),20/04/26 23:00:00,M,STK_EUE_DIR,NR,RO,2016-03-01,60.0,,
ESTAT:NRG_STK_OEM(1.0),20/04/26 23:00:00,M,STK_EUE_DIR,NR,SE,2016-03-01,100.0,,
ESTAT:NRG_STK_OEM(1.0),20/04/26 23:00:00,M,STK_EUE_DIR,NR,SI,2016-03-01,99.0,,
ESTAT:NRG_STK_OEM(1.0),20/04/26 23:00:00,M,STK_EUE_DIR,NR,SK,2016-03-01,97.0,,
ESTAT:NRG_STK_OEM(1.0),20/04/26 23:00:00,M,STK_EUE_DIR,NR,UK,2016-03-01,61.0,,
ESTAT:NRG_STK_OEM(1.0),20/04/26 23:00:00,M,STK_EUE_DIR,NR,AT,2016-04-01,107.0,,
ESTAT:NRG_STK_OEM(1.0),20/04/26 23:00:00,M,STK_EUE_DIR,NR,BE,2016-04-01,83.0,,
ESTAT:NRG_STK_OEM(1.0),20/04/26 23:00:00,M,STK_EUE_DIR,NR,BG,2016-04-01,79.0,,
ESTAT:NRG_STK_OEM(1.0),20/04/26 23:00:00,M,STK_EUE_DIR,NR,CY,2016-04-01,94.0,,
ESTAT:NRG_STK_OEM(1.0),20/04/26 23:00:00,M,STK_EUE_DIR,NR,CZ,2016-04-01,91.0,,
ESTAT:NRG_STK_OEM(1.0),20/04/26 23:00:00,M,STK_EUE_DIR,NR,DE,2016-04-01,107.0,,
ESTAT:NRG_STK_OEM(1.0),20/04/26 23:00:00,M,STK_EUE_DIR,NR,DK,2016-04-01,73.0,,
ESTAT:NRG_STK_OEM(1.0),20/04/26 23:00:00,M,STK_EUE_DIR,NR,EE,2016-04-01,72.0,,
ESTAT:NRG_STK_OEM(1.0),20/04/26 23:00:00,M,STK_EUE_DIR,NR,EL,2016-04-01,122.0,,
ESTAT:NRG_STK_OEM(1.0),20/04/26 23:00:00,M,STK_EUE_DIR,NR,ES,2016-04-01,124.0,,
ESTAT:NRG_STK_OEM(1.0),20/04/26 23:00:00,M,STK_EUE_DIR,NR,FI,2016-04-01,180.0,,
ESTAT:NRG_STK_OEM(1.0),20/04/26 23:00:00,M,STK_EUE_DIR,NR,FR,2016-04-01,98.0,,
ESTAT:NRG_STK_OEM(1.0),20/04/26 23:00:00,M,STK_EUE_DIR,NR,HR,2016-04-01,90.0,,
ESTAT:NRG_STK_OEM(1.0),20/04/26 23:00:00,M,STK_EUE_DIR,NR,HU,2016-04-01,102.0,,
ESTAT:NRG_STK_OEM(1.0),20/04/26 23:00:00,M,STK_EUE_DIR,NR,IE,2016-04-01,97.0,,
ESTAT:NRG_STK_OEM(1.0),20/04/26 23:00:00,M,STK_EUE_DIR,NR,IT,2016-04-01,91.0,,
ESTAT:NRG_STK_OEM(1.0),20/04/26 23:00:00,M,STK_EUE_DIR,NR,LT,2016-04-01,97.0,,
ESTAT:NRG_STK_OEM(1.0),20/04/26 23:00:00,M,STK_EUE_DIR,NR,LU,2016-04-01,94.0,,
ESTAT:NRG_STK_OEM(1.0),20/04/26 23:00:00,M,STK_EUE_DIR,NR,LV,2016-04-01,93.0,,
ESTAT:NRG_STK_OEM(1.0),20/04/26 23:00:00,M,STK_EUE_DIR,NR,MT,2016-04-01,90.0,,
ESTAT:NRG_STK_OEM(1.0),20/04/26 23:00:00,M,STK_EUE_DIR,NR,NL,2016-04-01,107.0,p,
ESTAT:NRG_STK_OEM(1.0),20/04/26 23:00:00,M,STK_EUE_DIR,NR,PL,2016-04-01,94.0,,
ESTAT:NRG_STK_OEM(1.0),20/04/26 23:00:00,M,STK_EUE_DIR,NR,PT,2016-04-01,95.0,p,
ESTAT:NRG_STK_OEM(1.0),20/04/26 23:00:00,M,STK_EUE_DIR,NR,RO,2016-04-01,59.0,,
ESTAT:NRG_STK_OEM(1.0),20/04/26 23:00:00,M,STK_EUE_DIR,NR,SE,2016-04-01,111.0,,
ESTAT:NRG_STK_OEM(1.0),20/04/26 23:00:00,M,STK_EUE_DIR,NR,SI,2016-04-01,97.0,,
ESTAT:NRG_STK_OEM(1.0),20/04/26 23:00:00,M,STK_EUE_DIR,NR,SK,2016-04-01,95.0,,
ESTAT:NRG_STK_OEM(1.0),20/04/26 23:00:00,M,STK_EUE_DIR,NR,UK,2016-04-01,61.0,,
ESTAT:NRG_STK_OEM(1.0),20/04/26 23:00:00,M,STK_EUE_DIR,NR,AT,2016-05-01,106.0,,
ESTAT:NRG_STK_OEM(1.0),20/04/26 23:00:00,M,STK_EUE_DIR,NR,BE,2016-05-01,83.0,,
ESTAT:NRG_STK_OEM(1.0),20/04/26 23:00:00,M,STK_EUE_DIR,NR,BG,2016-05-01,80.0,,
ESTAT:NRG_STK_OEM(1.0),20/04/26 23:00:00,M,STK_EUE_DIR,NR,CY,2016-05-01,107.0,,
ESTAT:NRG_STK_OEM(1.0),20/04/26 23:00:00,M,STK_EUE_DIR,NR,CZ,2016-05-01,91.0,,
ESTAT:NRG_STK_OEM(1.0),20/04/26 23:00:00,M,STK_EUE_DIR,NR,DE,2016-05-01,107.0,,
ESTAT:NRG_STK_OEM(1.0),20/04/26 23:00:00,M,STK_EUE_DIR,NR,DK,2016-05-01,73.0,p,
ESTAT:NRG_STK_OEM(1.0),20/04/26 23:00:00,M,STK_EUE_DIR,NR,EE,2016-05-01,72.0,,
ESTAT:NRG_STK_OEM(1.0),20/04/26 23:00:00,M,STK_EUE_DIR,NR,EL,2016-05-01,123.0,,
ESTAT:NRG_STK_OEM(1.0),20/04/26 23:00:00,M,STK_EUE_DIR,NR,ES,2016-05-01,121.0,,
ESTAT:NRG_STK_OEM(1.0),20/04/26 23:00:00,M,STK_EUE_DIR,NR,FI,2016-05-01,174.0,,
ESTAT:NRG_STK_OEM(1.0),20/04/26 23:00:00,M,STK_EUE_DIR,NR,FR,2016-05-01,94.0,,
ESTAT:NRG_STK_OEM(1.0),20/04/26 23:00:00,M,STK_EUE_DIR,NR,HR,2016-05-01,90.0,,
ESTAT:NRG_STK_OEM(1.0),20/04/26 23:00:00,M,STK_EUE_DIR,NR,HU,2016-05-01,102.0,,
ESTAT:NRG_STK_OEM(1.0),20/04/26 23:00:00,M,STK_EUE_DIR,NR,IE,2016-05-01,97.0,,
ESTAT:NRG_STK_OEM(1.0),20/04/26 23:00:00,M,STK_EUE_DIR,NR,IT,2016-05-01,91.0,,
ESTAT:NRG_STK_OEM(1.0),20/04/26 23:00:00,M,STK_EUE_DIR,NR,LT,2016-05-01,97.0,,
ESTAT:NRG_STK_OEM(1.0),20/04/26 23:00:00,M,STK_EUE_DIR,NR,LU,2016-05-01,94.0,,
ESTAT:NRG_STK_OEM(1.0),20/04/26 23:00:00,M,STK_EUE_DIR,NR,LV,2016-05-01,93.0,,
ESTAT:NRG_STK_OEM(1.0),20/04/26 23:00:00,M,STK_EUE_DIR,NR,MT,2016-05-01,90.0,,
ESTAT:NRG_STK_OEM(1.0),20/04/26 23:00:00,M,STK_EUE_DIR,NR,NL,2016-05-01,108.0,p,
ESTAT:NRG_STK_OEM(1.0),20/04/26 23:00:00,M,STK_EUE_DIR,NR,PL,2016-05-01,93.0,,
ESTAT:NRG_STK_OEM(1.0),20/04/26 23:00:00,M,STK_EUE_DIR,NR,PT,2016-05-01,95.0,,
ESTAT:NRG_STK_OEM(1.0),20/04/26 23:00:00,M,STK_EUE_DIR,NR,RO,2016-05-01,59.0,,
ESTAT:NRG_STK_OEM(1.0),20/04/26 23:00:00,M,STK_EUE_DIR,NR,SE,2016-05-01,113.0,p,
ESTAT:NRG_STK_OEM(1.0),20/04/26 23:00:00,M,STK_EUE_DIR,NR,SI,2016-05-01,97.0,,
ESTAT:NRG_STK_OEM(1.0),20/04/26 23:00:00,M,STK_EUE_DIR,NR,SK,2016-05-01,95.0,,
ESTAT:NRG_STK_OEM(1.0),20/04/26 23:00:00,M,STK_EUE_DIR,NR,UK,2016-05-01,62.0,,
ESTAT:NRG_STK_OEM(1.0),20/04/26 23:00:00,M,STK_EUE_DIR,NR,AT,2016-06-01,107.0,,
ESTAT:NRG_STK_OEM(1.0),20/04/26 23:00:00,M,STK_EUE_DIR,NR,BE,2016-06-01,83.0,,
ESTAT:NRG_STK_OEM(1.0),20/04/26 23:00:00,M,STK_EUE_DIR,NR,BG,2016-06-01,82.0,,
ESTAT:NRG_STK_OEM(1.0),20/04/26 23:00:00,M,STK_EUE_DIR,NR,CY,2016-06-01,107.0,,
ESTAT:NRG_STK_OEM(1.0),20/04/26 23:00:00,M,STK_EUE_DIR,NR,CZ,2016-06-01,92.0,,
ESTAT:NRG_STK_OEM(1.0),20/04/26 23:00:00,M,STK_EUE_DIR,NR,DE,2016-06-01,106.0,,
ESTAT:NRG_STK_OEM(1.0),20/04/26 23:00:00,M,STK_EUE_DIR,NR,DK,2016-06-01,73.0,,
ESTAT:NRG_STK_OEM(1.0),20/04/26 23:00:00,M,STK_EUE_DIR,NR,EE,2016-06-01,72.0,,
ESTAT:NRG_STK_OEM(1.0),20/04/26 23:00:00,M,STK_EUE_DIR,NR,EL,2016-06-01,127.0,,
ESTAT:NRG_STK_OEM(1.0),20/04/26 23:00:00,M,STK_EUE_DIR,NR,ES,2016-06-01,115.0,,
ESTAT:NRG_STK_OEM(1.0),20/04/26 23:00:00,M,STK_EUE_DIR,NR,FI,2016-06-01,179.0,,
