id,name
J613,Satellite telecommunications activities
J6130,Satellite telecommunications activities
J619,Other telecommunications activities
J6190,Other telecommunications activities
J62_63,"Computer programming, consultancy, and information service activities"
J62,"Computer programming, consultancy and related activities"
J620,"Computer programming, consultancy and related activities"
J6201,Computer programming activities
J6202,Computer consultancy and computer facilities management activities
J6209,Other information technology and computer service activities
J63,Information service activities
J631,"Data processing, hosting and related activities; web portals"
J6311,"Data processing, hosting and related activities"
J6312,Web portals
J639,Other information service activities
J6391,News agency activities
J6399,Other information service activities n.e.c.
J_X,Information and communication - Non specified
K_L,"Financial and insurance, and real estate activities"
KTL,"Financial, insurance and real estate activities [Deprecated]"
KTN,"Financial, real estate, professional and administrative support service activities"
K,Financial and insurance activities
K64,"Financial service activities, except insurance and pension funding"
K641,Monetary intermediation
K6411,Central banking
K6419,Other monetary intermediation
K642,Activities of holding companies
K6420,Activities of holding companies
K643_663,"Trusts, funds and fund management activities"
K643T649_661_663,"Other financial service activities, except insurance and pension funding activities"
K643,"Trusts, funds and similar financial entities"
K6430,"Trusts, funds and similar financial entities"
K649,"Other financial service activities, except insurance and pension funding activities"
K6491,Financial leasing
K6492,Other credit granting
K6499,"Other financial service activities, except insurance and pension funding activities, n.e.c."
K64X642,"Financial service activities, except insurance, pension funding, activities of holding companies"
K65_662,"Insurance, reinsurance and pension activities"
K65,"Insurance, reinsurance and pension funding, except compulsory social security"
K651,Insurance
K6511_652_653_662,"Life-insurance/reinsurance, pension and related auxiliary activities"
K6511,Life insurance
K6512_652_662,Non-life-insurance/reinsurance and related auxiliary activities
K6512,Non-life insurance
K652,Reinsurance
K6520,Reinsurance
K653,Pension funding
K6530,Pension funding
K66,Activities auxiliary to financial service and insurance activities
K661,"Activities auxiliary to financial service activities, except insurance and pension funding"
K6611,Administration of financial markets
K6612,Security and commodity contracts brokerage
K6619,Other activities auxiliary to financial service activities
K662,Activities auxiliary to insurance and pension funding
K6621,Risk and damage evaluation
K6622,Activities of insurance agents and brokers
K6629,Other activities auxiliary to insurance and pension funding
K663,Fund management activities
K6630,Fund management activities
KX642,Financial and insurance activities except activities of holding companies
K_X,Financial and insurance activities - Non specified
LTN,Real estate; Professional and business support services
L,Real estate activities
L68,Real estate activities
L681,Real estate activities with own or leased property
L6810,Real estate activities with own or leased property
L682,Real estate activities on a fee or contract basis
L6820,Real estate activities on a fee or contract basis
L68A,Imputed rents of owner-occupied dwellings
L68B,Real estate activities excluding imputed rents
L68X1,Real estate investment in commercial buildings & units
L68X2,Real estate investment in residential buildings & dwellings
L68X3,Real estate investment in urban land
L_X,Real estate activities - Non specified
M_N,"Professional, scientific and technical activities; administrative and support service activities"
M,"Professional, scientific and technical activities"
MX72,"Professional, scientific and technical activities (except scientific research and development)"
M69_70,Legal and accounting activities; activities of head offices; management consultancy activities
M69T71,Legal and accounting activities; activities of head offices; management consultancy activities; architectural and engineering activities; technical testing and analysis
M69,Legal and accounting activities
M691_692_702_71_721_74,Professional services
M691,Legal activities
M6910,Legal activities
M691X1,Legal services (domestic law counselling and court representation)
M691X2,Legal services (foreign and international law counselling)
M692,"Accounting, bookkeeping and auditing activities; tax consultancy"
M6920,"Accounting, bookkeeping and auditing activities; tax consultancy"
M692X1,Auditing activities
M692X2,Accounting and tax consultancy activities
M70,Activities of head offices; management consultancy activities
M701,Activities of head offices
M7010,Activities of head offices
M702,Management consultancy activities
M7020,Management consultancy activities
M71_72,Architectural and engineering activities; Scientific research and development
M71T73,Architectural and engineering activities; technical testing and analysis; scientific research and development; advertising and market research
M71,Architectural and engineering activities; technical testing and analysis
M711,Architectural and engineering activities and related technical consultancy
M7110,Architectural and engineering activities and related technical consultancy
M711X1,Engineering services
M711X2,Architectural services
M712,Technical testing and analysis
M7120,Technical testing and analysis
M72,Scientific research and development
M721,Research and experimental development on natural sciences and engineering
M7210,Research and experimental development on natural sciences and engineering
M722,Research and experimental development on social sciences and humanities
M7220,Research and experimental development on social sciences and humanities
M73T75,"Advertising and market research; other professional, scientific and technical activities; veterinary activities"
M73,Advertising and market research
M731,Advertising
M7310,Advertising
M732,Market research and public opinion polling
M7320,Market research and public opinion polling
M74_75,"Other professional, scientific and technical activities; veterinary activities"
M74,"Other professional, scientific and technical activities"
M741,Specialized design activities
M7410,Specialized design activities
M742,Photographic activities
M7420,Photographic activities
M749,"Other professional, scientific and technical activities n.e.c."
M7490,"Other professional, scientific and technical activities n.e.c."
M75,Veterinary activities
M750,Veterinary activities
M7500,Veterinary activities
M_X,"Professional, scientific and technical activities - Non specified"
N,Administrative and support service activities
N77_78,Rental and leasing activities; Employment activities
N77,Rental and leasing activities
N771,Renting and leasing of motor vehicles
N7710,Renting and leasing of motor vehicles
N772,Renting and leasing of personal and household goods
N7721,Renting and leasing of recreational and sports goods
N7722,Renting of video tapes and disks
N7729,Renting and leasing of other personal and household goods
N773,"Renting and leasing of other machinery, equipment and tangible goods"
N7730,"Renting and leasing of other machinery, equipment and tangible goods"
N774,"Leasing of intellectual property and similar products, except copyrighted works"
N7740,"Leasing of intellectual property and similar products, except copyrighted works"
N78T82,"Employment, travel agency, security and investigation, service and landscape, office administrative and support activities"
N78,Employment activities
N781,Activities of employment placement agencies
N7810,Activities of employment placement agencies
N782,Temporary employment agency activities
N7820,Temporary employment agency activities
N783,Other human resources provision
N7830,Other human resources provision
N79,"Travel agency, tour operator, reservation service and related activities"
N791,Travel agency and tour operator activities
N7911,Travel agency activities
N7912,Tour operator activities
N799,Other reservation service and related activities
N7990,Other reservation service and related activities
N80T82,"Security and investigation, service and landscape, office administrative and support activities"
N80,Security and investigation activities
N801,Private security activities
N8010,Private security activities
N802,Security systems service activities
N8020,Security systems service activities
N803,Investigation activities
N8030,Investigation activities
N81,Services to buildings and landscape activities
N811,Combined facilities support activities
N8110,Combined facilities support activities
N812,Cleaning activities
N8121,General cleaning of buildings
N8129,Other building and industrial cleaning activities
N813,Landscape care and maintenance service activities
N8130,Landscape care and maintenance service activities
N82,"Office administrative, office support and other business support activities"
N821,Office administrative and support activities
N8211,Combined office administrative service activities
N8219,"Photocopying, document preparation and other specialized office support activities"
N822,Activities of call centres
N8220,Activities of call centres
N823,Organization of conventions and trade shows
N8230,Organization of conventions and trade shows
N829,Business support service activities n.e.c.
N8291,Activities of collection agencies and credit bureaus
N8292,Packaging activities
N8299,Other business support service activities n.e.c.
N_X,Administrative and support service activities - Non specified
O_STU,Public administration and defence; compulsory social security; Other service activities; activities of households as employers and extraterritorial organisations and bodies
O_T_U,Public administration; activities of households and of extraterritorial organisations
OTQ,"Public administration, defence, education, human health and social work activities"
OTS,Public and other services
OTT,"Public admin, education and health; social and personal services"
OTU,Other services
O_P,Public administration and defence; compulsory social security and education
O,Public administration and defence; compulsory social security
O84,Public administration and defence; compulsory social security
O841,Administration of the State and the economic and social policy of the community
O8411,General public administration activities
O8412,"Regulation of the activities of providing health care, education, cultural services and other social services, excluding social security"
O8413,Regulation of and contribution to more efficient operation of businesses
O842,Provision of services to the community as a whole
O8421,Foreign affairs
O8422,Defence activities
O8423,Public order and safety activities
O843,Compulsory social security activities
O8430,Compulsory social security activities
O_X,Public administration and defence; compulsory social security - Non specified
P_Q,Education; Human health and social work activities
P_Q_S95,Education; Human health and social work activities; Repair of personal and household goods
P_R,"Education, and arts, entertainment and recreation"
PTS,"Education; human health and social work activities; arts, entertainment and recreation; other service activities"
PTSX94,"Education; human health and social work activities; arts, entertainment and recreation; other service activities; except activities of membership organizations"
PTU,Education; Health; Arts and other services
P,Education
P85,Education
P851,Pre-primary and primary education
P8510,Pre-primary and primary education
P852,Secondary education
P8521,General secondary education
P8522,Technical and vocational secondary education
P853,Higher education
P8530,Higher education
P854,Other education
P8541,Sports and recreation education
P8542,Cultural education
P8549,Other education n.e.c.
P855,Educational support activities
P8550,Educational support activities
P_X,Education - Non specified
Q,Human health and social work activities
Q86,Human health activities
Q861,Hospital activities
Q8610,Hospital activities
Q862,Medical and dental practice activities
Q8620,Medical and dental practice activities
Q869,Other human health activities
Q8690,Other human health activities
Q87_88,Residential care activities and social work activities without accommodation
Q87,Residential care activities
Q871,Residential nursing care facilities
Q8710,Residential nursing care facilities
Q872,"Residential care activities for mental retardation, mental health and substance abuse"
Q8720,"Residential care activities for mental retardation, mental health and substance abuse"
Q873,Residential care activities for the elderly and disabled
Q8730,Residential care activities for the elderly and disabled
Q879,Other residential care activities
Q8790,Other residential care activities
Q88,Social work activities without accommodation
Q881,Social work activities without accommodation for the elderly and disabled
Q8810,Social work activities without accommodation for the elderly and disabled
Q889,Other social work activities without accommodation
Q8890,Other social work activities without accommodation
Q_X,Human health and social work activities - Non specified
R_S,"Arts, entertainment and recreation; Other service activities"
RTT,"Arts, entertainment and recreation; Other service activities; Activities of households as employers"
RTU,"Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies"
R,"Arts, entertainment and recreation"
R90T92,"Creative, arts and entertainment activities; libraries, archives, museums and other cultural activities; gambling and betting activities"
R90,"Creative, arts and entertainment activities"
R900,"Creative, arts and entertainment activities"
R9000,"Creative, arts and entertainment activities"
R91,"Libraries, archives, museums and other cultural activities"
R910,"Libraries, archives, museums and other cultural activities"
R9101,Library and archives activities
R9102,Museums activities and operation of historical sites and buildings
R9103,Botanical and zoological gardens and nature reserves activities
R92_93,Gambling and betting activities; sporting and other recreational activities
R92,Gambling and betting activities
R920,Gambling and betting activities
R9200,Gambling and betting activities
R93,Sports activities and amusement and recreation activities
R931,Sports activities
R9311,Operation of sports facilities
R9312,Activities of sports clubs
R9319,Other sports activities
R932,Other amusement and recreation activities
R9321,Activities of amusement parks and theme parks
R9329,Other amusement and recreation activities n.e.c.
R_X,"Arts, entertainment and recreation - Non specified"
STU,Other service activities; activities of households as employers and extraterritorial organisations and bodies
STUX951,Other services except repair of computers and communication equipment; households as employers; extraterritorial organisations
S,Other service activities
S94,Activities of membership organizations
S941,"Activities of business, employers and professional membership organizations"
S9411,Activities of business and employers membership organizations
S9412,Activities of professional membership organizations
S942,Activities of trade unions
S9420,Activities of trade unions
S949,Activities of other membership organizations
S9491,Activities of religious organizations
S9492,Activities of political organizations
S9499,Activities of other membership organizations n.e.c.
S95_96,"Repair of computers, personal and household goods; other personal service activities"
S95,Repair of computers and personal and household goods
S951,Repair of computers and communication equipment
S9511,Repair of computers and peripheral equipment
S9512,Repair of communication equipment
S952,Repair of personal and household goods
S9521,Repair of consumer electronics
S9522,Repair of household appliances and home and garden equipment
S9523,Repair of footwear and leather goods
S9524,Repair of furniture and home furnishings
S9529,Repair of other personal and household goods
S96,Other personal service activities
S960,Other personal service activities
S9601,Washing and (dry-) cleaning of textile and fur products
S9602,Hairdressing and other beauty treatment
S9603,Funeral and related activities
S9609,Other personal service activities n.e.c.
SX94,"Other service activities, excluding activities of membership organizations [Deprecated]"
S_X,Other service activities - Non specified
T_U,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use; Activities of extraterritorial organizations and bodies
T,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use
T97,Activities of households as employers of domestic personnel
T970,Activities of households as employers of domestic personnel
T9700,Activities of households as employers of domestic personnel
T98,Undifferentiated goods- and services-producing activities of private households for own use
T981,Undifferentiated goods-producing activities of private households for own use
T9810,Undifferentiated goods-producing activities of private households for own use
T982,Undifferentiated service-producing activities of private households for own use
T9820,Undifferentiated service-producing activities of private households for own use
T_X,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use - Non specified
U,Activities of extraterritorial organizations and bodies
U99,Activities of extraterritorial organizations and bodies
U990,Activities of extraterritorial organizations and bodies
U9900,Activities of extraterritorial organizations and bodies
ENERGYP,Energy-producing activities
LDI,Low digital intensive industries
HDI,High digital intensive industries
HI2DT,High R&D intensive activities (2-digit definition)
HI3DT,High R&D intensive activities (3-digit definition)
HMH2DT,High- and Medium-high R&D intensive activities (2-digit definition)
HMH3DT,High- and Medium-high R&D intensive activities (3-digit definition)
HH,Activities by households
HH_TR,Transport activities by households
HH_HEAT,Heating and cooling activities by households
HH_HEAT01,Heating activities by households
HH_OTH,Other activities by households
ICT,Information and communication technologies
ICT_MANUF,ICT manufacturing
ICT_SVC,ICT services
ICT_WHSL,ICT wholesale
ICT2,ICT industries (2-digit definition)
INFO,Information industries
MED,Manufacture of goods for medical purposes
MH2DT,Medium-high R&D intensive activities (2-digit definition)
MH3DT,Medium-high R&D intensive activities (3-digit definition)
MHDI,Medium-high digital intensive industries
MLDI,Medium-low digital intensive industries
MIG_ING,Main Industrial Groupings (MIG) - intermediate goods
MIG_COG,Main Industrial Groupings (MIG) - consumer goods
MIG_DCOG,Main Industrial Groupings (MIG) - durable consumer goods
MIG_NDCOG,Main Industrial Groupings (MIG) - non-durable consumer goods
MIG_CAG,Main Industrial Groupings (MIG) - capital goods
MIG_NRG,Main Industrial Groupings (MIG) - energy
NONRES,Activities by non-residents
PRV_RE,Private real estate activities
TOUR_ACC,Accommodation services for visitors
TOUR_FOOD,Food and beverage serving industries
TOUR_PTR,Passenger transport
TOUR_WTR,Water passenger transport
TOUR_TRV,Travel agencies and other reservation services industry
TOUR_CTR,Cultural industry
TOUR_SPR,Sports and recreation industry
TOUR_TRD,Retail trade of country-specific tourism characteristic goods
TOUR_CTRX,Other country-specific tourism industries
TOUR_X,Other tourism industries
TOUR_TRSVC,Passenger transport supporting services
_H,Cross-sector (group of activities not classifiable under a single ISIC category)
_O,Other
_U,No data/Unknown activity
_X,Unspecified
_Z,Not applicable
