DATAFLOW,LAST UPDATE,freq,int_rt,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:IRT_LT_MCBY_M(1.0),15/04/26 11:00:00,M,MCBY,DE,2019-07-01,-0.39,,
ESTAT:IRT_LT_MCBY_M(1.0),15/04/26 11:00:00,M,MCBY,IT,2019-07-01,1.65,,
ESTAT:IRT_LT_MCBY_M(1.0),15/04/26 11:00:00,M,MCBY,DE,2019-08-01,-0.65,,
ESTAT:IRT_LT_MCBY_M(1.0),15/04/26 11:00:00,M,MCBY,IT,2019-08-01,1.4,,
ESTAT:IRT_LT_MCBY_M(1.0),15/04/26 11:00:00,M,MCBY,DE,2019-09-01,-0.59,,
ESTAT:IRT_LT_MCBY_M(1.0),15/04/26 11:00:00,M,MCBY,IT,2019-09-01,0.9,,
ESTAT:IRT_LT_MCBY_M(1.0),15/04/26 11:00:00,M,MCBY,DE,2019-10-01,-0.47,,
ESTAT:IRT_LT_MCBY_M(1.0),15/04/26 11:00:00,M,MCBY,IT,2019-10-01,1.0,,
ESTAT:IRT_LT_MCBY_M(1.0),15/04/26 11:00:00,M,MCBY,DE,2019-11-01,-0.35,,
ESTAT:IRT_LT_MCBY_M(1.0),15/04/26 11:00:00,M,MCBY,IT,2019-11-01,1.27,,
ESTAT:IRT_LT_MCBY_M(1.0),15/04/26 11:00:00,M,MCBY,DE,2019-12-01,-0.3,,
ESTAT:IRT_LT_MCBY_M(1.0),15/04/26 11:00:00,M,MCBY,IT,2019-12-01,1.37,,
ESTAT:IRT_LT_MCBY_M(1.0),15/04/26 11:00:00,M,MCBY,DE,2020-01-01,-0.31,,
ESTAT:IRT_LT_MCBY_M(1.0),15/04/26 11:00:00,M,MCBY,IT,2020-01-01,1.28,,
ESTAT:IRT_LT_MCBY_M(1.0),15/04/26 11:00:00,M,MCBY,DE,2020-02-01,-0.47,,
ESTAT:IRT_LT_MCBY_M(1.0),15/04/26 11:00:00,M,MCBY,IT,2020-02-01,0.96,,
ESTAT:IRT_LT_MCBY_M(1.0),15/04/26 11:00:00,M,MCBY,DE,2020-03-01,-0.54,,
ESTAT:IRT_LT_MCBY_M(1.0),15/04/26 11:00:00,M,MCBY,IT,2020-03-01,1.55,,
ESTAT:IRT_LT_MCBY_M(1.0),15/04/26 11:00:00,M,MCBY,DE,2020-04-01,-0.45,,
ESTAT:IRT_LT_MCBY_M(1.0),15/04/26 11:00:00,M,MCBY,IT,2020-04-01,1.8,,
ESTAT:IRT_LT_MCBY_M(1.0),15/04/26 11:00:00,M,MCBY,DE,2020-05-01,-0.52,,
ESTAT:IRT_LT_MCBY_M(1.0),15/04/26 11:00:00,M,MCBY,IT,2020-05-01,1.76,,
ESTAT:IRT_LT_MCBY_M(1.0),15/04/26 11:00:00,M,MCBY,DE,2020-06-01,-0.43,,
ESTAT:IRT_LT_MCBY_M(1.0),15/04/26 11:00:00,M,MCBY,IT,2020-06-01,1.46,,
ESTAT:IRT_LT_MCBY_M(1.0),15/04/26 11:00:00,M,MCBY,DE,2020-07-01,-0.52,,
ESTAT:IRT_LT_MCBY_M(1.0),15/04/26 11:00:00,M,MCBY,IT,2020-07-01,1.2,,
ESTAT:IRT_LT_MCBY_M(1.0),15/04/26 11:00:00,M,MCBY,DE,2020-08-01,-0.52,,
ESTAT:IRT_LT_MCBY_M(1.0),15/04/26 11:00:00,M,MCBY,IT,2020-08-01,1.03,,
ESTAT:IRT_LT_MCBY_M(1.0),15/04/26 11:00:00,M,MCBY,DE,2020-09-01,-0.52,,
ESTAT:IRT_LT_MCBY_M(1.0),15/04/26 11:00:00,M,MCBY,IT,2020-09-01,0.98,,
ESTAT:IRT_LT_MCBY_M(1.0),15/04/26 11:00:00,M,MCBY,DE,2020-10-01,-0.61,,
ESTAT:IRT_LT_MCBY_M(1.0),15/04/26 11:00:00,M,MCBY,IT,2020-10-01,0.77,,
ESTAT:IRT_LT_MCBY_M(1.0),15/04/26 11:00:00,M,MCBY,DE,2020-11-01,-0.61,,
ESTAT:IRT_LT_MCBY_M(1.0),15/04/26 11:00:00,M,MCBY,IT,2020-11-01,0.66,,
ESTAT:IRT_LT_MCBY_M(1.0),15/04/26 11:00:00,M,MCBY,DE,2020-12-01,-0.62,,
ESTAT:IRT_LT_MCBY_M(1.0),15/04/26 11:00:00,M,MCBY,IT,2020-12-01,0.58,,
ESTAT:IRT_LT_MCBY_M(1.0),15/04/26 11:00:00,M,MCBY,DE,2021-01-01,-0.58,,
ESTAT:IRT_LT_MCBY_M(1.0),15/04/26 11:00:00,M,MCBY,IT,2021-01-01,0.62,,
ESTAT:IRT_LT_MCBY_M(1.0),15/04/26 11:00:00,M,MCBY,DE,2021-02-01,-0.45,,
ESTAT:IRT_LT_MCBY_M(1.0),15/04/26 11:00:00,M,MCBY,IT,2021-02-01,0.59,,
ESTAT:IRT_LT_MCBY_M(1.0),15/04/26 11:00:00,M,MCBY,DE,2021-03-01,-0.36,,
ESTAT:IRT_LT_MCBY_M(1.0),15/04/26 11:00:00,M,MCBY,IT,2021-03-01,0.7,,
ESTAT:IRT_LT_MCBY_M(1.0),15/04/26 11:00:00,M,MCBY,DE,2021-04-01,-0.33,,
ESTAT:IRT_LT_MCBY_M(1.0),15/04/26 11:00:00,M,MCBY,IT,2021-04-01,0.8,,
ESTAT:IRT_LT_MCBY_M(1.0),15/04/26 11:00:00,M,MCBY,DE,2021-05-01,-0.22,,
ESTAT:IRT_LT_MCBY_M(1.0),15/04/26 11:00:00,M,MCBY,IT,2021-05-01,0.98,,
ESTAT:IRT_LT_MCBY_M(1.0),15/04/26 11:00:00,M,MCBY,DE,2021-06-01,-0.29,,
ESTAT:IRT_LT_MCBY_M(1.0),15/04/26 11:00:00,M,MCBY,IT,2021-06-01,0.88,,
ESTAT:IRT_LT_MCBY_M(1.0),15/04/26 11:00:00,M,MCBY,DE,2021-07-01,-0.45,,
ESTAT:IRT_LT_MCBY_M(1.0),15/04/26 11:00:00,M,MCBY,IT,2021-07-01,0.75,,
ESTAT:IRT_LT_MCBY_M(1.0),15/04/26 11:00:00,M,MCBY,DE,2021-08-01,-0.54,,
ESTAT:IRT_LT_MCBY_M(1.0),15/04/26 11:00:00,M,MCBY,IT,2021-08-01,0.63,,
ESTAT:IRT_LT_MCBY_M(1.0),15/04/26 11:00:00,M,MCBY,DE,2021-09-01,-0.36,,
ESTAT:IRT_LT_MCBY_M(1.0),15/04/26 11:00:00,M,MCBY,IT,2021-09-01,0.78,,
ESTAT:IRT_LT_MCBY_M(1.0),15/04/26 11:00:00,M,MCBY,DE,2021-10-01,-0.21,,
ESTAT:IRT_LT_MCBY_M(1.0),15/04/26 11:00:00,M,MCBY,IT,2021-10-01,0.96,,
ESTAT:IRT_LT_MCBY_M(1.0),15/04/26 11:00:00,M,MCBY,DE,2021-11-01,-0.31,,
ESTAT:IRT_LT_MCBY_M(1.0),15/04/26 11:00:00,M,MCBY,IT,2021-11-01,1.01,,
ESTAT:IRT_LT_MCBY_M(1.0),15/04/26 11:00:00,M,MCBY,DE,2021-12-01,-0.38,,
ESTAT:IRT_LT_MCBY_M(1.0),15/04/26 11:00:00,M,MCBY,IT,2021-12-01,1.05,,
ESTAT:IRT_LT_MCBY_M(1.0),15/04/26 11:00:00,M,MCBY,DE,2022-01-01,-0.12,,
ESTAT:IRT_LT_MCBY_M(1.0),15/04/26 11:00:00,M,MCBY,IT,2022-01-01,1.35,,
ESTAT:IRT_LT_MCBY_M(1.0),15/04/26 11:00:00,M,MCBY,DE,2022-02-01,0.15,,
ESTAT:IRT_LT_MCBY_M(1.0),15/04/26 11:00:00,M,MCBY,IT,2022-02-01,1.79,,
ESTAT:IRT_LT_MCBY_M(1.0),15/04/26 11:00:00,M,MCBY,DE,2022-03-01,0.28,,
ESTAT:IRT_LT_MCBY_M(1.0),15/04/26 11:00:00,M,MCBY,IT,2022-03-01,1.85,,
ESTAT:IRT_LT_MCBY_M(1.0),15/04/26 11:00:00,M,MCBY,DE,2022-04-01,0.75,,
ESTAT:IRT_LT_MCBY_M(1.0),15/04/26 11:00:00,M,MCBY,IT,2022-04-01,2.44,,
ESTAT:IRT_LT_MCBY_M(1.0),15/04/26 11:00:00,M,MCBY,DE,2022-05-01,0.95,,
ESTAT:IRT_LT_MCBY_M(1.0),15/04/26 11:00:00,M,MCBY,IT,2022-05-01,2.99,,
ESTAT:IRT_LT_MCBY_M(1.0),15/04/26 11:00:00,M,MCBY,DE,2022-06-01,1.45,,
ESTAT:IRT_LT_MCBY_M(1.0),15/04/26 11:00:00,M,MCBY,IT,2022-06-01,3.64,,
ESTAT:IRT_LT_MCBY_M(1.0),15/04/26 11:00:00,M,MCBY,DE,2022-07-01,1.08,,
ESTAT:IRT_LT_MCBY_M(1.0),15/04/26 11:00:00,M,MCBY,IT,2022-07-01,3.36,,
ESTAT:IRT_LT_MCBY_M(1.0),15/04/26 11:00:00,M,MCBY,DE,2022-08-01,1.03,,
ESTAT:IRT_LT_MCBY_M(1.0),15/04/26 11:00:00,M,MCBY,IT,2022-08-01,3.3,,
ESTAT:IRT_LT_MCBY_M(1.0),15/04/26 11:00:00,M,MCBY,DE,2022-09-01,1.8,,
ESTAT:IRT_LT_MCBY_M(1.0),15/04/26 11:00:00,M,MCBY,IT,2022-09-01,4.14,,
ESTAT:IRT_LT_MCBY_M(1.0),15/04/26 11:00:00,M,MCBY,DE,2022-10-01,2.19,,
ESTAT:IRT_LT_MCBY_M(1.0),15/04/26 11:00:00,M,MCBY,IT,2022-10-01,4.53,,
ESTAT:IRT_LT_MCBY_M(1.0),15/04/26 11:00:00,M,MCBY,DE,2022-11-01,2.07,,
ESTAT:IRT_LT_MCBY_M(1.0),15/04/26 11:00:00,M,MCBY,IT,2022-11-01,4.24,,
ESTAT:IRT_LT_MCBY_M(1.0),15/04/26 11:00:00,M,MCBY,DE,2022-12-01,2.09,,
ESTAT:IRT_LT_MCBY_M(1.0),15/04/26 11:00:00,M,MCBY,IT,2022-12-01,4.26,,
ESTAT:IRT_LT_MCBY_M(1.0),15/04/26 11:00:00,M,MCBY,DE,2023-01-01,2.19,,
ESTAT:IRT_LT_MCBY_M(1.0),15/04/26 11:00:00,M,MCBY,IT,2023-01-01,4.24,,
ESTAT:IRT_LT_MCBY_M(1.0),15/04/26 11:00:00,M,MCBY,DE,2023-02-01,2.37,,
ESTAT:IRT_LT_MCBY_M(1.0),15/04/26 11:00:00,M,MCBY,IT,2023-02-01,4.27,,
ESTAT:IRT_LT_MCBY_M(1.0),15/04/26 11:00:00,M,MCBY,DE,2023-03-01,2.38,,
ESTAT:IRT_LT_MCBY_M(1.0),15/04/26 11:00:00,M,MCBY,IT,2023-03-01,4.24,,
ESTAT:IRT_LT_MCBY_M(1.0),15/04/26 11:00:00,M,MCBY,DE,2023-04-01,2.36,,
ESTAT:IRT_LT_MCBY_M(1.0),15/04/26 11:00:00,M,MCBY,IT,2023-04-01,4.23,,
ESTAT:IRT_LT_MCBY_M(1.0),15/04/26 11:00:00,M,MCBY,DE,2023-05-01,2.34,,
ESTAT:IRT_LT_MCBY_M(1.0),15/04/26 11:00:00,M,MCBY,IT,2023-05-01,4.31,,
ESTAT:IRT_LT_MCBY_M(1.0),15/04/26 11:00:00,M,MCBY,DE,2023-06-01,2.38,,
ESTAT:IRT_LT_MCBY_M(1.0),15/04/26 11:00:00,M,MCBY,IT,2023-06-01,4.07,,
ESTAT:IRT_LT_MCBY_M(1.0),15/04/26 11:00:00,M,MCBY,DE,2023-07-01,2.46,,
ESTAT:IRT_LT_MCBY_M(1.0),15/04/26 11:00:00,M,MCBY,IT,2023-07-01,4.16,,
ESTAT:IRT_LT_MCBY_M(1.0),15/04/26 11:00:00,M,MCBY,DE,2023-08-01,2.55,,
ESTAT:IRT_LT_MCBY_M(1.0),15/04/26 11:00:00,M,MCBY,IT,2023-08-01,4.22,,
ESTAT:IRT_LT_MCBY_M(1.0),15/04/26 11:00:00,M,MCBY,DE,2023-09-01,2.66,,
ESTAT:IRT_LT_MCBY_M(1.0),15/04/26 11:00:00,M,MCBY,IT,2023-09-01,4.51,,
ESTAT:IRT_LT_MCBY_M(1.0),15/04/26 11:00:00,M,MCBY,DE,2023-10-01,2.82,,
ESTAT:IRT_LT_MCBY_M(1.0),15/04/26 11:00:00,M,MCBY,IT,2023-10-01,4.89,,
ESTAT:IRT_LT_MCBY_M(1.0),15/04/26 11:00:00,M,MCBY,DE,2023-11-01,2.6,,
ESTAT:IRT_LT_MCBY_M(1.0),15/04/26 11:00:00,M,MCBY,IT,2023-11-01,4.43,,
ESTAT:IRT_LT_MCBY_M(1.0),15/04/26 11:00:00,M,MCBY,DE,2023-12-01,2.1,,
ESTAT:IRT_LT_MCBY_M(1.0),15/04/26 11:00:00,M,MCBY,IT,2023-12-01,3.82,,
ESTAT:IRT_LT_MCBY_M(1.0),15/04/26 11:00:00,M,MCBY,DE,2024-01-01,2.18,,
ESTAT:IRT_LT_MCBY_M(1.0),15/04/26 11:00:00,M,MCBY,IT,2024-01-01,3.81,,
ESTAT:IRT_LT_MCBY_M(1.0),15/04/26 11:00:00,M,MCBY,DE,2024-02-01,2.33,,
ESTAT:IRT_LT_MCBY_M(1.0),15/04/26 11:00:00,M,MCBY,IT,2024-02-01,3.87,,
ESTAT:IRT_LT_MCBY_M(1.0),15/04/26 11:00:00,M,MCBY,DE,2024-03-01,2.35,,
ESTAT:IRT_LT_MCBY_M(1.0),15/04/26 11:00:00,M,MCBY,IT,2024-03-01,3.7,,
ESTAT:IRT_LT_MCBY_M(1.0),15/04/26 11:00:00,M,MCBY,DE,2024-04-01,2.45,,
ESTAT:IRT_LT_MCBY_M(1.0),15/04/26 11:00:00,M,MCBY,IT,2024-04-01,3.86,,
ESTAT:IRT_LT_MCBY_M(1.0),15/04/26 11:00:00,M,MCBY,DE,2024-05-01,2.52,,
ESTAT:IRT_LT_MCBY_M(1.0),15/04/26 11:00:00,M,MCBY,IT,2024-05-01,3.84,,
ESTAT:IRT_LT_MCBY_M(1.0),15/04/26 11:00:00,M,MCBY,DE,2024-06-01,2.48,,
ESTAT:IRT_LT_MCBY_M(1.0),15/04/26 11:00:00,M,MCBY,IT,2024-06-01,3.94,,
ESTAT:IRT_LT_MCBY_M(1.0),15/04/26 11:00:00,M,MCBY,DE,2024-07-01,2.46,,
ESTAT:IRT_LT_MCBY_M(1.0),15/04/26 11:00:00,M,MCBY,IT,2024-07-01,3.83,,
ESTAT:IRT_LT_MCBY_M(1.0),15/04/26 11:00:00,M,MCBY,DE,2024-08-01,2.21,,
ESTAT:IRT_LT_MCBY_M(1.0),15/04/26 11:00:00,M,MCBY,IT,2024-08-01,3.68,,
ESTAT:IRT_LT_MCBY_M(1.0),15/04/26 11:00:00,M,MCBY,DE,2024-09-01,2.17,,
ESTAT:IRT_LT_MCBY_M(1.0),15/04/26 11:00:00,M,MCBY,IT,2024-09-01,3.57,,
ESTAT:IRT_LT_MCBY_M(1.0),15/04/26 11:00:00,M,MCBY,DE,2024-10-01,2.23,,
ESTAT:IRT_LT_MCBY_M(1.0),15/04/26 11:00:00,M,MCBY,IT,2024-10-01,3.5,,
ESTAT:IRT_LT_MCBY_M(1.0),15/04/26 11:00:00,M,MCBY,DE,2024-11-01,2.31,,
ESTAT:IRT_LT_MCBY_M(1.0),15/04/26 11:00:00,M,MCBY,IT,2024-11-01,3.57,,
ESTAT:IRT_LT_MCBY_M(1.0),15/04/26 11:00:00,M,MCBY,DE,2024-12-01,2.18,,
ESTAT:IRT_LT_MCBY_M(1.0),15/04/26 11:00:00,M,MCBY,IT,2024-12-01,3.32,,
ESTAT:IRT_LT_MCBY_M(1.0),15/04/26 11:00:00,M,MCBY,DE,2025-01-01,2.484,,
ESTAT:IRT_LT_MCBY_M(1.0),15/04/26 11:00:00,M,MCBY,IT,2025-01-01,3.676,,
ESTAT:IRT_LT_MCBY_M(1.0),15/04/26 11:00:00,M,MCBY,DE,2025-02-01,2.405,,
ESTAT:IRT_LT_MCBY_M(1.0),15/04/26 11:00:00,M,MCBY,IT,2025-02-01,3.575,,
ESTAT:IRT_LT_MCBY_M(1.0),15/04/26 11:00:00,M,MCBY,DE,2025-03-01,2.741,,
ESTAT:IRT_LT_MCBY_M(1.0),15/04/26 11:00:00,M,MCBY,IT,2025-03-01,3.887,,
ESTAT:IRT_LT_MCBY_M(1.0),15/04/26 11:00:00,M,MCBY,DE,2025-04-01,2.51,,
ESTAT:IRT_LT_MCBY_M(1.0),15/04/26 11:00:00,M,MCBY,IT,2025-04-01,3.71,,
ESTAT:IRT_LT_MCBY_M(1.0),15/04/26 11:00:00,M,MCBY,DE,2025-05-01,2.56,,
ESTAT:IRT_LT_MCBY_M(1.0),15/04/26 11:00:00,M,MCBY,IT,2025-05-01,3.63,,
ESTAT:IRT_LT_MCBY_M(1.0),15/04/26 11:00:00,M,MCBY,DE,2025-06-01,2.52,,
ESTAT:IRT_LT_MCBY_M(1.0),15/04/26 11:00:00,M,MCBY,IT,2025-06-01,3.5,,
ESTAT:IRT_LT_MCBY_M(1.0),15/04/26 11:00:00,M,MCBY,DE,2025-07-01,2.63,,
ESTAT:IRT_LT_MCBY_M(1.0),15/04/26 11:00:00,M,MCBY,IT,2025-07-01,3.54,,
ESTAT:IRT_LT_MCBY_M(1.0),15/04/26 11:00:00,M,MCBY,DE,2025-08-01,2.67,,
ESTAT:IRT_LT_MCBY_M(1.0),15/04/26 11:00:00,M,MCBY,IT,2025-08-01,3.538,,
ESTAT:IRT_LT_MCBY_M(1.0),15/04/26 11:00:00,M,MCBY,DE,2025-09-01,2.69,,
ESTAT:IRT_LT_MCBY_M(1.0),15/04/26 11:00:00,M,MCBY,IT,2025-09-01,3.56,,
ESTAT:IRT_LT_MCBY_M(1.0),15/04/26 11:00:00,M,MCBY,DE,2025-10-01,2.617,,
ESTAT:IRT_LT_MCBY_M(1.0),15/04/26 11:00:00,M,MCBY,IT,2025-10-01,3.442,,
ESTAT:IRT_LT_MCBY_M(1.0),15/04/26 11:00:00,M,MCBY,DE,2025-11-01,2.657,,
ESTAT:IRT_LT_MCBY_M(1.0),15/04/26 11:00:00,M,MCBY,IT,2025-11-01,3.459,,
ESTAT:IRT_LT_MCBY_M(1.0),15/04/26 11:00:00,M,MCBY,DE,2025-12-01,2.813,,
ESTAT:IRT_LT_MCBY_M(1.0),15/04/26 11:00:00,M,MCBY,IT,2025-12-01,3.552,,
ESTAT:IRT_LT_MCBY_M(1.0),15/04/26 11:00:00,M,MCBY,DE,2026-01-01,2.807,,
ESTAT:IRT_LT_MCBY_M(1.0),15/04/26 11:00:00,M,MCBY,IT,2026-01-01,3.492,,
ESTAT:IRT_LT_MCBY_M(1.0),15/04/26 11:00:00,M,MCBY,DE,2026-02-01,2.744,,
ESTAT:IRT_LT_MCBY_M(1.0),15/04/26 11:00:00,M,MCBY,IT,2026-02-01,3.388,,
ESTAT:IRT_LT_MCBY_M(1.0),15/04/26 11:00:00,M,MCBY,DE,2026-03-01,2.91,,
ESTAT:IRT_LT_MCBY_M(1.0),15/04/26 11:00:00,M,MCBY,IT,2026-03-01,3.733,,
