DATAFLOW,LAST UPDATE,freq,unit,sex,age,citizen,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:LFSA_ERGAN(1.0),17/04/26 11:00:00,A,PC,T,Y15-74,TOTAL,RO,2005-01-01,53.6,b,
ESTAT:LFSA_ERGAN(1.0),17/04/26 11:00:00,A,PC,T,Y15-74,TOTAL,SE,2005-01-01,65.1,b,
ESTAT:LFSA_ERGAN(1.0),17/04/26 11:00:00,A,PC,T,Y15-74,TOTAL,SI,2005-01-01,59.4,b,
ESTAT:LFSA_ERGAN(1.0),17/04/26 11:00:00,A,PC,T,Y15-74,TOTAL,SK,2005-01-01,52.9,b,
ESTAT:LFSA_ERGAN(1.0),17/04/26 11:00:00,A,PC,T,Y15-74,TOTAL,UK,2005-01-01,64.8,b,
ESTAT:LFSA_ERGAN(1.0),17/04/26 11:00:00,A,PC,T,Y20-64,TOTAL,AT,2005-01-01,70.4,b,
ESTAT:LFSA_ERGAN(1.0),17/04/26 11:00:00,A,PC,T,Y20-64,TOTAL,BE,2005-01-01,66.5,b,
ESTAT:LFSA_ERGAN(1.0),17/04/26 11:00:00,A,PC,T,Y20-64,TOTAL,BG,2005-01-01,61.9,b,
ESTAT:LFSA_ERGAN(1.0),17/04/26 11:00:00,A,PC,T,Y20-64,TOTAL,CH,2005-01-01,79.9,b,
ESTAT:LFSA_ERGAN(1.0),17/04/26 11:00:00,A,PC,T,Y20-64,TOTAL,CY,2005-01-01,74.4,b,
ESTAT:LFSA_ERGAN(1.0),17/04/26 11:00:00,A,PC,T,Y20-64,TOTAL,CZ,2005-01-01,70.7,b,
ESTAT:LFSA_ERGAN(1.0),17/04/26 11:00:00,A,PC,T,Y20-64,TOTAL,DE,2005-01-01,69.4,b,
ESTAT:LFSA_ERGAN(1.0),17/04/26 11:00:00,A,PC,T,Y20-64,TOTAL,DK,2005-01-01,78.0,b,
ESTAT:LFSA_ERGAN(1.0),17/04/26 11:00:00,A,PC,T,Y20-64,TOTAL,EA21,2005-01-01,67.6,b,
ESTAT:LFSA_ERGAN(1.0),17/04/26 11:00:00,A,PC,T,Y20-64,TOTAL,EE,2005-01-01,72.0,b,
ESTAT:LFSA_ERGAN(1.0),17/04/26 11:00:00,A,PC,T,Y20-64,TOTAL,EL,2005-01-01,64.4,b,
ESTAT:LFSA_ERGAN(1.0),17/04/26 11:00:00,A,PC,T,Y20-64,TOTAL,ES,2005-01-01,67.5,b,
ESTAT:LFSA_ERGAN(1.0),17/04/26 11:00:00,A,PC,T,Y20-64,TOTAL,EU27_2020,2005-01-01,66.8,b,
ESTAT:LFSA_ERGAN(1.0),17/04/26 11:00:00,A,PC,T,Y20-64,TOTAL,FI,2005-01-01,73.0,b,
ESTAT:LFSA_ERGAN(1.0),17/04/26 11:00:00,A,PC,T,Y20-64,TOTAL,FR,2005-01-01,69.4,b,
ESTAT:LFSA_ERGAN(1.0),17/04/26 11:00:00,A,PC,T,Y20-64,TOTAL,HR,2005-01-01,60.0,b,
ESTAT:LFSA_ERGAN(1.0),17/04/26 11:00:00,A,PC,T,Y20-64,TOTAL,HU,2005-01-01,62.2,b,
ESTAT:LFSA_ERGAN(1.0),17/04/26 11:00:00,A,PC,T,Y20-64,TOTAL,IE,2005-01-01,72.6,b,
ESTAT:LFSA_ERGAN(1.0),17/04/26 11:00:00,A,PC,T,Y20-64,TOTAL,IS,2005-01-01,85.5,b,
ESTAT:LFSA_ERGAN(1.0),17/04/26 11:00:00,A,PC,T,Y20-64,TOTAL,IT,2005-01-01,61.5,b,
ESTAT:LFSA_ERGAN(1.0),17/04/26 11:00:00,A,PC,T,Y20-64,TOTAL,LT,2005-01-01,70.7,b,
ESTAT:LFSA_ERGAN(1.0),17/04/26 11:00:00,A,PC,T,Y20-64,TOTAL,LU,2005-01-01,69.0,b,
ESTAT:LFSA_ERGAN(1.0),17/04/26 11:00:00,A,PC,T,Y20-64,TOTAL,LV,2005-01-01,69.1,b,
ESTAT:LFSA_ERGAN(1.0),17/04/26 11:00:00,A,PC,T,Y20-64,TOTAL,MT,2005-01-01,57.4,b,
ESTAT:LFSA_ERGAN(1.0),17/04/26 11:00:00,A,PC,T,Y20-64,TOTAL,NL,2005-01-01,72.7,b,
ESTAT:LFSA_ERGAN(1.0),17/04/26 11:00:00,A,PC,T,Y20-64,TOTAL,NO,2005-01-01,78.2,b,
ESTAT:LFSA_ERGAN(1.0),17/04/26 11:00:00,A,PC,T,Y20-64,TOTAL,PL,2005-01-01,58.3,b,
ESTAT:LFSA_ERGAN(1.0),17/04/26 11:00:00,A,PC,T,Y20-64,TOTAL,PT,2005-01-01,72.2,b,
ESTAT:LFSA_ERGAN(1.0),17/04/26 11:00:00,A,PC,T,Y20-64,TOTAL,RO,2005-01-01,63.6,b,
ESTAT:LFSA_ERGAN(1.0),17/04/26 11:00:00,A,PC,T,Y20-64,TOTAL,SE,2005-01-01,77.9,b,
ESTAT:LFSA_ERGAN(1.0),17/04/26 11:00:00,A,PC,T,Y20-64,TOTAL,SI,2005-01-01,71.1,b,
ESTAT:LFSA_ERGAN(1.0),17/04/26 11:00:00,A,PC,T,Y20-64,TOTAL,SK,2005-01-01,64.5,b,
ESTAT:LFSA_ERGAN(1.0),17/04/26 11:00:00,A,PC,T,Y20-64,TOTAL,UK,2005-01-01,75.2,b,
ESTAT:LFSA_ERGAN(1.0),17/04/26 11:00:00,A,PC,F,Y15-64,TOTAL,AT,2006-01-01,62.2,,
ESTAT:LFSA_ERGAN(1.0),17/04/26 11:00:00,A,PC,F,Y15-64,TOTAL,BE,2006-01-01,54.0,,
ESTAT:LFSA_ERGAN(1.0),17/04/26 11:00:00,A,PC,F,Y15-64,TOTAL,BG,2006-01-01,54.6,,
ESTAT:LFSA_ERGAN(1.0),17/04/26 11:00:00,A,PC,F,Y15-64,TOTAL,CH,2006-01-01,71.1,,
ESTAT:LFSA_ERGAN(1.0),17/04/26 11:00:00,A,PC,F,Y15-64,TOTAL,CY,2006-01-01,60.3,,
ESTAT:LFSA_ERGAN(1.0),17/04/26 11:00:00,A,PC,F,Y15-64,TOTAL,CZ,2006-01-01,56.8,,
ESTAT:LFSA_ERGAN(1.0),17/04/26 11:00:00,A,PC,F,Y15-64,TOTAL,DE,2006-01-01,61.5,b,
ESTAT:LFSA_ERGAN(1.0),17/04/26 11:00:00,A,PC,F,Y15-64,TOTAL,DK,2006-01-01,73.4,,
ESTAT:LFSA_ERGAN(1.0),17/04/26 11:00:00,A,PC,F,Y15-64,TOTAL,EA21,2006-01-01,56.4,,
ESTAT:LFSA_ERGAN(1.0),17/04/26 11:00:00,A,PC,F,Y15-64,TOTAL,EE,2006-01-01,65.6,,
ESTAT:LFSA_ERGAN(1.0),17/04/26 11:00:00,A,PC,F,Y15-64,TOTAL,EL,2006-01-01,47.3,,
ESTAT:LFSA_ERGAN(1.0),17/04/26 11:00:00,A,PC,F,Y15-64,TOTAL,ES,2006-01-01,53.8,b,
ESTAT:LFSA_ERGAN(1.0),17/04/26 11:00:00,A,PC,F,Y15-64,TOTAL,EU27_2020,2006-01-01,55.8,,
ESTAT:LFSA_ERGAN(1.0),17/04/26 11:00:00,A,PC,F,Y15-64,TOTAL,FI,2006-01-01,67.3,,
ESTAT:LFSA_ERGAN(1.0),17/04/26 11:00:00,A,PC,F,Y15-64,TOTAL,FR,2006-01-01,58.6,b,
ESTAT:LFSA_ERGAN(1.0),17/04/26 11:00:00,A,PC,F,Y15-64,TOTAL,HR,2006-01-01,49.4,b,
ESTAT:LFSA_ERGAN(1.0),17/04/26 11:00:00,A,PC,F,Y15-64,TOTAL,HU,2006-01-01,51.1,,
ESTAT:LFSA_ERGAN(1.0),17/04/26 11:00:00,A,PC,F,Y15-64,TOTAL,IE,2006-01-01,59.3,,
ESTAT:LFSA_ERGAN(1.0),17/04/26 11:00:00,A,PC,F,Y15-64,TOTAL,IS,2006-01-01,80.8,,
ESTAT:LFSA_ERGAN(1.0),17/04/26 11:00:00,A,PC,F,Y15-64,TOTAL,IT,2006-01-01,46.3,,
ESTAT:LFSA_ERGAN(1.0),17/04/26 11:00:00,A,PC,F,Y15-64,TOTAL,LT,2006-01-01,61.0,,
ESTAT:LFSA_ERGAN(1.0),17/04/26 11:00:00,A,PC,F,Y15-64,TOTAL,LU,2006-01-01,54.6,,
ESTAT:LFSA_ERGAN(1.0),17/04/26 11:00:00,A,PC,F,Y15-64,TOTAL,LV,2006-01-01,61.8,,
ESTAT:LFSA_ERGAN(1.0),17/04/26 11:00:00,A,PC,F,Y15-64,TOTAL,MK,2006-01-01,30.7,,
ESTAT:LFSA_ERGAN(1.0),17/04/26 11:00:00,A,PC,F,Y15-64,TOTAL,MT,2006-01-01,33.7,,
ESTAT:LFSA_ERGAN(1.0),17/04/26 11:00:00,A,PC,F,Y15-64,TOTAL,NL,2006-01-01,64.2,b,
ESTAT:LFSA_ERGAN(1.0),17/04/26 11:00:00,A,PC,F,Y15-64,TOTAL,NO,2006-01-01,72.2,b,
ESTAT:LFSA_ERGAN(1.0),17/04/26 11:00:00,A,PC,F,Y15-64,TOTAL,PL,2006-01-01,48.2,,
ESTAT:LFSA_ERGAN(1.0),17/04/26 11:00:00,A,PC,F,Y15-64,TOTAL,PT,2006-01-01,61.8,,
ESTAT:LFSA_ERGAN(1.0),17/04/26 11:00:00,A,PC,F,Y15-64,TOTAL,RO,2006-01-01,53.0,,
ESTAT:LFSA_ERGAN(1.0),17/04/26 11:00:00,A,PC,F,Y15-64,TOTAL,SE,2006-01-01,70.7,,
ESTAT:LFSA_ERGAN(1.0),17/04/26 11:00:00,A,PC,F,Y15-64,TOTAL,SI,2006-01-01,61.8,,
ESTAT:LFSA_ERGAN(1.0),17/04/26 11:00:00,A,PC,F,Y15-64,TOTAL,SK,2006-01-01,51.9,,
ESTAT:LFSA_ERGAN(1.0),17/04/26 11:00:00,A,PC,F,Y15-64,TOTAL,TR,2006-01-01,22.7,,
ESTAT:LFSA_ERGAN(1.0),17/04/26 11:00:00,A,PC,F,Y15-64,TOTAL,UK,2006-01-01,65.8,,
ESTAT:LFSA_ERGAN(1.0),17/04/26 11:00:00,A,PC,F,Y15-74,TOTAL,AT,2006-01-01,55.0,,
ESTAT:LFSA_ERGAN(1.0),17/04/26 11:00:00,A,PC,F,Y15-74,TOTAL,BE,2006-01-01,47.3,,
ESTAT:LFSA_ERGAN(1.0),17/04/26 11:00:00,A,PC,F,Y15-74,TOTAL,BG,2006-01-01,46.8,,
ESTAT:LFSA_ERGAN(1.0),17/04/26 11:00:00,A,PC,F,Y15-74,TOTAL,CH,2006-01-01,63.7,,
ESTAT:LFSA_ERGAN(1.0),17/04/26 11:00:00,A,PC,F,Y15-74,TOTAL,CY,2006-01-01,55.0,,
ESTAT:LFSA_ERGAN(1.0),17/04/26 11:00:00,A,PC,F,Y15-74,TOTAL,CZ,2006-01-01,50.6,,
ESTAT:LFSA_ERGAN(1.0),17/04/26 11:00:00,A,PC,F,Y15-74,TOTAL,DE,2006-01-01,52.5,b,
ESTAT:LFSA_ERGAN(1.0),17/04/26 11:00:00,A,PC,F,Y15-74,TOTAL,DK,2006-01-01,65.3,,
ESTAT:LFSA_ERGAN(1.0),17/04/26 11:00:00,A,PC,F,Y15-74,TOTAL,EA21,2006-01-01,49.2,,
ESTAT:LFSA_ERGAN(1.0),17/04/26 11:00:00,A,PC,F,Y15-74,TOTAL,EE,2006-01-01,58.1,,
ESTAT:LFSA_ERGAN(1.0),17/04/26 11:00:00,A,PC,F,Y15-74,TOTAL,EL,2006-01-01,41.0,,
ESTAT:LFSA_ERGAN(1.0),17/04/26 11:00:00,A,PC,F,Y15-74,TOTAL,ES,2006-01-01,47.5,b,
ESTAT:LFSA_ERGAN(1.0),17/04/26 11:00:00,A,PC,F,Y15-74,TOTAL,EU27_2020,2006-01-01,49.0,,
ESTAT:LFSA_ERGAN(1.0),17/04/26 11:00:00,A,PC,F,Y15-74,TOTAL,FI,2006-01-01,59.4,,
ESTAT:LFSA_ERGAN(1.0),17/04/26 11:00:00,A,PC,F,Y15-74,TOTAL,FR,2006-01-01,51.8,b,
ESTAT:LFSA_ERGAN(1.0),17/04/26 11:00:00,A,PC,F,Y15-74,TOTAL,HR,2006-01-01,41.9,b,
ESTAT:LFSA_ERGAN(1.0),17/04/26 11:00:00,A,PC,F,Y15-74,TOTAL,HU,2006-01-01,44.4,,
ESTAT:LFSA_ERGAN(1.0),17/04/26 11:00:00,A,PC,F,Y15-74,TOTAL,IE,2006-01-01,54.8,,
ESTAT:LFSA_ERGAN(1.0),17/04/26 11:00:00,A,PC,F,Y15-74,TOTAL,IS,2006-01-01,75.4,,
ESTAT:LFSA_ERGAN(1.0),17/04/26 11:00:00,A,PC,F,Y15-74,TOTAL,IT,2006-01-01,39.9,,
ESTAT:LFSA_ERGAN(1.0),17/04/26 11:00:00,A,PC,F,Y15-74,TOTAL,LT,2006-01-01,52.9,,
ESTAT:LFSA_ERGAN(1.0),17/04/26 11:00:00,A,PC,F,Y15-74,TOTAL,LU,2006-01-01,49.2,,
ESTAT:LFSA_ERGAN(1.0),17/04/26 11:00:00,A,PC,F,Y15-74,TOTAL,LV,2006-01-01,54.5,,
ESTAT:LFSA_ERGAN(1.0),17/04/26 11:00:00,A,PC,F,Y15-74,TOTAL,MK,2006-01-01,27.8,,
ESTAT:LFSA_ERGAN(1.0),17/04/26 11:00:00,A,PC,F,Y15-74,TOTAL,MT,2006-01-01,30.0,,
ESTAT:LFSA_ERGAN(1.0),17/04/26 11:00:00,A,PC,F,Y15-74,TOTAL,NL,2006-01-01,57.7,b,
ESTAT:LFSA_ERGAN(1.0),17/04/26 11:00:00,A,PC,F,Y15-74,TOTAL,NO,2006-01-01,66.0,b,
ESTAT:LFSA_ERGAN(1.0),17/04/26 11:00:00,A,PC,F,Y15-74,TOTAL,PL,2006-01-01,43.2,,
ESTAT:LFSA_ERGAN(1.0),17/04/26 11:00:00,A,PC,F,Y15-74,TOTAL,PT,2006-01-01,55.8,,
ESTAT:LFSA_ERGAN(1.0),17/04/26 11:00:00,A,PC,F,Y15-74,TOTAL,RO,2006-01-01,48.8,,
ESTAT:LFSA_ERGAN(1.0),17/04/26 11:00:00,A,PC,F,Y15-74,TOTAL,SE,2006-01-01,63.0,,
ESTAT:LFSA_ERGAN(1.0),17/04/26 11:00:00,A,PC,F,Y15-74,TOTAL,SI,2006-01-01,54.5,,
ESTAT:LFSA_ERGAN(1.0),17/04/26 11:00:00,A,PC,F,Y15-74,TOTAL,SK,2006-01-01,46.8,,
ESTAT:LFSA_ERGAN(1.0),17/04/26 11:00:00,A,PC,F,Y15-74,TOTAL,TR,2006-01-01,21.7,,
ESTAT:LFSA_ERGAN(1.0),17/04/26 11:00:00,A,PC,F,Y15-74,TOTAL,UK,2006-01-01,59.1,,
ESTAT:LFSA_ERGAN(1.0),17/04/26 11:00:00,A,PC,F,Y20-64,TOTAL,AT,2006-01-01,65.2,,
ESTAT:LFSA_ERGAN(1.0),17/04/26 11:00:00,A,PC,F,Y20-64,TOTAL,BE,2006-01-01,58.8,,
ESTAT:LFSA_ERGAN(1.0),17/04/26 11:00:00,A,PC,F,Y20-64,TOTAL,BG,2006-01-01,60.4,,
ESTAT:LFSA_ERGAN(1.0),17/04/26 11:00:00,A,PC,F,Y20-64,TOTAL,CH,2006-01-01,73.2,,
ESTAT:LFSA_ERGAN(1.0),17/04/26 11:00:00,A,PC,F,Y20-64,TOTAL,CY,2006-01-01,65.9,,
ESTAT:LFSA_ERGAN(1.0),17/04/26 11:00:00,A,PC,F,Y20-64,TOTAL,CZ,2006-01-01,61.8,,
ESTAT:LFSA_ERGAN(1.0),17/04/26 11:00:00,A,PC,F,Y20-64,TOTAL,DE,2006-01-01,65.0,b,
ESTAT:LFSA_ERGAN(1.0),17/04/26 11:00:00,A,PC,F,Y20-64,TOTAL,DK,2006-01-01,74.8,,
ESTAT:LFSA_ERGAN(1.0),17/04/26 11:00:00,A,PC,F,Y20-64,TOTAL,EA21,2006-01-01,60.3,,
ESTAT:LFSA_ERGAN(1.0),17/04/26 11:00:00,A,PC,F,Y20-64,TOTAL,EE,2006-01-01,72.5,,
ESTAT:LFSA_ERGAN(1.0),17/04/26 11:00:00,A,PC,F,Y20-64,TOTAL,EL,2006-01-01,51.3,,
ESTAT:LFSA_ERGAN(1.0),17/04/26 11:00:00,A,PC,F,Y20-64,TOTAL,ES,2006-01-01,57.1,b,
ESTAT:LFSA_ERGAN(1.0),17/04/26 11:00:00,A,PC,F,Y20-64,TOTAL,EU27_2020,2006-01-01,60.0,,
ESTAT:LFSA_ERGAN(1.0),17/04/26 11:00:00,A,PC,F,Y20-64,TOTAL,FI,2006-01-01,71.5,,
ESTAT:LFSA_ERGAN(1.0),17/04/26 11:00:00,A,PC,F,Y20-64,TOTAL,FR,2006-01-01,63.9,b,
ESTAT:LFSA_ERGAN(1.0),17/04/26 11:00:00,A,PC,F,Y20-64,TOTAL,HR,2006-01-01,53.7,b,
ESTAT:LFSA_ERGAN(1.0),17/04/26 11:00:00,A,PC,F,Y20-64,TOTAL,HU,2006-01-01,55.6,,
ESTAT:LFSA_ERGAN(1.0),17/04/26 11:00:00,A,PC,F,Y20-64,TOTAL,IE,2006-01-01,63.3,,
ESTAT:LFSA_ERGAN(1.0),17/04/26 11:00:00,A,PC,F,Y20-64,TOTAL,IS,2006-01-01,81.8,,
ESTAT:LFSA_ERGAN(1.0),17/04/26 11:00:00,A,PC,F,Y20-64,TOTAL,IT,2006-01-01,49.6,,
ESTAT:LFSA_ERGAN(1.0),17/04/26 11:00:00,A,PC,F,Y20-64,TOTAL,LT,2006-01-01,68.0,,
ESTAT:LFSA_ERGAN(1.0),17/04/26 11:00:00,A,PC,F,Y20-64,TOTAL,LU,2006-01-01,59.4,,
ESTAT:LFSA_ERGAN(1.0),17/04/26 11:00:00,A,PC,F,Y20-64,TOTAL,LV,2006-01-01,68.4,,
ESTAT:LFSA_ERGAN(1.0),17/04/26 11:00:00,A,PC,F,Y20-64,TOTAL,MK,2006-01-01,34.0,,
ESTAT:LFSA_ERGAN(1.0),17/04/26 11:00:00,A,PC,F,Y20-64,TOTAL,MT,2006-01-01,35.7,,
ESTAT:LFSA_ERGAN(1.0),17/04/26 11:00:00,A,PC,F,Y20-64,TOTAL,NL,2006-01-01,65.7,b,
ESTAT:LFSA_ERGAN(1.0),17/04/26 11:00:00,A,PC,F,Y20-64,TOTAL,NO,2006-01-01,75.7,b,
ESTAT:LFSA_ERGAN(1.0),17/04/26 11:00:00,A,PC,F,Y20-64,TOTAL,PL,2006-01-01,53.1,,
ESTAT:LFSA_ERGAN(1.0),17/04/26 11:00:00,A,PC,F,Y20-64,TOTAL,PT,2006-01-01,66.3,,
ESTAT:LFSA_ERGAN(1.0),17/04/26 11:00:00,A,PC,F,Y20-64,TOTAL,RO,2006-01-01,58.5,,
ESTAT:LFSA_ERGAN(1.0),17/04/26 11:00:00,A,PC,F,Y20-64,TOTAL,SE,2006-01-01,75.8,,
ESTAT:LFSA_ERGAN(1.0),17/04/26 11:00:00,A,PC,F,Y20-64,TOTAL,SI,2006-01-01,66.5,,
ESTAT:LFSA_ERGAN(1.0),17/04/26 11:00:00,A,PC,F,Y20-64,TOTAL,SK,2006-01-01,57.5,,
ESTAT:LFSA_ERGAN(1.0),17/04/26 11:00:00,A,PC,F,Y20-64,TOTAL,TR,2006-01-01,24.0,,
ESTAT:LFSA_ERGAN(1.0),17/04/26 11:00:00,A,PC,F,Y20-64,TOTAL,UK,2006-01-01,68.6,,
ESTAT:LFSA_ERGAN(1.0),17/04/26 11:00:00,A,PC,M,Y15-64,TOTAL,AT,2006-01-01,74.9,,
ESTAT:LFSA_ERGAN(1.0),17/04/26 11:00:00,A,PC,M,Y15-64,TOTAL,BE,2006-01-01,67.9,,
ESTAT:LFSA_ERGAN(1.0),17/04/26 11:00:00,A,PC,M,Y15-64,TOTAL,BG,2006-01-01,62.8,,
ESTAT:LFSA_ERGAN(1.0),17/04/26 11:00:00,A,PC,M,Y15-64,TOTAL,CH,2006-01-01,84.7,,
ESTAT:LFSA_ERGAN(1.0),17/04/26 11:00:00,A,PC,M,Y15-64,TOTAL,CY,2006-01-01,79.4,,
ESTAT:LFSA_ERGAN(1.0),17/04/26 11:00:00,A,PC,M,Y15-64,TOTAL,CZ,2006-01-01,73.7,,
ESTAT:LFSA_ERGAN(1.0),17/04/26 11:00:00,A,PC,M,Y15-64,TOTAL,DE,2006-01-01,72.8,b,
ESTAT:LFSA_ERGAN(1.0),17/04/26 11:00:00,A,PC,M,Y15-64,TOTAL,DK,2006-01-01,81.2,,
ESTAT:LFSA_ERGAN(1.0),17/04/26 11:00:00,A,PC,M,Y15-64,TOTAL,EA21,2006-01-01,71.9,,
ESTAT:LFSA_ERGAN(1.0),17/04/26 11:00:00,A,PC,M,Y15-64,TOTAL,EE,2006-01-01,71.4,,
ESTAT:LFSA_ERGAN(1.0),17/04/26 11:00:00,A,PC,M,Y15-64,TOTAL,EL,2006-01-01,73.9,,
ESTAT:LFSA_ERGAN(1.0),17/04/26 11:00:00,A,PC,M,Y15-64,TOTAL,ES,2006-01-01,76.1,b,
ESTAT:LFSA_ERGAN(1.0),17/04/26 11:00:00,A,PC,M,Y15-64,TOTAL,EU27_2020,2006-01-01,70.6,,
ESTAT:LFSA_ERGAN(1.0),17/04/26 11:00:00,A,PC,M,Y15-64,TOTAL,FI,2006-01-01,71.4,,
ESTAT:LFSA_ERGAN(1.0),17/04/26 11:00:00,A,PC,M,Y15-64,TOTAL,FR,2006-01-01,69.0,b,
ESTAT:LFSA_ERGAN(1.0),17/04/26 11:00:00,A,PC,M,Y15-64,TOTAL,HR,2006-01-01,62.0,b,
ESTAT:LFSA_ERGAN(1.0),17/04/26 11:00:00,A,PC,M,Y15-64,TOTAL,HU,2006-01-01,63.9,,
ESTAT:LFSA_ERGAN(1.0),17/04/26 11:00:00,A,PC,M,Y15-64,TOTAL,IE,2006-01-01,77.9,,
ESTAT:LFSA_ERGAN(1.0),17/04/26 11:00:00,A,PC,M,Y15-64,TOTAL,IS,2006-01-01,88.1,,
ESTAT:LFSA_ERGAN(1.0),17/04/26 11:00:00,A,PC,M,Y15-64,TOTAL,IT,2006-01-01,70.4,,
ESTAT:LFSA_ERGAN(1.0),17/04/26 11:00:00,A,PC,M,Y15-64,TOTAL,LT,2006-01-01,66.4,,
ESTAT:LFSA_ERGAN(1.0),17/04/26 11:00:00,A,PC,M,Y15-64,TOTAL,LU,2006-01-01,72.6,,
ESTAT:LFSA_ERGAN(1.0),17/04/26 11:00:00,A,PC,M,Y15-64,TOTAL,LV,2006-01-01,70.4,,
ESTAT:LFSA_ERGAN(1.0),17/04/26 11:00:00,A,PC,M,Y15-64,TOTAL,MK,2006-01-01,48.3,,
ESTAT:LFSA_ERGAN(1.0),17/04/26 11:00:00,A,PC,M,Y15-64,TOTAL,MT,2006-01-01,73.6,,
ESTAT:LFSA_ERGAN(1.0),17/04/26 11:00:00,A,PC,M,Y15-64,TOTAL,NL,2006-01-01,78.8,b,
ESTAT:LFSA_ERGAN(1.0),17/04/26 11:00:00,A,PC,M,Y15-64,TOTAL,NO,2006-01-01,78.4,b,
ESTAT:LFSA_ERGAN(1.0),17/04/26 11:00:00,A,PC,M,Y15-64,TOTAL,PL,2006-01-01,60.9,,
ESTAT:LFSA_ERGAN(1.0),17/04/26 11:00:00,A,PC,M,Y15-64,TOTAL,PT,2006-01-01,73.7,,
ESTAT:LFSA_ERGAN(1.0),17/04/26 11:00:00,A,PC,M,Y15-64,TOTAL,RO,2006-01-01,64.6,,
ESTAT:LFSA_ERGAN(1.0),17/04/26 11:00:00,A,PC,M,Y15-64,TOTAL,SE,2006-01-01,75.5,,
ESTAT:LFSA_ERGAN(1.0),17/04/26 11:00:00,A,PC,M,Y15-64,TOTAL,SI,2006-01-01,71.1,,
ESTAT:LFSA_ERGAN(1.0),17/04/26 11:00:00,A,PC,M,Y15-64,TOTAL,SK,2006-01-01,67.0,,
ESTAT:LFSA_ERGAN(1.0),17/04/26 11:00:00,A,PC,M,Y15-64,TOTAL,TR,2006-01-01,66.9,,
ESTAT:LFSA_ERGAN(1.0),17/04/26 11:00:00,A,PC,M,Y15-64,TOTAL,UK,2006-01-01,77.6,,
ESTAT:LFSA_ERGAN(1.0),17/04/26 11:00:00,A,PC,M,Y15-74,TOTAL,AT,2006-01-01,67.6,,
ESTAT:LFSA_ERGAN(1.0),17/04/26 11:00:00,A,PC,M,Y15-74,TOTAL,BE,2006-01-01,60.8,,
ESTAT:LFSA_ERGAN(1.0),17/04/26 11:00:00,A,PC,M,Y15-74,TOTAL,BG,2006-01-01,55.8,,
ESTAT:LFSA_ERGAN(1.0),17/04/26 11:00:00,A,PC,M,Y15-74,TOTAL,CH,2006-01-01,78.2,,
ESTAT:LFSA_ERGAN(1.0),17/04/26 11:00:00,A,PC,M,Y15-74,TOTAL,CY,2006-01-01,74.1,,
ESTAT:LFSA_ERGAN(1.0),17/04/26 11:00:00,A,PC,M,Y15-74,TOTAL,CZ,2006-01-01,68.0,,
ESTAT:LFSA_ERGAN(1.0),17/04/26 11:00:00,A,PC,M,Y15-74,TOTAL,DE,2006-01-01,63.6,b,
ESTAT:LFSA_ERGAN(1.0),17/04/26 11:00:00,A,PC,M,Y15-74,TOTAL,DK,2006-01-01,73.9,,
ESTAT:LFSA_ERGAN(1.0),17/04/26 11:00:00,A,PC,M,Y15-74,TOTAL,EA21,2006-01-01,64.4,,
ESTAT:LFSA_ERGAN(1.0),17/04/26 11:00:00,A,PC,M,Y15-74,TOTAL,EE,2006-01-01,66.7,,
ESTAT:LFSA_ERGAN(1.0),17/04/26 11:00:00,A,PC,M,Y15-74,TOTAL,EL,2006-01-01,65.9,,
ESTAT:LFSA_ERGAN(1.0),17/04/26 11:00:00,A,PC,M,Y15-74,TOTAL,ES,2006-01-01,68.9,b,
ESTAT:LFSA_ERGAN(1.0),17/04/26 11:00:00,A,PC,M,Y15-74,TOTAL,EU27_2020,2006-01-01,63.7,,
ESTAT:LFSA_ERGAN(1.0),17/04/26 11:00:00,A,PC,M,Y15-74,TOTAL,FI,2006-01-01,64.6,,
ESTAT:LFSA_ERGAN(1.0),17/04/26 11:00:00,A,PC,M,Y15-74,TOTAL,FR,2006-01-01,62.1,b,
ESTAT:LFSA_ERGAN(1.0),17/04/26 11:00:00,A,PC,M,Y15-74,TOTAL,HR,2006-01-01,54.3,b,
ESTAT:LFSA_ERGAN(1.0),17/04/26 11:00:00,A,PC,M,Y15-74,TOTAL,HU,2006-01-01,58.0,,
ESTAT:LFSA_ERGAN(1.0),17/04/26 11:00:00,A,PC,M,Y15-74,TOTAL,IE,2006-01-01,73.2,,
ESTAT:LFSA_ERGAN(1.0),17/04/26 11:00:00,A,PC,M,Y15-74,TOTAL,IS,2006-01-01,84.6,,
ESTAT:LFSA_ERGAN(1.0),17/04/26 11:00:00,A,PC,M,Y15-74,TOTAL,IT,2006-01-01,62.5,,
ESTAT:LFSA_ERGAN(1.0),17/04/26 11:00:00,A,PC,M,Y15-74,TOTAL,LT,2006-01-01,60.7,,
ESTAT:LFSA_ERGAN(1.0),17/04/26 11:00:00,A,PC,M,Y15-74,TOTAL,LU,2006-01-01,63.2,,
ESTAT:LFSA_ERGAN(1.0),17/04/26 11:00:00,A,PC,M,Y15-74,TOTAL,LV,2006-01-01,65.7,,
ESTAT:LFSA_ERGAN(1.0),17/04/26 11:00:00,A,PC,M,Y15-74,TOTAL,MK,2006-01-01,44.6,,
ESTAT:LFSA_ERGAN(1.0),17/04/26 11:00:00,A,PC,M,Y15-74,TOTAL,MT,2006-01-01,67.3,,
