DATAFLOW,LAST UPDATE,freq,age,unit,sex,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:UNE_RT_A(1.0),29/04/26 23:00:00,A,Y15-24,PC_ACT,M,SK,2011-01-01,33.5,b,
ESTAT:UNE_RT_A(1.0),29/04/26 23:00:00,A,Y15-24,PC_ACT,M,TR,2011-01-01,15.5,,
ESTAT:UNE_RT_A(1.0),29/04/26 23:00:00,A,Y15-24,PC_ACT,T,AT,2011-01-01,9.5,,
ESTAT:UNE_RT_A(1.0),29/04/26 23:00:00,A,Y15-24,PC_ACT,T,BE,2011-01-01,18.9,,
ESTAT:UNE_RT_A(1.0),29/04/26 23:00:00,A,Y15-24,PC_ACT,T,BG,2011-01-01,28.2,b,
ESTAT:UNE_RT_A(1.0),29/04/26 23:00:00,A,Y15-24,PC_ACT,T,CH,2011-01-01,7.7,,
ESTAT:UNE_RT_A(1.0),29/04/26 23:00:00,A,Y15-24,PC_ACT,T,CY,2011-01-01,22.4,,
ESTAT:UNE_RT_A(1.0),29/04/26 23:00:00,A,Y15-24,PC_ACT,T,CZ,2011-01-01,18.1,b,
ESTAT:UNE_RT_A(1.0),29/04/26 23:00:00,A,Y15-24,PC_ACT,T,DE,2011-01-01,9.1,b,
ESTAT:UNE_RT_A(1.0),29/04/26 23:00:00,A,Y15-24,PC_ACT,T,DK,2011-01-01,16.4,,
ESTAT:UNE_RT_A(1.0),29/04/26 23:00:00,A,Y15-24,PC_ACT,T,EA20,2011-01-01,22.1,,
ESTAT:UNE_RT_A(1.0),29/04/26 23:00:00,A,Y15-24,PC_ACT,T,EA21,2011-01-01,22.2,,
ESTAT:UNE_RT_A(1.0),29/04/26 23:00:00,A,Y15-24,PC_ACT,T,EE,2011-01-01,22.3,,
ESTAT:UNE_RT_A(1.0),29/04/26 23:00:00,A,Y15-24,PC_ACT,T,EL,2011-01-01,45.2,,
ESTAT:UNE_RT_A(1.0),29/04/26 23:00:00,A,Y15-24,PC_ACT,T,ES,2011-01-01,46.2,,
ESTAT:UNE_RT_A(1.0),29/04/26 23:00:00,A,Y15-24,PC_ACT,T,EU27_2020,2011-01-01,22.5,,
ESTAT:UNE_RT_A(1.0),29/04/26 23:00:00,A,Y15-24,PC_ACT,T,FI,2011-01-01,20.3,,
ESTAT:UNE_RT_A(1.0),29/04/26 23:00:00,A,Y15-24,PC_ACT,T,FR,2011-01-01,24.1,,
ESTAT:UNE_RT_A(1.0),29/04/26 23:00:00,A,Y15-24,PC_ACT,T,HR,2011-01-01,36.1,,
ESTAT:UNE_RT_A(1.0),29/04/26 23:00:00,A,Y15-24,PC_ACT,T,HU,2011-01-01,25.4,,
ESTAT:UNE_RT_A(1.0),29/04/26 23:00:00,A,Y15-24,PC_ACT,T,IE,2011-01-01,29.6,,
ESTAT:UNE_RT_A(1.0),29/04/26 23:00:00,A,Y15-24,PC_ACT,T,IS,2011-01-01,14.4,,
ESTAT:UNE_RT_A(1.0),29/04/26 23:00:00,A,Y15-24,PC_ACT,T,IT,2011-01-01,29.2,,
ESTAT:UNE_RT_A(1.0),29/04/26 23:00:00,A,Y15-24,PC_ACT,T,LT,2011-01-01,32.6,,
ESTAT:UNE_RT_A(1.0),29/04/26 23:00:00,A,Y15-24,PC_ACT,T,LU,2011-01-01,16.8,,
ESTAT:UNE_RT_A(1.0),29/04/26 23:00:00,A,Y15-24,PC_ACT,T,LV,2011-01-01,31.0,,
ESTAT:UNE_RT_A(1.0),29/04/26 23:00:00,A,Y15-24,PC_ACT,T,ME,2011-01-01,36.6,,
ESTAT:UNE_RT_A(1.0),29/04/26 23:00:00,A,Y15-24,PC_ACT,T,MK,2011-01-01,55.3,,
ESTAT:UNE_RT_A(1.0),29/04/26 23:00:00,A,Y15-24,PC_ACT,T,MT,2011-01-01,13.3,,
ESTAT:UNE_RT_A(1.0),29/04/26 23:00:00,A,Y15-24,PC_ACT,T,NL,2011-01-01,11.4,,
ESTAT:UNE_RT_A(1.0),29/04/26 23:00:00,A,Y15-24,PC_ACT,T,NO,2011-01-01,10.7,,
ESTAT:UNE_RT_A(1.0),29/04/26 23:00:00,A,Y15-24,PC_ACT,T,PL,2011-01-01,26.0,,
ESTAT:UNE_RT_A(1.0),29/04/26 23:00:00,A,Y15-24,PC_ACT,T,PT,2011-01-01,30.4,,
ESTAT:UNE_RT_A(1.0),29/04/26 23:00:00,A,Y15-24,PC_ACT,T,RO,2011-01-01,29.4,,
ESTAT:UNE_RT_A(1.0),29/04/26 23:00:00,A,Y15-24,PC_ACT,T,RS,2011-01-01,53.1,,
ESTAT:UNE_RT_A(1.0),29/04/26 23:00:00,A,Y15-24,PC_ACT,T,SE,2011-01-01,22.1,,
ESTAT:UNE_RT_A(1.0),29/04/26 23:00:00,A,Y15-24,PC_ACT,T,SI,2011-01-01,15.9,,
ESTAT:UNE_RT_A(1.0),29/04/26 23:00:00,A,Y15-24,PC_ACT,T,SK,2011-01-01,34.8,b,
ESTAT:UNE_RT_A(1.0),29/04/26 23:00:00,A,Y15-24,PC_ACT,T,TR,2011-01-01,16.7,,
ESTAT:UNE_RT_A(1.0),29/04/26 23:00:00,A,Y15-74,PC_ACT,F,AT,2011-01-01,4.8,,
ESTAT:UNE_RT_A(1.0),29/04/26 23:00:00,A,Y15-74,PC_ACT,F,BE,2011-01-01,7.3,,
ESTAT:UNE_RT_A(1.0),29/04/26 23:00:00,A,Y15-74,PC_ACT,F,BG,2011-01-01,11.1,b,
ESTAT:UNE_RT_A(1.0),29/04/26 23:00:00,A,Y15-74,PC_ACT,F,CH,2011-01-01,4.8,,
ESTAT:UNE_RT_A(1.0),29/04/26 23:00:00,A,Y15-74,PC_ACT,F,CY,2011-01-01,7.7,,
ESTAT:UNE_RT_A(1.0),29/04/26 23:00:00,A,Y15-74,PC_ACT,F,CZ,2011-01-01,7.9,b,
ESTAT:UNE_RT_A(1.0),29/04/26 23:00:00,A,Y15-74,PC_ACT,F,DE,2011-01-01,5.3,b,
ESTAT:UNE_RT_A(1.0),29/04/26 23:00:00,A,Y15-74,PC_ACT,F,DK,2011-01-01,7.6,,
ESTAT:UNE_RT_A(1.0),29/04/26 23:00:00,A,Y15-74,PC_ACT,F,EA20,2011-01-01,10.5,,
ESTAT:UNE_RT_A(1.0),29/04/26 23:00:00,A,Y15-74,PC_ACT,F,EA21,2011-01-01,10.6,,
ESTAT:UNE_RT_A(1.0),29/04/26 23:00:00,A,Y15-74,PC_ACT,F,EE,2011-01-01,11.5,,
ESTAT:UNE_RT_A(1.0),29/04/26 23:00:00,A,Y15-74,PC_ACT,F,EL,2011-01-01,21.8,,
ESTAT:UNE_RT_A(1.0),29/04/26 23:00:00,A,Y15-74,PC_ACT,F,ES,2011-01-01,21.8,,
ESTAT:UNE_RT_A(1.0),29/04/26 23:00:00,A,Y15-74,PC_ACT,F,EU27_2020,2011-01-01,10.3,,
ESTAT:UNE_RT_A(1.0),29/04/26 23:00:00,A,Y15-74,PC_ACT,F,FI,2011-01-01,7.2,,
ESTAT:UNE_RT_A(1.0),29/04/26 23:00:00,A,Y15-74,PC_ACT,F,FR,2011-01-01,9.5,,
ESTAT:UNE_RT_A(1.0),29/04/26 23:00:00,A,Y15-74,PC_ACT,F,HR,2011-01-01,13.6,,
ESTAT:UNE_RT_A(1.0),29/04/26 23:00:00,A,Y15-74,PC_ACT,F,HU,2011-01-01,10.2,,
ESTAT:UNE_RT_A(1.0),29/04/26 23:00:00,A,Y15-74,PC_ACT,F,IE,2011-01-01,12.5,,
ESTAT:UNE_RT_A(1.0),29/04/26 23:00:00,A,Y15-74,PC_ACT,F,IS,2011-01-01,6.2,,
ESTAT:UNE_RT_A(1.0),29/04/26 23:00:00,A,Y15-74,PC_ACT,F,IT,2011-01-01,9.7,,
ESTAT:UNE_RT_A(1.0),29/04/26 23:00:00,A,Y15-74,PC_ACT,F,LT,2011-01-01,12.9,,
ESTAT:UNE_RT_A(1.0),29/04/26 23:00:00,A,Y15-74,PC_ACT,F,LU,2011-01-01,6.3,,
ESTAT:UNE_RT_A(1.0),29/04/26 23:00:00,A,Y15-74,PC_ACT,F,LV,2011-01-01,13.8,,
ESTAT:UNE_RT_A(1.0),29/04/26 23:00:00,A,Y15-74,PC_ACT,F,ME,2011-01-01,20.1,,
ESTAT:UNE_RT_A(1.0),29/04/26 23:00:00,A,Y15-74,PC_ACT,F,MK,2011-01-01,30.8,,
ESTAT:UNE_RT_A(1.0),29/04/26 23:00:00,A,Y15-74,PC_ACT,F,MT,2011-01-01,7.1,,
ESTAT:UNE_RT_A(1.0),29/04/26 23:00:00,A,Y15-74,PC_ACT,F,NL,2011-01-01,6.6,,
ESTAT:UNE_RT_A(1.0),29/04/26 23:00:00,A,Y15-74,PC_ACT,F,NO,2011-01-01,3.4,,
ESTAT:UNE_RT_A(1.0),29/04/26 23:00:00,A,Y15-74,PC_ACT,F,PL,2011-01-01,10.7,,
ESTAT:UNE_RT_A(1.0),29/04/26 23:00:00,A,Y15-74,PC_ACT,F,PT,2011-01-01,13.9,,
ESTAT:UNE_RT_A(1.0),29/04/26 23:00:00,A,Y15-74,PC_ACT,F,RO,2011-01-01,8.5,,
ESTAT:UNE_RT_A(1.0),29/04/26 23:00:00,A,Y15-74,PC_ACT,F,RS,2011-01-01,26.3,,
ESTAT:UNE_RT_A(1.0),29/04/26 23:00:00,A,Y15-74,PC_ACT,F,SE,2011-01-01,7.9,,
ESTAT:UNE_RT_A(1.0),29/04/26 23:00:00,A,Y15-74,PC_ACT,F,SI,2011-01-01,8.2,,
ESTAT:UNE_RT_A(1.0),29/04/26 23:00:00,A,Y15-74,PC_ACT,F,SK,2011-01-01,13.8,b,
ESTAT:UNE_RT_A(1.0),29/04/26 23:00:00,A,Y15-74,PC_ACT,F,TR,2011-01-01,10.1,,
ESTAT:UNE_RT_A(1.0),29/04/26 23:00:00,A,Y15-74,PC_ACT,M,AT,2011-01-01,5.0,,
ESTAT:UNE_RT_A(1.0),29/04/26 23:00:00,A,Y15-74,PC_ACT,M,BE,2011-01-01,7.2,,
ESTAT:UNE_RT_A(1.0),29/04/26 23:00:00,A,Y15-74,PC_ACT,M,BG,2011-01-01,13.3,b,
ESTAT:UNE_RT_A(1.0),29/04/26 23:00:00,A,Y15-74,PC_ACT,M,CH,2011-01-01,4.1,,
ESTAT:UNE_RT_A(1.0),29/04/26 23:00:00,A,Y15-74,PC_ACT,M,CY,2011-01-01,8.1,,
ESTAT:UNE_RT_A(1.0),29/04/26 23:00:00,A,Y15-74,PC_ACT,M,CZ,2011-01-01,5.8,b,
ESTAT:UNE_RT_A(1.0),29/04/26 23:00:00,A,Y15-74,PC_ACT,M,DE,2011-01-01,5.7,b,
ESTAT:UNE_RT_A(1.0),29/04/26 23:00:00,A,Y15-74,PC_ACT,M,DK,2011-01-01,7.9,,
ESTAT:UNE_RT_A(1.0),29/04/26 23:00:00,A,Y15-74,PC_ACT,M,EA20,2011-01-01,10.1,,
ESTAT:UNE_RT_A(1.0),29/04/26 23:00:00,A,Y15-74,PC_ACT,M,EA21,2011-01-01,10.2,,
ESTAT:UNE_RT_A(1.0),29/04/26 23:00:00,A,Y15-74,PC_ACT,M,EE,2011-01-01,13.1,,
ESTAT:UNE_RT_A(1.0),29/04/26 23:00:00,A,Y15-74,PC_ACT,M,EL,2011-01-01,15.3,,
ESTAT:UNE_RT_A(1.0),29/04/26 23:00:00,A,Y15-74,PC_ACT,M,ES,2011-01-01,21.1,,
ESTAT:UNE_RT_A(1.0),29/04/26 23:00:00,A,Y15-74,PC_ACT,M,EU27_2020,2011-01-01,9.9,,
ESTAT:UNE_RT_A(1.0),29/04/26 23:00:00,A,Y15-74,PC_ACT,M,FI,2011-01-01,8.7,,
ESTAT:UNE_RT_A(1.0),29/04/26 23:00:00,A,Y15-74,PC_ACT,M,FR,2011-01-01,8.9,,
ESTAT:UNE_RT_A(1.0),29/04/26 23:00:00,A,Y15-74,PC_ACT,M,HR,2011-01-01,13.5,,
ESTAT:UNE_RT_A(1.0),29/04/26 23:00:00,A,Y15-74,PC_ACT,M,HU,2011-01-01,11.1,,
ESTAT:UNE_RT_A(1.0),29/04/26 23:00:00,A,Y15-74,PC_ACT,M,IE,2011-01-01,17.8,,
ESTAT:UNE_RT_A(1.0),29/04/26 23:00:00,A,Y15-74,PC_ACT,M,IS,2011-01-01,7.8,,
ESTAT:UNE_RT_A(1.0),29/04/26 23:00:00,A,Y15-74,PC_ACT,M,IT,2011-01-01,7.7,,
ESTAT:UNE_RT_A(1.0),29/04/26 23:00:00,A,Y15-74,PC_ACT,M,LT,2011-01-01,17.9,,
ESTAT:UNE_RT_A(1.0),29/04/26 23:00:00,A,Y15-74,PC_ACT,M,LU,2011-01-01,3.8,,
ESTAT:UNE_RT_A(1.0),29/04/26 23:00:00,A,Y15-74,PC_ACT,M,LV,2011-01-01,18.8,,
ESTAT:UNE_RT_A(1.0),29/04/26 23:00:00,A,Y15-74,PC_ACT,M,ME,2011-01-01,19.3,,
ESTAT:UNE_RT_A(1.0),29/04/26 23:00:00,A,Y15-74,PC_ACT,M,MK,2011-01-01,31.8,,
ESTAT:UNE_RT_A(1.0),29/04/26 23:00:00,A,Y15-74,PC_ACT,M,MT,2011-01-01,6.0,,
ESTAT:UNE_RT_A(1.0),29/04/26 23:00:00,A,Y15-74,PC_ACT,M,NL,2011-01-01,5.6,,
ESTAT:UNE_RT_A(1.0),29/04/26 23:00:00,A,Y15-74,PC_ACT,M,NO,2011-01-01,3.7,,
ESTAT:UNE_RT_A(1.0),29/04/26 23:00:00,A,Y15-74,PC_ACT,M,PL,2011-01-01,9.4,,
ESTAT:UNE_RT_A(1.0),29/04/26 23:00:00,A,Y15-74,PC_ACT,M,PT,2011-01-01,13.2,,
ESTAT:UNE_RT_A(1.0),29/04/26 23:00:00,A,Y15-74,PC_ACT,M,RO,2011-01-01,9.5,,
ESTAT:UNE_RT_A(1.0),29/04/26 23:00:00,A,Y15-74,PC_ACT,M,RS,2011-01-01,24.0,,
ESTAT:UNE_RT_A(1.0),29/04/26 23:00:00,A,Y15-74,PC_ACT,M,SE,2011-01-01,7.9,,
ESTAT:UNE_RT_A(1.0),29/04/26 23:00:00,A,Y15-74,PC_ACT,M,SI,2011-01-01,8.2,,
ESTAT:UNE_RT_A(1.0),29/04/26 23:00:00,A,Y15-74,PC_ACT,M,SK,2011-01-01,13.3,b,
ESTAT:UNE_RT_A(1.0),29/04/26 23:00:00,A,Y15-74,PC_ACT,M,TR,2011-01-01,8.3,,
ESTAT:UNE_RT_A(1.0),29/04/26 23:00:00,A,Y15-74,PC_ACT,T,AT,2011-01-01,4.9,,
ESTAT:UNE_RT_A(1.0),29/04/26 23:00:00,A,Y15-74,PC_ACT,T,BE,2011-01-01,7.2,,
ESTAT:UNE_RT_A(1.0),29/04/26 23:00:00,A,Y15-74,PC_ACT,T,BG,2011-01-01,12.3,b,
ESTAT:UNE_RT_A(1.0),29/04/26 23:00:00,A,Y15-74,PC_ACT,T,CH,2011-01-01,4.4,,
ESTAT:UNE_RT_A(1.0),29/04/26 23:00:00,A,Y15-74,PC_ACT,T,CY,2011-01-01,7.9,,
ESTAT:UNE_RT_A(1.0),29/04/26 23:00:00,A,Y15-74,PC_ACT,T,CZ,2011-01-01,6.7,b,
ESTAT:UNE_RT_A(1.0),29/04/26 23:00:00,A,Y15-74,PC_ACT,T,DE,2011-01-01,5.5,b,
ESTAT:UNE_RT_A(1.0),29/04/26 23:00:00,A,Y15-74,PC_ACT,T,DK,2011-01-01,7.8,,
ESTAT:UNE_RT_A(1.0),29/04/26 23:00:00,A,Y15-74,PC_ACT,T,EA20,2011-01-01,10.3,,
ESTAT:UNE_RT_A(1.0),29/04/26 23:00:00,A,Y15-74,PC_ACT,T,EA21,2011-01-01,10.3,,
ESTAT:UNE_RT_A(1.0),29/04/26 23:00:00,A,Y15-74,PC_ACT,T,EE,2011-01-01,12.3,,
ESTAT:UNE_RT_A(1.0),29/04/26 23:00:00,A,Y15-74,PC_ACT,T,EL,2011-01-01,18.1,,
ESTAT:UNE_RT_A(1.0),29/04/26 23:00:00,A,Y15-74,PC_ACT,T,ES,2011-01-01,21.4,,
ESTAT:UNE_RT_A(1.0),29/04/26 23:00:00,A,Y15-74,PC_ACT,T,EU27_2020,2011-01-01,10.1,,
ESTAT:UNE_RT_A(1.0),29/04/26 23:00:00,A,Y15-74,PC_ACT,T,FI,2011-01-01,8.0,,
ESTAT:UNE_RT_A(1.0),29/04/26 23:00:00,A,Y15-74,PC_ACT,T,FR,2011-01-01,9.2,,
ESTAT:UNE_RT_A(1.0),29/04/26 23:00:00,A,Y15-74,PC_ACT,T,HR,2011-01-01,13.6,,
ESTAT:UNE_RT_A(1.0),29/04/26 23:00:00,A,Y15-74,PC_ACT,T,HU,2011-01-01,10.7,,
ESTAT:UNE_RT_A(1.0),29/04/26 23:00:00,A,Y15-74,PC_ACT,T,IE,2011-01-01,15.4,,
ESTAT:UNE_RT_A(1.0),29/04/26 23:00:00,A,Y15-74,PC_ACT,T,IS,2011-01-01,7.0,,
ESTAT:UNE_RT_A(1.0),29/04/26 23:00:00,A,Y15-74,PC_ACT,T,IT,2011-01-01,8.5,,
ESTAT:UNE_RT_A(1.0),29/04/26 23:00:00,A,Y15-74,PC_ACT,T,LT,2011-01-01,15.4,,
ESTAT:UNE_RT_A(1.0),29/04/26 23:00:00,A,Y15-74,PC_ACT,T,LU,2011-01-01,4.9,,
ESTAT:UNE_RT_A(1.0),29/04/26 23:00:00,A,Y15-74,PC_ACT,T,LV,2011-01-01,16.3,,
ESTAT:UNE_RT_A(1.0),29/04/26 23:00:00,A,Y15-74,PC_ACT,T,ME,2011-01-01,19.7,,
ESTAT:UNE_RT_A(1.0),29/04/26 23:00:00,A,Y15-74,PC_ACT,T,MK,2011-01-01,31.4,,
ESTAT:UNE_RT_A(1.0),29/04/26 23:00:00,A,Y15-74,PC_ACT,T,MT,2011-01-01,6.4,,
ESTAT:UNE_RT_A(1.0),29/04/26 23:00:00,A,Y15-74,PC_ACT,T,NL,2011-01-01,6.0,,
ESTAT:UNE_RT_A(1.0),29/04/26 23:00:00,A,Y15-74,PC_ACT,T,NO,2011-01-01,3.6,,
ESTAT:UNE_RT_A(1.0),29/04/26 23:00:00,A,Y15-74,PC_ACT,T,PL,2011-01-01,10.0,,
ESTAT:UNE_RT_A(1.0),29/04/26 23:00:00,A,Y15-74,PC_ACT,T,PT,2011-01-01,13.5,,
ESTAT:UNE_RT_A(1.0),29/04/26 23:00:00,A,Y15-74,PC_ACT,T,RO,2011-01-01,9.1,,
ESTAT:UNE_RT_A(1.0),29/04/26 23:00:00,A,Y15-74,PC_ACT,T,RS,2011-01-01,25.0,,
ESTAT:UNE_RT_A(1.0),29/04/26 23:00:00,A,Y15-74,PC_ACT,T,SE,2011-01-01,7.9,,
ESTAT:UNE_RT_A(1.0),29/04/26 23:00:00,A,Y15-74,PC_ACT,T,SI,2011-01-01,8.2,,
ESTAT:UNE_RT_A(1.0),29/04/26 23:00:00,A,Y15-74,PC_ACT,T,SK,2011-01-01,13.5,b,
ESTAT:UNE_RT_A(1.0),29/04/26 23:00:00,A,Y15-74,PC_ACT,T,TR,2011-01-01,8.8,,
ESTAT:UNE_RT_A(1.0),29/04/26 23:00:00,A,Y25-54,PC_ACT,F,AT,2011-01-01,4.3,,
ESTAT:UNE_RT_A(1.0),29/04/26 23:00:00,A,Y25-54,PC_ACT,F,BE,2011-01-01,6.4,,
ESTAT:UNE_RT_A(1.0),29/04/26 23:00:00,A,Y25-54,PC_ACT,F,BG,2011-01-01,10.3,b,
ESTAT:UNE_RT_A(1.0),29/04/26 23:00:00,A,Y25-54,PC_ACT,F,CH,2011-01-01,4.5,,
ESTAT:UNE_RT_A(1.0),29/04/26 23:00:00,A,Y25-54,PC_ACT,F,CY,2011-01-01,6.4,,
ESTAT:UNE_RT_A(1.0),29/04/26 23:00:00,A,Y25-54,PC_ACT,F,CZ,2011-01-01,7.6,b,
ESTAT:UNE_RT_A(1.0),29/04/26 23:00:00,A,Y25-54,PC_ACT,F,DE,2011-01-01,4.8,b,
ESTAT:UNE_RT_A(1.0),29/04/26 23:00:00,A,Y25-54,PC_ACT,F,DK,2011-01-01,6.9,,
ESTAT:UNE_RT_A(1.0),29/04/26 23:00:00,A,Y25-54,PC_ACT,F,EA20,2011-01-01,9.8,,
ESTAT:UNE_RT_A(1.0),29/04/26 23:00:00,A,Y25-54,PC_ACT,F,EA21,2011-01-01,9.8,,
ESTAT:UNE_RT_A(1.0),29/04/26 23:00:00,A,Y25-54,PC_ACT,F,EE,2011-01-01,11.3,,
ESTAT:UNE_RT_A(1.0),29/04/26 23:00:00,A,Y25-54,PC_ACT,F,EL,2011-01-01,20.9,,
ESTAT:UNE_RT_A(1.0),29/04/26 23:00:00,A,Y25-54,PC_ACT,F,ES,2011-01-01,20.5,,
ESTAT:UNE_RT_A(1.0),29/04/26 23:00:00,A,Y25-54,PC_ACT,F,EU27_2020,2011-01-01,9.5,,
ESTAT:UNE_RT_A(1.0),29/04/26 23:00:00,A,Y25-54,PC_ACT,F,FI,2011-01-01,5.7,,
ESTAT:UNE_RT_A(1.0),29/04/26 23:00:00,A,Y25-54,PC_ACT,F,FR,2011-01-01,8.0,,
ESTAT:UNE_RT_A(1.0),29/04/26 23:00:00,A,Y25-54,PC_ACT,F,HR,2011-01-01,12.7,,
ESTAT:UNE_RT_A(1.0),29/04/26 23:00:00,A,Y25-54,PC_ACT,F,HU,2011-01-01,9.6,,
ESTAT:UNE_RT_A(1.0),29/04/26 23:00:00,A,Y25-54,PC_ACT,F,IE,2011-01-01,11.6,,
ESTAT:UNE_RT_A(1.0),29/04/26 23:00:00,A,Y25-54,PC_ACT,F,IS,2011-01-01,5.7,,
ESTAT:UNE_RT_A(1.0),29/04/26 23:00:00,A,Y25-54,PC_ACT,F,IT,2011-01-01,8.9,,
ESTAT:UNE_RT_A(1.0),29/04/26 23:00:00,A,Y25-54,PC_ACT,F,LT,2011-01-01,12.1,,
ESTAT:UNE_RT_A(1.0),29/04/26 23:00:00,A,Y25-54,PC_ACT,F,LU,2011-01-01,5.5,,
ESTAT:UNE_RT_A(1.0),29/04/26 23:00:00,A,Y25-54,PC_ACT,F,LV,2011-01-01,12.4,,
ESTAT:UNE_RT_A(1.0),29/04/26 23:00:00,A,Y25-54,PC_ACT,F,ME,2011-01-01,19.5,,
ESTAT:UNE_RT_A(1.0),29/04/26 23:00:00,A,Y25-54,PC_ACT,F,MK,2011-01-01,28.9,,
ESTAT:UNE_RT_A(1.0),29/04/26 23:00:00,A,Y25-54,PC_ACT,F,MT,2011-01-01,5.9,,
ESTAT:UNE_RT_A(1.0),29/04/26 23:00:00,A,Y25-54,PC_ACT,F,NL,2011-01-01,5.6,,
ESTAT:UNE_RT_A(1.0),29/04/26 23:00:00,A,Y25-54,PC_ACT,F,NO,2011-01-01,2.5,,
ESTAT:UNE_RT_A(1.0),29/04/26 23:00:00,A,Y25-54,PC_ACT,F,PL,2011-01-01,9.3,,
ESTAT:UNE_RT_A(1.0),29/04/26 23:00:00,A,Y25-54,PC_ACT,F,PT,2011-01-01,12.6,,
ESTAT:UNE_RT_A(1.0),29/04/26 23:00:00,A,Y25-54,PC_ACT,F,RO,2011-01-01,7.3,,
ESTAT:UNE_RT_A(1.0),29/04/26 23:00:00,A,Y25-54,PC_ACT,F,RS,2011-01-01,24.9,,
ESTAT:UNE_RT_A(1.0),29/04/26 23:00:00,A,Y25-54,PC_ACT,F,SE,2011-01-01,6.1,,
ESTAT:UNE_RT_A(1.0),29/04/26 23:00:00,A,Y25-54,PC_ACT,F,SI,2011-01-01,7.9,,
ESTAT:UNE_RT_A(1.0),29/04/26 23:00:00,A,Y25-54,PC_ACT,F,SK,2011-01-01,12.7,b,
ESTAT:UNE_RT_A(1.0),29/04/26 23:00:00,A,Y25-54,PC_ACT,F,TR,2011-01-01,8.7,,
ESTAT:UNE_RT_A(1.0),29/04/26 23:00:00,A,Y25-54,PC_ACT,M,AT,2011-01-01,4.3,,
ESTAT:UNE_RT_A(1.0),29/04/26 23:00:00,A,Y25-54,PC_ACT,M,BE,2011-01-01,6.5,,
ESTAT:UNE_RT_A(1.0),29/04/26 23:00:00,A,Y25-54,PC_ACT,M,BG,2011-01-01,12.6,b,
ESTAT:UNE_RT_A(1.0),29/04/26 23:00:00,A,Y25-54,PC_ACT,M,CH,2011-01-01,3.7,,
ESTAT:UNE_RT_A(1.0),29/04/26 23:00:00,A,Y25-54,PC_ACT,M,CY,2011-01-01,7.2,,
ESTAT:UNE_RT_A(1.0),29/04/26 23:00:00,A,Y25-54,PC_ACT,M,CZ,2011-01-01,4.6,b,
ESTAT:UNE_RT_A(1.0),29/04/26 23:00:00,A,Y25-54,PC_ACT,M,DE,2011-01-01,5.2,b,
ESTAT:UNE_RT_A(1.0),29/04/26 23:00:00,A,Y25-54,PC_ACT,M,DK,2011-01-01,6.3,,
ESTAT:UNE_RT_A(1.0),29/04/26 23:00:00,A,Y25-54,PC_ACT,M,EA20,2011-01-01,9.1,,
ESTAT:UNE_RT_A(1.0),29/04/26 23:00:00,A,Y25-54,PC_ACT,M,EA21,2011-01-01,9.2,,
ESTAT:UNE_RT_A(1.0),29/04/26 23:00:00,A,Y25-54,PC_ACT,M,EE,2011-01-01,11.4,,
ESTAT:UNE_RT_A(1.0),29/04/26 23:00:00,A,Y25-54,PC_ACT,M,EL,2011-01-01,14.7,,
ESTAT:UNE_RT_A(1.0),29/04/26 23:00:00,A,Y25-54,PC_ACT,M,ES,2011-01-01,19.4,,
ESTAT:UNE_RT_A(1.0),29/04/26 23:00:00,A,Y25-54,PC_ACT,M,EU27_2020,2011-01-01,8.8,,
ESTAT:UNE_RT_A(1.0),29/04/26 23:00:00,A,Y25-54,PC_ACT,M,FI,2011-01-01,6.9,,
ESTAT:UNE_RT_A(1.0),29/04/26 23:00:00,A,Y25-54,PC_ACT,M,FR,2011-01-01,7.7,,
ESTAT:UNE_RT_A(1.0),29/04/26 23:00:00,A,Y25-54,PC_ACT,M,HR,2011-01-01,11.9,,
ESTAT:UNE_RT_A(1.0),29/04/26 23:00:00,A,Y25-54,PC_ACT,M,HU,2011-01-01,9.9,,
ESTAT:UNE_RT_A(1.0),29/04/26 23:00:00,A,Y25-54,PC_ACT,M,IE,2011-01-01,16.1,,
ESTAT:UNE_RT_A(1.0),29/04/26 23:00:00,A,Y25-54,PC_ACT,M,IS,2011-01-01,5.6,,
ESTAT:UNE_RT_A(1.0),29/04/26 23:00:00,A,Y25-54,PC_ACT,M,IT,2011-01-01,6.7,,
ESTAT:UNE_RT_A(1.0),29/04/26 23:00:00,A,Y25-54,PC_ACT,M,LT,2011-01-01,16.5,,
ESTAT:UNE_RT_A(1.0),29/04/26 23:00:00,A,Y25-54,PC_ACT,M,LU,2011-01-01,3.3,,
ESTAT:UNE_RT_A(1.0),29/04/26 23:00:00,A,Y25-54,PC_ACT,M,LV,2011-01-01,17.5,,
ESTAT:UNE_RT_A(1.0),29/04/26 23:00:00,A,Y25-54,PC_ACT,M,ME,2011-01-01,19.1,,
ESTAT:UNE_RT_A(1.0),29/04/26 23:00:00,A,Y25-54,PC_ACT,M,MK,2011-01-01,28.6,,
ESTAT:UNE_RT_A(1.0),29/04/26 23:00:00,A,Y25-54,PC_ACT,M,MT,2011-01-01,5.2,,
ESTAT:UNE_RT_A(1.0),29/04/26 23:00:00,A,Y25-54,PC_ACT,M,NL,2011-01-01,3.9,,
ESTAT:UNE_RT_A(1.0),29/04/26 23:00:00,A,Y25-54,PC_ACT,M,NO,2011-01-01,2.9,,
