DATAFLOW,LAST UPDATE,freq,frequenc,sex,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:CULT_PCS_NWS(1.0),25/02/16 23:00:00,A,DAY,T,PC,ES,2011-01-01,47.6,,
ESTAT:CULT_PCS_NWS(1.0),25/02/16 23:00:00,A,DAY,T,PC,FI,2011-01-01,85.9,,
ESTAT:CULT_PCS_NWS(1.0),25/02/16 23:00:00,A,DAY,T,PC,HU,2011-01-01,63.8,,
ESTAT:CULT_PCS_NWS(1.0),25/02/16 23:00:00,A,DAY,T,PC,IT,2011-01-01,61.6,,
ESTAT:CULT_PCS_NWS(1.0),25/02/16 23:00:00,A,DAY,T,PC,LT,2011-01-01,61.1,,
ESTAT:CULT_PCS_NWS(1.0),25/02/16 23:00:00,A,DAY,T,PC,LU,2011-01-01,78.9,,
ESTAT:CULT_PCS_NWS(1.0),25/02/16 23:00:00,A,DAY,T,PC,LV,2011-01-01,49.2,,
ESTAT:CULT_PCS_NWS(1.0),25/02/16 23:00:00,A,DAY,T,PC,MT,2011-01-01,37.9,,
ESTAT:CULT_PCS_NWS(1.0),25/02/16 23:00:00,A,DAY,T,PC,PL,2011-01-01,47.7,,
ESTAT:CULT_PCS_NWS(1.0),25/02/16 23:00:00,A,DAY,T,PC,PT,2011-01-01,53.8,,
ESTAT:CULT_PCS_NWS(1.0),25/02/16 23:00:00,A,DAY,T,PC,RO,2011-01-01,29.9,,
ESTAT:CULT_PCS_NWS(1.0),25/02/16 23:00:00,A,DAY,T,PC,RS,2011-01-01,56.5,,
ESTAT:CULT_PCS_NWS(1.0),25/02/16 23:00:00,A,DAY,T,PC,SI,2011-01-01,61.7,,
ESTAT:CULT_PCS_NWS(1.0),25/02/16 23:00:00,A,DAY,T,PC,SK,2011-01-01,64.6,,
ESTAT:CULT_PCS_NWS(1.0),25/02/16 23:00:00,A,DAY,T,PC,TR,2011-01-01,35.1,,
ESTAT:CULT_PCS_NWS(1.0),25/02/16 23:00:00,A,DAY,T,PC,UK,2011-01-01,36.7,,
ESTAT:CULT_PCS_NWS(1.0),25/02/16 23:00:00,A,GE1,F,PC,AT,2011-01-01,97.7,,
ESTAT:CULT_PCS_NWS(1.0),25/02/16 23:00:00,A,GE1,F,PC,BG,2011-01-01,85.5,,
ESTAT:CULT_PCS_NWS(1.0),25/02/16 23:00:00,A,GE1,F,PC,CY,2011-01-01,83.2,,
ESTAT:CULT_PCS_NWS(1.0),25/02/16 23:00:00,A,GE1,F,PC,CZ,2011-01-01,96.8,,
ESTAT:CULT_PCS_NWS(1.0),25/02/16 23:00:00,A,GE1,F,PC,DE,2011-01-01,92.9,,
ESTAT:CULT_PCS_NWS(1.0),25/02/16 23:00:00,A,GE1,F,PC,EE,2011-01-01,97.7,,
ESTAT:CULT_PCS_NWS(1.0),25/02/16 23:00:00,A,GE1,F,PC,EL,2011-01-01,69.1,,
ESTAT:CULT_PCS_NWS(1.0),25/02/16 23:00:00,A,GE1,F,PC,ES,2011-01-01,79.1,,
ESTAT:CULT_PCS_NWS(1.0),25/02/16 23:00:00,A,GE1,F,PC,FI,2011-01-01,98.9,,
ESTAT:CULT_PCS_NWS(1.0),25/02/16 23:00:00,A,GE1,F,PC,HU,2011-01-01,96.2,,
ESTAT:CULT_PCS_NWS(1.0),25/02/16 23:00:00,A,GE1,F,PC,IT,2011-01-01,78.6,,
ESTAT:CULT_PCS_NWS(1.0),25/02/16 23:00:00,A,GE1,F,PC,LT,2011-01-01,97.1,,
ESTAT:CULT_PCS_NWS(1.0),25/02/16 23:00:00,A,GE1,F,PC,LU,2011-01-01,99.6,,
ESTAT:CULT_PCS_NWS(1.0),25/02/16 23:00:00,A,GE1,F,PC,LV,2011-01-01,98.4,,
ESTAT:CULT_PCS_NWS(1.0),25/02/16 23:00:00,A,GE1,F,PC,MT,2011-01-01,77.1,,
ESTAT:CULT_PCS_NWS(1.0),25/02/16 23:00:00,A,GE1,F,PC,PL,2011-01-01,97.4,,
ESTAT:CULT_PCS_NWS(1.0),25/02/16 23:00:00,A,GE1,F,PC,PT,2011-01-01,92.4,,
ESTAT:CULT_PCS_NWS(1.0),25/02/16 23:00:00,A,GE1,F,PC,RO,2011-01-01,78.6,,
ESTAT:CULT_PCS_NWS(1.0),25/02/16 23:00:00,A,GE1,F,PC,RS,2011-01-01,93.5,,
ESTAT:CULT_PCS_NWS(1.0),25/02/16 23:00:00,A,GE1,F,PC,SI,2011-01-01,87.1,,
ESTAT:CULT_PCS_NWS(1.0),25/02/16 23:00:00,A,GE1,F,PC,SK,2011-01-01,99.4,,
ESTAT:CULT_PCS_NWS(1.0),25/02/16 23:00:00,A,GE1,F,PC,TR,2011-01-01,54.6,,
ESTAT:CULT_PCS_NWS(1.0),25/02/16 23:00:00,A,GE1,F,PC,UK,2011-01-01,87.4,,
ESTAT:CULT_PCS_NWS(1.0),25/02/16 23:00:00,A,GE1,M,PC,AT,2011-01-01,97.8,,
ESTAT:CULT_PCS_NWS(1.0),25/02/16 23:00:00,A,GE1,M,PC,BG,2011-01-01,88.9,,
ESTAT:CULT_PCS_NWS(1.0),25/02/16 23:00:00,A,GE1,M,PC,CY,2011-01-01,88.4,,
ESTAT:CULT_PCS_NWS(1.0),25/02/16 23:00:00,A,GE1,M,PC,CZ,2011-01-01,97.4,,
ESTAT:CULT_PCS_NWS(1.0),25/02/16 23:00:00,A,GE1,M,PC,DE,2011-01-01,93.3,,
ESTAT:CULT_PCS_NWS(1.0),25/02/16 23:00:00,A,GE1,M,PC,EE,2011-01-01,96.5,,
ESTAT:CULT_PCS_NWS(1.0),25/02/16 23:00:00,A,GE1,M,PC,EL,2011-01-01,83.4,,
ESTAT:CULT_PCS_NWS(1.0),25/02/16 23:00:00,A,GE1,M,PC,ES,2011-01-01,88.9,,
ESTAT:CULT_PCS_NWS(1.0),25/02/16 23:00:00,A,GE1,M,PC,FI,2011-01-01,98.6,,
ESTAT:CULT_PCS_NWS(1.0),25/02/16 23:00:00,A,GE1,M,PC,HU,2011-01-01,96.1,,
ESTAT:CULT_PCS_NWS(1.0),25/02/16 23:00:00,A,GE1,M,PC,IT,2011-01-01,87.5,,
ESTAT:CULT_PCS_NWS(1.0),25/02/16 23:00:00,A,GE1,M,PC,LT,2011-01-01,96.7,,
ESTAT:CULT_PCS_NWS(1.0),25/02/16 23:00:00,A,GE1,M,PC,LU,2011-01-01,99.6,,
ESTAT:CULT_PCS_NWS(1.0),25/02/16 23:00:00,A,GE1,M,PC,LV,2011-01-01,96.2,,
ESTAT:CULT_PCS_NWS(1.0),25/02/16 23:00:00,A,GE1,M,PC,MT,2011-01-01,77.8,,
ESTAT:CULT_PCS_NWS(1.0),25/02/16 23:00:00,A,GE1,M,PC,PL,2011-01-01,95.2,,
ESTAT:CULT_PCS_NWS(1.0),25/02/16 23:00:00,A,GE1,M,PC,PT,2011-01-01,93.6,,
ESTAT:CULT_PCS_NWS(1.0),25/02/16 23:00:00,A,GE1,M,PC,RO,2011-01-01,83.4,,
ESTAT:CULT_PCS_NWS(1.0),25/02/16 23:00:00,A,GE1,M,PC,RS,2011-01-01,92.6,,
ESTAT:CULT_PCS_NWS(1.0),25/02/16 23:00:00,A,GE1,M,PC,SI,2011-01-01,86.7,,
ESTAT:CULT_PCS_NWS(1.0),25/02/16 23:00:00,A,GE1,M,PC,SK,2011-01-01,99.0,,
ESTAT:CULT_PCS_NWS(1.0),25/02/16 23:00:00,A,GE1,M,PC,TR,2011-01-01,81.8,,
ESTAT:CULT_PCS_NWS(1.0),25/02/16 23:00:00,A,GE1,M,PC,UK,2011-01-01,88.8,,
ESTAT:CULT_PCS_NWS(1.0),25/02/16 23:00:00,A,GE1,T,PC,AT,2011-01-01,97.7,,
ESTAT:CULT_PCS_NWS(1.0),25/02/16 23:00:00,A,GE1,T,PC,BG,2011-01-01,87.2,,
ESTAT:CULT_PCS_NWS(1.0),25/02/16 23:00:00,A,GE1,T,PC,CY,2011-01-01,85.7,,
ESTAT:CULT_PCS_NWS(1.0),25/02/16 23:00:00,A,GE1,T,PC,CZ,2011-01-01,97.1,,
ESTAT:CULT_PCS_NWS(1.0),25/02/16 23:00:00,A,GE1,T,PC,DE,2011-01-01,93.1,,
ESTAT:CULT_PCS_NWS(1.0),25/02/16 23:00:00,A,GE1,T,PC,EE,2011-01-01,97.1,,
ESTAT:CULT_PCS_NWS(1.0),25/02/16 23:00:00,A,GE1,T,PC,EL,2011-01-01,76.3,,
ESTAT:CULT_PCS_NWS(1.0),25/02/16 23:00:00,A,GE1,T,PC,ES,2011-01-01,84.1,,
ESTAT:CULT_PCS_NWS(1.0),25/02/16 23:00:00,A,GE1,T,PC,FI,2011-01-01,98.8,,
ESTAT:CULT_PCS_NWS(1.0),25/02/16 23:00:00,A,GE1,T,PC,HU,2011-01-01,96.2,,
ESTAT:CULT_PCS_NWS(1.0),25/02/16 23:00:00,A,GE1,T,PC,IT,2011-01-01,83.0,,
ESTAT:CULT_PCS_NWS(1.0),25/02/16 23:00:00,A,GE1,T,PC,LT,2011-01-01,96.9,,
ESTAT:CULT_PCS_NWS(1.0),25/02/16 23:00:00,A,GE1,T,PC,LU,2011-01-01,99.6,,
ESTAT:CULT_PCS_NWS(1.0),25/02/16 23:00:00,A,GE1,T,PC,LV,2011-01-01,97.3,,
ESTAT:CULT_PCS_NWS(1.0),25/02/16 23:00:00,A,GE1,T,PC,MT,2011-01-01,77.4,,
ESTAT:CULT_PCS_NWS(1.0),25/02/16 23:00:00,A,GE1,T,PC,PL,2011-01-01,96.3,,
ESTAT:CULT_PCS_NWS(1.0),25/02/16 23:00:00,A,GE1,T,PC,PT,2011-01-01,93.0,,
ESTAT:CULT_PCS_NWS(1.0),25/02/16 23:00:00,A,GE1,T,PC,RO,2011-01-01,81.0,,
ESTAT:CULT_PCS_NWS(1.0),25/02/16 23:00:00,A,GE1,T,PC,RS,2011-01-01,93.0,,
ESTAT:CULT_PCS_NWS(1.0),25/02/16 23:00:00,A,GE1,T,PC,SI,2011-01-01,86.9,,
ESTAT:CULT_PCS_NWS(1.0),25/02/16 23:00:00,A,GE1,T,PC,SK,2011-01-01,99.2,,
ESTAT:CULT_PCS_NWS(1.0),25/02/16 23:00:00,A,GE1,T,PC,TR,2011-01-01,68.2,,
ESTAT:CULT_PCS_NWS(1.0),25/02/16 23:00:00,A,GE1,T,PC,UK,2011-01-01,88.1,,
ESTAT:CULT_PCS_NWS(1.0),25/02/16 23:00:00,A,GE1M,F,PC,AT,2011-01-01,2.1,,
ESTAT:CULT_PCS_NWS(1.0),25/02/16 23:00:00,A,GE1M,F,PC,BG,2011-01-01,8.3,,
ESTAT:CULT_PCS_NWS(1.0),25/02/16 23:00:00,A,GE1M,F,PC,CY,2011-01-01,10.8,,
ESTAT:CULT_PCS_NWS(1.0),25/02/16 23:00:00,A,GE1M,F,PC,CZ,2011-01-01,8.3,,
ESTAT:CULT_PCS_NWS(1.0),25/02/16 23:00:00,A,GE1M,F,PC,DE,2011-01-01,2.7,,
ESTAT:CULT_PCS_NWS(1.0),25/02/16 23:00:00,A,GE1M,F,PC,EE,2011-01-01,3.7,,
ESTAT:CULT_PCS_NWS(1.0),25/02/16 23:00:00,A,GE1M,F,PC,EL,2011-01-01,12.9,,
ESTAT:CULT_PCS_NWS(1.0),25/02/16 23:00:00,A,GE1M,F,PC,ES,2011-01-01,7.0,,
ESTAT:CULT_PCS_NWS(1.0),25/02/16 23:00:00,A,GE1M,F,PC,FI,2011-01-01,2.2,u,
ESTAT:CULT_PCS_NWS(1.0),25/02/16 23:00:00,A,GE1M,F,PC,HU,2011-01-01,5.2,,
ESTAT:CULT_PCS_NWS(1.0),25/02/16 23:00:00,A,GE1M,F,PC,IT,2011-01-01,9.4,,
ESTAT:CULT_PCS_NWS(1.0),25/02/16 23:00:00,A,GE1M,F,PC,LT,2011-01-01,3.7,,
ESTAT:CULT_PCS_NWS(1.0),25/02/16 23:00:00,A,GE1M,F,PC,LU,2011-01-01,3.6,u,
ESTAT:CULT_PCS_NWS(1.0),25/02/16 23:00:00,A,GE1M,F,PC,LV,2011-01-01,5.7,,
ESTAT:CULT_PCS_NWS(1.0),25/02/16 23:00:00,A,GE1M,F,PC,MT,2011-01-01,7.3,,
ESTAT:CULT_PCS_NWS(1.0),25/02/16 23:00:00,A,GE1M,F,PC,PL,2011-01-01,6.5,,
ESTAT:CULT_PCS_NWS(1.0),25/02/16 23:00:00,A,GE1M,F,PC,PT,2011-01-01,7.3,,
ESTAT:CULT_PCS_NWS(1.0),25/02/16 23:00:00,A,GE1M,F,PC,RO,2011-01-01,12.6,,
ESTAT:CULT_PCS_NWS(1.0),25/02/16 23:00:00,A,GE1M,F,PC,RS,2011-01-01,8.1,,
ESTAT:CULT_PCS_NWS(1.0),25/02/16 23:00:00,A,GE1M,F,PC,SI,2011-01-01,2.9,,
ESTAT:CULT_PCS_NWS(1.0),25/02/16 23:00:00,A,GE1M,F,PC,SK,2011-01-01,5.0,,
ESTAT:CULT_PCS_NWS(1.0),25/02/16 23:00:00,A,GE1M,F,PC,TR,2011-01-01,8.8,,
ESTAT:CULT_PCS_NWS(1.0),25/02/16 23:00:00,A,GE1M,F,PC,UK,2011-01-01,8.1,,
ESTAT:CULT_PCS_NWS(1.0),25/02/16 23:00:00,A,GE1M,M,PC,AT,2011-01-01,1.7,u,
ESTAT:CULT_PCS_NWS(1.0),25/02/16 23:00:00,A,GE1M,M,PC,BG,2011-01-01,5.3,,
ESTAT:CULT_PCS_NWS(1.0),25/02/16 23:00:00,A,GE1M,M,PC,CY,2011-01-01,6.6,,
ESTAT:CULT_PCS_NWS(1.0),25/02/16 23:00:00,A,GE1M,M,PC,CZ,2011-01-01,5.4,,
ESTAT:CULT_PCS_NWS(1.0),25/02/16 23:00:00,A,GE1M,M,PC,DE,2011-01-01,2.8,,
ESTAT:CULT_PCS_NWS(1.0),25/02/16 23:00:00,A,GE1M,M,PC,EE,2011-01-01,3.7,,
ESTAT:CULT_PCS_NWS(1.0),25/02/16 23:00:00,A,GE1M,M,PC,EL,2011-01-01,13.7,,
ESTAT:CULT_PCS_NWS(1.0),25/02/16 23:00:00,A,GE1M,M,PC,ES,2011-01-01,4.3,,
ESTAT:CULT_PCS_NWS(1.0),25/02/16 23:00:00,A,GE1M,M,PC,FI,2011-01-01,2.0,u,
ESTAT:CULT_PCS_NWS(1.0),25/02/16 23:00:00,A,GE1M,M,PC,HU,2011-01-01,5.0,,
ESTAT:CULT_PCS_NWS(1.0),25/02/16 23:00:00,A,GE1M,M,PC,IT,2011-01-01,7.1,,
ESTAT:CULT_PCS_NWS(1.0),25/02/16 23:00:00,A,GE1M,M,PC,LT,2011-01-01,4.6,,
ESTAT:CULT_PCS_NWS(1.0),25/02/16 23:00:00,A,GE1M,M,PC,LU,2011-01-01,2.3,u,
ESTAT:CULT_PCS_NWS(1.0),25/02/16 23:00:00,A,GE1M,M,PC,LV,2011-01-01,9.2,,
ESTAT:CULT_PCS_NWS(1.0),25/02/16 23:00:00,A,GE1M,M,PC,MT,2011-01-01,5.0,,
ESTAT:CULT_PCS_NWS(1.0),25/02/16 23:00:00,A,GE1M,M,PC,PL,2011-01-01,8.7,,
ESTAT:CULT_PCS_NWS(1.0),25/02/16 23:00:00,A,GE1M,M,PC,PT,2011-01-01,4.4,,
ESTAT:CULT_PCS_NWS(1.0),25/02/16 23:00:00,A,GE1M,M,PC,RO,2011-01-01,12.0,,
ESTAT:CULT_PCS_NWS(1.0),25/02/16 23:00:00,A,GE1M,M,PC,RS,2011-01-01,6.9,,
ESTAT:CULT_PCS_NWS(1.0),25/02/16 23:00:00,A,GE1M,M,PC,SI,2011-01-01,3.5,,
ESTAT:CULT_PCS_NWS(1.0),25/02/16 23:00:00,A,GE1M,M,PC,SK,2011-01-01,5.1,,
ESTAT:CULT_PCS_NWS(1.0),25/02/16 23:00:00,A,GE1M,M,PC,TR,2011-01-01,6.2,,
ESTAT:CULT_PCS_NWS(1.0),25/02/16 23:00:00,A,GE1M,M,PC,UK,2011-01-01,7.6,,
ESTAT:CULT_PCS_NWS(1.0),25/02/16 23:00:00,A,GE1M,T,PC,AT,2011-01-01,1.9,,
ESTAT:CULT_PCS_NWS(1.0),25/02/16 23:00:00,A,GE1M,T,PC,BG,2011-01-01,6.8,,
ESTAT:CULT_PCS_NWS(1.0),25/02/16 23:00:00,A,GE1M,T,PC,CY,2011-01-01,8.8,,
ESTAT:CULT_PCS_NWS(1.0),25/02/16 23:00:00,A,GE1M,T,PC,CZ,2011-01-01,6.8,,
ESTAT:CULT_PCS_NWS(1.0),25/02/16 23:00:00,A,GE1M,T,PC,DE,2011-01-01,2.7,,
ESTAT:CULT_PCS_NWS(1.0),25/02/16 23:00:00,A,GE1M,T,PC,EE,2011-01-01,3.7,,
ESTAT:CULT_PCS_NWS(1.0),25/02/16 23:00:00,A,GE1M,T,PC,EL,2011-01-01,13.3,,
ESTAT:CULT_PCS_NWS(1.0),25/02/16 23:00:00,A,GE1M,T,PC,ES,2011-01-01,5.6,,
ESTAT:CULT_PCS_NWS(1.0),25/02/16 23:00:00,A,GE1M,T,PC,FI,2011-01-01,2.1,,
ESTAT:CULT_PCS_NWS(1.0),25/02/16 23:00:00,A,GE1M,T,PC,HU,2011-01-01,5.1,,
ESTAT:CULT_PCS_NWS(1.0),25/02/16 23:00:00,A,GE1M,T,PC,IT,2011-01-01,8.2,,
ESTAT:CULT_PCS_NWS(1.0),25/02/16 23:00:00,A,GE1M,T,PC,LT,2011-01-01,4.1,,
ESTAT:CULT_PCS_NWS(1.0),25/02/16 23:00:00,A,GE1M,T,PC,LU,2011-01-01,2.9,,
ESTAT:CULT_PCS_NWS(1.0),25/02/16 23:00:00,A,GE1M,T,PC,LV,2011-01-01,7.4,,
ESTAT:CULT_PCS_NWS(1.0),25/02/16 23:00:00,A,GE1M,T,PC,MT,2011-01-01,6.2,,
ESTAT:CULT_PCS_NWS(1.0),25/02/16 23:00:00,A,GE1M,T,PC,PL,2011-01-01,7.6,,
ESTAT:CULT_PCS_NWS(1.0),25/02/16 23:00:00,A,GE1M,T,PC,PT,2011-01-01,5.9,,
ESTAT:CULT_PCS_NWS(1.0),25/02/16 23:00:00,A,GE1M,T,PC,RO,2011-01-01,12.3,,
ESTAT:CULT_PCS_NWS(1.0),25/02/16 23:00:00,A,GE1M,T,PC,RS,2011-01-01,7.5,,
ESTAT:CULT_PCS_NWS(1.0),25/02/16 23:00:00,A,GE1M,T,PC,SI,2011-01-01,3.2,,
ESTAT:CULT_PCS_NWS(1.0),25/02/16 23:00:00,A,GE1M,T,PC,SK,2011-01-01,5.0,,
ESTAT:CULT_PCS_NWS(1.0),25/02/16 23:00:00,A,GE1M,T,PC,TR,2011-01-01,7.5,,
ESTAT:CULT_PCS_NWS(1.0),25/02/16 23:00:00,A,GE1M,T,PC,UK,2011-01-01,7.8,,
ESTAT:CULT_PCS_NWS(1.0),25/02/16 23:00:00,A,GE1W,F,PC,AT,2011-01-01,20.0,,
ESTAT:CULT_PCS_NWS(1.0),25/02/16 23:00:00,A,GE1W,F,PC,BG,2011-01-01,33.8,,
ESTAT:CULT_PCS_NWS(1.0),25/02/16 23:00:00,A,GE1W,F,PC,CY,2011-01-01,37.2,,
ESTAT:CULT_PCS_NWS(1.0),25/02/16 23:00:00,A,GE1W,F,PC,CZ,2011-01-01,34.9,,
ESTAT:CULT_PCS_NWS(1.0),25/02/16 23:00:00,A,GE1W,F,PC,DE,2011-01-01,27.0,,
ESTAT:CULT_PCS_NWS(1.0),25/02/16 23:00:00,A,GE1W,F,PC,EE,2011-01-01,24.1,,
ESTAT:CULT_PCS_NWS(1.0),25/02/16 23:00:00,A,GE1W,F,PC,EL,2011-01-01,27.2,,
ESTAT:CULT_PCS_NWS(1.0),25/02/16 23:00:00,A,GE1W,F,PC,ES,2011-01-01,29.7,,
ESTAT:CULT_PCS_NWS(1.0),25/02/16 23:00:00,A,GE1W,F,PC,FI,2011-01-01,11.2,,
ESTAT:CULT_PCS_NWS(1.0),25/02/16 23:00:00,A,GE1W,F,PC,HU,2011-01-01,25.2,,
ESTAT:CULT_PCS_NWS(1.0),25/02/16 23:00:00,A,GE1W,F,PC,IT,2011-01-01,9.5,,
ESTAT:CULT_PCS_NWS(1.0),25/02/16 23:00:00,A,GE1W,F,PC,LT,2011-01-01,29.6,,
ESTAT:CULT_PCS_NWS(1.0),25/02/16 23:00:00,A,GE1W,F,PC,LU,2011-01-01,18.4,,
ESTAT:CULT_PCS_NWS(1.0),25/02/16 23:00:00,A,GE1W,F,PC,LV,2011-01-01,37.7,,
ESTAT:CULT_PCS_NWS(1.0),25/02/16 23:00:00,A,GE1W,F,PC,MT,2011-01-01,31.8,,
ESTAT:CULT_PCS_NWS(1.0),25/02/16 23:00:00,A,GE1W,F,PC,PL,2011-01-01,37.2,,
ESTAT:CULT_PCS_NWS(1.0),25/02/16 23:00:00,A,GE1W,F,PC,PT,2011-01-01,33.7,,
ESTAT:CULT_PCS_NWS(1.0),25/02/16 23:00:00,A,GE1W,F,PC,RO,2011-01-01,29.7,,
ESTAT:CULT_PCS_NWS(1.0),25/02/16 23:00:00,A,GE1W,F,PC,RS,2011-01-01,28.8,,
ESTAT:CULT_PCS_NWS(1.0),25/02/16 23:00:00,A,GE1W,F,PC,SI,2011-01-01,22.6,,
ESTAT:CULT_PCS_NWS(1.0),25/02/16 23:00:00,A,GE1W,F,PC,SK,2011-01-01,29.3,,
ESTAT:CULT_PCS_NWS(1.0),25/02/16 23:00:00,A,GE1W,F,PC,TR,2011-01-01,18.5,,
ESTAT:CULT_PCS_NWS(1.0),25/02/16 23:00:00,A,GE1W,F,PC,UK,2011-01-01,39.2,,
ESTAT:CULT_PCS_NWS(1.0),25/02/16 23:00:00,A,GE1W,M,PC,AT,2011-01-01,16.6,,
ESTAT:CULT_PCS_NWS(1.0),25/02/16 23:00:00,A,GE1W,M,PC,BG,2011-01-01,27.3,,
ESTAT:CULT_PCS_NWS(1.0),25/02/16 23:00:00,A,GE1W,M,PC,CY,2011-01-01,28.0,,
ESTAT:CULT_PCS_NWS(1.0),25/02/16 23:00:00,A,GE1W,M,PC,CZ,2011-01-01,29.5,,
ESTAT:CULT_PCS_NWS(1.0),25/02/16 23:00:00,A,GE1W,M,PC,DE,2011-01-01,22.3,,
ESTAT:CULT_PCS_NWS(1.0),25/02/16 23:00:00,A,GE1W,M,PC,EE,2011-01-01,21.3,,
ESTAT:CULT_PCS_NWS(1.0),25/02/16 23:00:00,A,GE1W,M,PC,EL,2011-01-01,33.8,,
ESTAT:CULT_PCS_NWS(1.0),25/02/16 23:00:00,A,GE1W,M,PC,ES,2011-01-01,24.7,,
ESTAT:CULT_PCS_NWS(1.0),25/02/16 23:00:00,A,GE1W,M,PC,FI,2011-01-01,9.4,,
ESTAT:CULT_PCS_NWS(1.0),25/02/16 23:00:00,A,GE1W,M,PC,HU,2011-01-01,22.8,,
ESTAT:CULT_PCS_NWS(1.0),25/02/16 23:00:00,A,GE1W,M,PC,IT,2011-01-01,8.4,,
ESTAT:CULT_PCS_NWS(1.0),25/02/16 23:00:00,A,GE1W,M,PC,LT,2011-01-01,31.0,,
ESTAT:CULT_PCS_NWS(1.0),25/02/16 23:00:00,A,GE1W,M,PC,LU,2011-01-01,13.6,,
ESTAT:CULT_PCS_NWS(1.0),25/02/16 23:00:00,A,GE1W,M,PC,LV,2011-01-01,37.1,,
ESTAT:CULT_PCS_NWS(1.0),25/02/16 23:00:00,A,GE1W,M,PC,MT,2011-01-01,24.9,,
ESTAT:CULT_PCS_NWS(1.0),25/02/16 23:00:00,A,GE1W,M,PC,PL,2011-01-01,36.2,,
ESTAT:CULT_PCS_NWS(1.0),25/02/16 23:00:00,A,GE1W,M,PC,PT,2011-01-01,23.3,,
ESTAT:CULT_PCS_NWS(1.0),25/02/16 23:00:00,A,GE1W,M,PC,RO,2011-01-01,28.6,,
ESTAT:CULT_PCS_NWS(1.0),25/02/16 23:00:00,A,GE1W,M,PC,RS,2011-01-01,22.1,,
ESTAT:CULT_PCS_NWS(1.0),25/02/16 23:00:00,A,GE1W,M,PC,SI,2011-01-01,17.8,,
ESTAT:CULT_PCS_NWS(1.0),25/02/16 23:00:00,A,GE1W,M,PC,SK,2011-01-01,26.4,,
ESTAT:CULT_PCS_NWS(1.0),25/02/16 23:00:00,A,GE1W,M,PC,TR,2011-01-01,22.3,,
ESTAT:CULT_PCS_NWS(1.0),25/02/16 23:00:00,A,GE1W,M,PC,UK,2011-01-01,35.6,,
ESTAT:CULT_PCS_NWS(1.0),25/02/16 23:00:00,A,GE1W,T,PC,AT,2011-01-01,18.3,,
ESTAT:CULT_PCS_NWS(1.0),25/02/16 23:00:00,A,GE1W,T,PC,BG,2011-01-01,30.5,,
ESTAT:CULT_PCS_NWS(1.0),25/02/16 23:00:00,A,GE1W,T,PC,CY,2011-01-01,32.8,,
ESTAT:CULT_PCS_NWS(1.0),25/02/16 23:00:00,A,GE1W,T,PC,CZ,2011-01-01,32.2,,
ESTAT:CULT_PCS_NWS(1.0),25/02/16 23:00:00,A,GE1W,T,PC,DE,2011-01-01,24.6,,
ESTAT:CULT_PCS_NWS(1.0),25/02/16 23:00:00,A,GE1W,T,PC,EE,2011-01-01,22.8,,
ESTAT:CULT_PCS_NWS(1.0),25/02/16 23:00:00,A,GE1W,T,PC,EL,2011-01-01,30.5,,
ESTAT:CULT_PCS_NWS(1.0),25/02/16 23:00:00,A,GE1W,T,PC,ES,2011-01-01,27.2,,
ESTAT:CULT_PCS_NWS(1.0),25/02/16 23:00:00,A,GE1W,T,PC,FI,2011-01-01,10.3,,
ESTAT:CULT_PCS_NWS(1.0),25/02/16 23:00:00,A,GE1W,T,PC,HU,2011-01-01,24.0,,
ESTAT:CULT_PCS_NWS(1.0),25/02/16 23:00:00,A,GE1W,T,PC,IT,2011-01-01,9.0,,
ESTAT:CULT_PCS_NWS(1.0),25/02/16 23:00:00,A,GE1W,T,PC,LT,2011-01-01,30.3,,
ESTAT:CULT_PCS_NWS(1.0),25/02/16 23:00:00,A,GE1W,T,PC,LU,2011-01-01,16.0,,
ESTAT:CULT_PCS_NWS(1.0),25/02/16 23:00:00,A,GE1W,T,PC,LV,2011-01-01,37.4,,
ESTAT:CULT_PCS_NWS(1.0),25/02/16 23:00:00,A,GE1W,T,PC,MT,2011-01-01,28.3,,
ESTAT:CULT_PCS_NWS(1.0),25/02/16 23:00:00,A,GE1W,T,PC,PL,2011-01-01,36.7,,
ESTAT:CULT_PCS_NWS(1.0),25/02/16 23:00:00,A,GE1W,T,PC,PT,2011-01-01,28.7,,
ESTAT:CULT_PCS_NWS(1.0),25/02/16 23:00:00,A,GE1W,T,PC,RO,2011-01-01,29.1,,
ESTAT:CULT_PCS_NWS(1.0),25/02/16 23:00:00,A,GE1W,T,PC,RS,2011-01-01,25.5,,
ESTAT:CULT_PCS_NWS(1.0),25/02/16 23:00:00,A,GE1W,T,PC,SI,2011-01-01,20.1,,
ESTAT:CULT_PCS_NWS(1.0),25/02/16 23:00:00,A,GE1W,T,PC,SK,2011-01-01,27.9,,
ESTAT:CULT_PCS_NWS(1.0),25/02/16 23:00:00,A,GE1W,T,PC,TR,2011-01-01,20.4,,
ESTAT:CULT_PCS_NWS(1.0),25/02/16 23:00:00,A,GE1W,T,PC,UK,2011-01-01,37.4,,
ESTAT:CULT_PCS_NWS(1.0),25/02/16 23:00:00,A,LT1M,F,PC,AT,2011-01-01,1.5,u,
ESTAT:CULT_PCS_NWS(1.0),25/02/16 23:00:00,A,LT1M,F,PC,BG,2011-01-01,4.3,,
