DATAFLOW,LAST UPDATE,freq,nace_r2,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:CULT_EMP_N2(1.0),20/05/25 23:00:00,A,J58,THS_PER,NO,2014-01-01,16.6,,
ESTAT:CULT_EMP_N2(1.0),20/05/25 23:00:00,A,J58,THS_PER,PL,2014-01-01,33.1,,
ESTAT:CULT_EMP_N2(1.0),20/05/25 23:00:00,A,J58,THS_PER,PT,2014-01-01,10.9,,
ESTAT:CULT_EMP_N2(1.0),20/05/25 23:00:00,A,J58,THS_PER,RO,2014-01-01,16.3,,
ESTAT:CULT_EMP_N2(1.0),20/05/25 23:00:00,A,J58,THS_PER,RS,2014-01-01,11.4,b,
ESTAT:CULT_EMP_N2(1.0),20/05/25 23:00:00,A,J58,THS_PER,SE,2014-01-01,22.6,,
ESTAT:CULT_EMP_N2(1.0),20/05/25 23:00:00,A,J58,THS_PER,SI,2014-01-01,4.0,u,
ESTAT:CULT_EMP_N2(1.0),20/05/25 23:00:00,A,J58,THS_PER,SK,2014-01-01,3.4,,
ESTAT:CULT_EMP_N2(1.0),20/05/25 23:00:00,A,J58,THS_PER,TR,2014-01-01,18.6,b,
ESTAT:CULT_EMP_N2(1.0),20/05/25 23:00:00,A,J58,THS_PER,UK,2014-01-01,166.6,,
ESTAT:CULT_EMP_N2(1.0),20/05/25 23:00:00,A,J59,THS_PER,AT,2014-01-01,8.3,,
ESTAT:CULT_EMP_N2(1.0),20/05/25 23:00:00,A,J59,THS_PER,BE,2014-01-01,12.0,,
ESTAT:CULT_EMP_N2(1.0),20/05/25 23:00:00,A,J59,THS_PER,BG,2014-01-01,3.7,u,
ESTAT:CULT_EMP_N2(1.0),20/05/25 23:00:00,A,J59,THS_PER,CH,2014-01-01,6.3,,
ESTAT:CULT_EMP_N2(1.0),20/05/25 23:00:00,A,J59,THS_PER,CY,2014-01-01,,u,
ESTAT:CULT_EMP_N2(1.0),20/05/25 23:00:00,A,J59,THS_PER,CZ,2014-01-01,9.9,,
ESTAT:CULT_EMP_N2(1.0),20/05/25 23:00:00,A,J59,THS_PER,DE,2014-01-01,82.8,,
ESTAT:CULT_EMP_N2(1.0),20/05/25 23:00:00,A,J59,THS_PER,DK,2014-01-01,8.3,,
ESTAT:CULT_EMP_N2(1.0),20/05/25 23:00:00,A,J59,THS_PER,EE,2014-01-01,,u,
ESTAT:CULT_EMP_N2(1.0),20/05/25 23:00:00,A,J59,THS_PER,EL,2014-01-01,3.9,,
ESTAT:CULT_EMP_N2(1.0),20/05/25 23:00:00,A,J59,THS_PER,ES,2014-01-01,38.2,,
ESTAT:CULT_EMP_N2(1.0),20/05/25 23:00:00,A,J59,THS_PER,EU27_2020,2014-01-01,356.2,,
ESTAT:CULT_EMP_N2(1.0),20/05/25 23:00:00,A,J59,THS_PER,FI,2014-01-01,4.3,,
ESTAT:CULT_EMP_N2(1.0),20/05/25 23:00:00,A,J59,THS_PER,FR,2014-01-01,57.3,b,
ESTAT:CULT_EMP_N2(1.0),20/05/25 23:00:00,A,J59,THS_PER,HR,2014-01-01,1.0,u,
ESTAT:CULT_EMP_N2(1.0),20/05/25 23:00:00,A,J59,THS_PER,HU,2014-01-01,7.3,,
ESTAT:CULT_EMP_N2(1.0),20/05/25 23:00:00,A,J59,THS_PER,IE,2014-01-01,5.6,,
ESTAT:CULT_EMP_N2(1.0),20/05/25 23:00:00,A,J59,THS_PER,IS,2014-01-01,1.2,,
ESTAT:CULT_EMP_N2(1.0),20/05/25 23:00:00,A,J59,THS_PER,IT,2014-01-01,41.2,,
ESTAT:CULT_EMP_N2(1.0),20/05/25 23:00:00,A,J59,THS_PER,LT,2014-01-01,,u,
ESTAT:CULT_EMP_N2(1.0),20/05/25 23:00:00,A,J59,THS_PER,LU,2014-01-01,0.5,u,
ESTAT:CULT_EMP_N2(1.0),20/05/25 23:00:00,A,J59,THS_PER,LV,2014-01-01,,u,
ESTAT:CULT_EMP_N2(1.0),20/05/25 23:00:00,A,J59,THS_PER,ME,2014-01-01,,u,
ESTAT:CULT_EMP_N2(1.0),20/05/25 23:00:00,A,J59,THS_PER,MK,2014-01-01,0.9,u,
ESTAT:CULT_EMP_N2(1.0),20/05/25 23:00:00,A,J59,THS_PER,MT,2014-01-01,0.6,u,
ESTAT:CULT_EMP_N2(1.0),20/05/25 23:00:00,A,J59,THS_PER,NL,2014-01-01,18.0,,
ESTAT:CULT_EMP_N2(1.0),20/05/25 23:00:00,A,J59,THS_PER,NO,2014-01-01,6.8,,
ESTAT:CULT_EMP_N2(1.0),20/05/25 23:00:00,A,J59,THS_PER,PL,2014-01-01,21.4,,
ESTAT:CULT_EMP_N2(1.0),20/05/25 23:00:00,A,J59,THS_PER,PT,2014-01-01,8.7,,
ESTAT:CULT_EMP_N2(1.0),20/05/25 23:00:00,A,J59,THS_PER,RO,2014-01-01,,u,
ESTAT:CULT_EMP_N2(1.0),20/05/25 23:00:00,A,J59,THS_PER,RS,2014-01-01,5.4,b,
ESTAT:CULT_EMP_N2(1.0),20/05/25 23:00:00,A,J59,THS_PER,SE,2014-01-01,14.9,,
ESTAT:CULT_EMP_N2(1.0),20/05/25 23:00:00,A,J59,THS_PER,SI,2014-01-01,1.2,u,
ESTAT:CULT_EMP_N2(1.0),20/05/25 23:00:00,A,J59,THS_PER,SK,2014-01-01,,u,
ESTAT:CULT_EMP_N2(1.0),20/05/25 23:00:00,A,J59,THS_PER,TR,2014-01-01,13.3,b,
ESTAT:CULT_EMP_N2(1.0),20/05/25 23:00:00,A,J59,THS_PER,UK,2014-01-01,105.8,,
ESTAT:CULT_EMP_N2(1.0),20/05/25 23:00:00,A,J60,THS_PER,AT,2014-01-01,6.4,,
ESTAT:CULT_EMP_N2(1.0),20/05/25 23:00:00,A,J60,THS_PER,BE,2014-01-01,7.0,,
ESTAT:CULT_EMP_N2(1.0),20/05/25 23:00:00,A,J60,THS_PER,BG,2014-01-01,8.8,,
ESTAT:CULT_EMP_N2(1.0),20/05/25 23:00:00,A,J60,THS_PER,CH,2014-01-01,8.1,,
ESTAT:CULT_EMP_N2(1.0),20/05/25 23:00:00,A,J60,THS_PER,CY,2014-01-01,0.8,u,
ESTAT:CULT_EMP_N2(1.0),20/05/25 23:00:00,A,J60,THS_PER,CZ,2014-01-01,10.7,,
ESTAT:CULT_EMP_N2(1.0),20/05/25 23:00:00,A,J60,THS_PER,DE,2014-01-01,43.7,,
ESTAT:CULT_EMP_N2(1.0),20/05/25 23:00:00,A,J60,THS_PER,DK,2014-01-01,8.1,,
ESTAT:CULT_EMP_N2(1.0),20/05/25 23:00:00,A,J60,THS_PER,EE,2014-01-01,1.5,u,
ESTAT:CULT_EMP_N2(1.0),20/05/25 23:00:00,A,J60,THS_PER,EL,2014-01-01,10.1,,
ESTAT:CULT_EMP_N2(1.0),20/05/25 23:00:00,A,J60,THS_PER,ES,2014-01-01,38.0,,
ESTAT:CULT_EMP_N2(1.0),20/05/25 23:00:00,A,J60,THS_PER,EU27_2020,2014-01-01,282.0,,
ESTAT:CULT_EMP_N2(1.0),20/05/25 23:00:00,A,J60,THS_PER,FI,2014-01-01,5.7,,
ESTAT:CULT_EMP_N2(1.0),20/05/25 23:00:00,A,J60,THS_PER,FR,2014-01-01,35.3,b,
ESTAT:CULT_EMP_N2(1.0),20/05/25 23:00:00,A,J60,THS_PER,HR,2014-01-01,6.3,u,
ESTAT:CULT_EMP_N2(1.0),20/05/25 23:00:00,A,J60,THS_PER,HU,2014-01-01,6.0,,
ESTAT:CULT_EMP_N2(1.0),20/05/25 23:00:00,A,J60,THS_PER,IE,2014-01-01,5.0,,
ESTAT:CULT_EMP_N2(1.0),20/05/25 23:00:00,A,J60,THS_PER,IS,2014-01-01,,u,
ESTAT:CULT_EMP_N2(1.0),20/05/25 23:00:00,A,J60,THS_PER,IT,2014-01-01,16.1,,
ESTAT:CULT_EMP_N2(1.0),20/05/25 23:00:00,A,J60,THS_PER,LT,2014-01-01,,u,
ESTAT:CULT_EMP_N2(1.0),20/05/25 23:00:00,A,J60,THS_PER,LU,2014-01-01,,u,
ESTAT:CULT_EMP_N2(1.0),20/05/25 23:00:00,A,J60,THS_PER,LV,2014-01-01,1.9,u,
ESTAT:CULT_EMP_N2(1.0),20/05/25 23:00:00,A,J60,THS_PER,ME,2014-01-01,2.0,,
ESTAT:CULT_EMP_N2(1.0),20/05/25 23:00:00,A,J60,THS_PER,MK,2014-01-01,3.3,,
ESTAT:CULT_EMP_N2(1.0),20/05/25 23:00:00,A,J60,THS_PER,MT,2014-01-01,,u,
ESTAT:CULT_EMP_N2(1.0),20/05/25 23:00:00,A,J60,THS_PER,NL,2014-01-01,7.5,,
ESTAT:CULT_EMP_N2(1.0),20/05/25 23:00:00,A,J60,THS_PER,NO,2014-01-01,7.7,,
ESTAT:CULT_EMP_N2(1.0),20/05/25 23:00:00,A,J60,THS_PER,PL,2014-01-01,23.0,,
ESTAT:CULT_EMP_N2(1.0),20/05/25 23:00:00,A,J60,THS_PER,PT,2014-01-01,6.4,,
ESTAT:CULT_EMP_N2(1.0),20/05/25 23:00:00,A,J60,THS_PER,RO,2014-01-01,16.9,,
ESTAT:CULT_EMP_N2(1.0),20/05/25 23:00:00,A,J60,THS_PER,RS,2014-01-01,11.1,b,
ESTAT:CULT_EMP_N2(1.0),20/05/25 23:00:00,A,J60,THS_PER,SE,2014-01-01,8.5,,
ESTAT:CULT_EMP_N2(1.0),20/05/25 23:00:00,A,J60,THS_PER,SI,2014-01-01,3.0,u,
ESTAT:CULT_EMP_N2(1.0),20/05/25 23:00:00,A,J60,THS_PER,SK,2014-01-01,3.5,,
ESTAT:CULT_EMP_N2(1.0),20/05/25 23:00:00,A,J60,THS_PER,TR,2014-01-01,22.6,b,
ESTAT:CULT_EMP_N2(1.0),20/05/25 23:00:00,A,J60,THS_PER,UK,2014-01-01,66.5,,
ESTAT:CULT_EMP_N2(1.0),20/05/25 23:00:00,A,TOT,THS_PER,AT,2014-01-01,163.8,,
ESTAT:CULT_EMP_N2(1.0),20/05/25 23:00:00,A,TOT,THS_PER,BE,2014-01-01,183.5,,
ESTAT:CULT_EMP_N2(1.0),20/05/25 23:00:00,A,TOT,THS_PER,BG,2014-01-01,79.0,,
ESTAT:CULT_EMP_N2(1.0),20/05/25 23:00:00,A,TOT,THS_PER,CH,2014-01-01,236.9,,
ESTAT:CULT_EMP_N2(1.0),20/05/25 23:00:00,A,TOT,THS_PER,CY,2014-01-01,11.4,,
ESTAT:CULT_EMP_N2(1.0),20/05/25 23:00:00,A,TOT,THS_PER,CZ,2014-01-01,191.2,,
ESTAT:CULT_EMP_N2(1.0),20/05/25 23:00:00,A,TOT,THS_PER,DE,2014-01-01,1641.7,,
ESTAT:CULT_EMP_N2(1.0),20/05/25 23:00:00,A,TOT,THS_PER,DK,2014-01-01,123.1,,
ESTAT:CULT_EMP_N2(1.0),20/05/25 23:00:00,A,TOT,THS_PER,EE,2014-01-01,28.8,,
ESTAT:CULT_EMP_N2(1.0),20/05/25 23:00:00,A,TOT,THS_PER,EL,2014-01-01,117.0,,
ESTAT:CULT_EMP_N2(1.0),20/05/25 23:00:00,A,TOT,THS_PER,ES,2014-01-01,593.7,,
ESTAT:CULT_EMP_N2(1.0),20/05/25 23:00:00,A,TOT,THS_PER,EU27_2020,2014-01-01,6808.9,,
ESTAT:CULT_EMP_N2(1.0),20/05/25 23:00:00,A,TOT,THS_PER,FI,2014-01-01,118.5,,
ESTAT:CULT_EMP_N2(1.0),20/05/25 23:00:00,A,TOT,THS_PER,FR,2014-01-01,884.3,b,
ESTAT:CULT_EMP_N2(1.0),20/05/25 23:00:00,A,TOT,THS_PER,HR,2014-01-01,58.8,,
ESTAT:CULT_EMP_N2(1.0),20/05/25 23:00:00,A,TOT,THS_PER,HU,2014-01-01,150.0,,
ESTAT:CULT_EMP_N2(1.0),20/05/25 23:00:00,A,TOT,THS_PER,IE,2014-01-01,75.7,,
ESTAT:CULT_EMP_N2(1.0),20/05/25 23:00:00,A,TOT,THS_PER,IS,2014-01-01,10.5,,
ESTAT:CULT_EMP_N2(1.0),20/05/25 23:00:00,A,TOT,THS_PER,IT,2014-01-01,788.6,,
ESTAT:CULT_EMP_N2(1.0),20/05/25 23:00:00,A,TOT,THS_PER,LT,2014-01-01,53.2,,
ESTAT:CULT_EMP_N2(1.0),20/05/25 23:00:00,A,TOT,THS_PER,LU,2014-01-01,14.7,,
ESTAT:CULT_EMP_N2(1.0),20/05/25 23:00:00,A,TOT,THS_PER,LV,2014-01-01,35.6,,
ESTAT:CULT_EMP_N2(1.0),20/05/25 23:00:00,A,TOT,THS_PER,ME,2014-01-01,8.8,,
ESTAT:CULT_EMP_N2(1.0),20/05/25 23:00:00,A,TOT,THS_PER,MK,2014-01-01,22.0,,
ESTAT:CULT_EMP_N2(1.0),20/05/25 23:00:00,A,TOT,THS_PER,MT,2014-01-01,8.5,,
ESTAT:CULT_EMP_N2(1.0),20/05/25 23:00:00,A,TOT,THS_PER,NL,2014-01-01,380.0,,
ESTAT:CULT_EMP_N2(1.0),20/05/25 23:00:00,A,TOT,THS_PER,NO,2014-01-01,105.5,,
ESTAT:CULT_EMP_N2(1.0),20/05/25 23:00:00,A,TOT,THS_PER,PL,2014-01-01,508.2,,
ESTAT:CULT_EMP_N2(1.0),20/05/25 23:00:00,A,TOT,THS_PER,PT,2014-01-01,140.1,,
ESTAT:CULT_EMP_N2(1.0),20/05/25 23:00:00,A,TOT,THS_PER,RO,2014-01-01,130.5,,
ESTAT:CULT_EMP_N2(1.0),20/05/25 23:00:00,A,TOT,THS_PER,RS,2014-01-01,92.2,b,
ESTAT:CULT_EMP_N2(1.0),20/05/25 23:00:00,A,TOT,THS_PER,SE,2014-01-01,224.2,,
ESTAT:CULT_EMP_N2(1.0),20/05/25 23:00:00,A,TOT,THS_PER,SI,2014-01-01,42.6,,
ESTAT:CULT_EMP_N2(1.0),20/05/25 23:00:00,A,TOT,THS_PER,SK,2014-01-01,62.1,,
ESTAT:CULT_EMP_N2(1.0),20/05/25 23:00:00,A,TOT,THS_PER,TR,2014-01-01,594.5,b,
ESTAT:CULT_EMP_N2(1.0),20/05/25 23:00:00,A,TOT,THS_PER,UK,2014-01-01,1379.8,,
ESTAT:CULT_EMP_N2(1.0),20/05/25 23:00:00,A,J58,THS_PER,AT,2015-01-01,14.2,,
ESTAT:CULT_EMP_N2(1.0),20/05/25 23:00:00,A,J58,THS_PER,BE,2015-01-01,9.8,,
ESTAT:CULT_EMP_N2(1.0),20/05/25 23:00:00,A,J58,THS_PER,BG,2015-01-01,7.7,u,
ESTAT:CULT_EMP_N2(1.0),20/05/25 23:00:00,A,J58,THS_PER,CH,2015-01-01,16.4,,
ESTAT:CULT_EMP_N2(1.0),20/05/25 23:00:00,A,J58,THS_PER,CY,2015-01-01,0.6,bu,
ESTAT:CULT_EMP_N2(1.0),20/05/25 23:00:00,A,J58,THS_PER,CZ,2015-01-01,11.9,,
ESTAT:CULT_EMP_N2(1.0),20/05/25 23:00:00,A,J58,THS_PER,DE,2015-01-01,232.0,,
ESTAT:CULT_EMP_N2(1.0),20/05/25 23:00:00,A,J58,THS_PER,DK,2015-01-01,11.7,,
ESTAT:CULT_EMP_N2(1.0),20/05/25 23:00:00,A,J58,THS_PER,EE,2015-01-01,2.6,,
ESTAT:CULT_EMP_N2(1.0),20/05/25 23:00:00,A,J58,THS_PER,EL,2015-01-01,9.5,,
ESTAT:CULT_EMP_N2(1.0),20/05/25 23:00:00,A,J58,THS_PER,ES,2015-01-01,50.7,,
ESTAT:CULT_EMP_N2(1.0),20/05/25 23:00:00,A,J58,THS_PER,EU27_2020,2015-01-01,618.3,,
ESTAT:CULT_EMP_N2(1.0),20/05/25 23:00:00,A,J58,THS_PER,FI,2015-01-01,16.3,,
ESTAT:CULT_EMP_N2(1.0),20/05/25 23:00:00,A,J58,THS_PER,FR,2015-01-01,62.7,,
ESTAT:CULT_EMP_N2(1.0),20/05/25 23:00:00,A,J58,THS_PER,HR,2015-01-01,6.3,u,
ESTAT:CULT_EMP_N2(1.0),20/05/25 23:00:00,A,J58,THS_PER,HU,2015-01-01,10.0,,
ESTAT:CULT_EMP_N2(1.0),20/05/25 23:00:00,A,J58,THS_PER,IE,2015-01-01,4.8,,
ESTAT:CULT_EMP_N2(1.0),20/05/25 23:00:00,A,J58,THS_PER,IS,2015-01-01,1.0,,
ESTAT:CULT_EMP_N2(1.0),20/05/25 23:00:00,A,J58,THS_PER,IT,2015-01-01,54.9,,
ESTAT:CULT_EMP_N2(1.0),20/05/25 23:00:00,A,J58,THS_PER,LT,2015-01-01,3.8,u,
ESTAT:CULT_EMP_N2(1.0),20/05/25 23:00:00,A,J58,THS_PER,LU,2015-01-01,0.6,bu,
ESTAT:CULT_EMP_N2(1.0),20/05/25 23:00:00,A,J58,THS_PER,LV,2015-01-01,2.2,,
ESTAT:CULT_EMP_N2(1.0),20/05/25 23:00:00,A,J58,THS_PER,ME,2015-01-01,,u,
ESTAT:CULT_EMP_N2(1.0),20/05/25 23:00:00,A,J58,THS_PER,MK,2015-01-01,1.3,,
ESTAT:CULT_EMP_N2(1.0),20/05/25 23:00:00,A,J58,THS_PER,MT,2015-01-01,0.7,u,
ESTAT:CULT_EMP_N2(1.0),20/05/25 23:00:00,A,J58,THS_PER,NL,2015-01-01,27.3,,
ESTAT:CULT_EMP_N2(1.0),20/05/25 23:00:00,A,J58,THS_PER,NO,2015-01-01,12.2,,
ESTAT:CULT_EMP_N2(1.0),20/05/25 23:00:00,A,J58,THS_PER,PL,2015-01-01,30.1,,
ESTAT:CULT_EMP_N2(1.0),20/05/25 23:00:00,A,J58,THS_PER,PT,2015-01-01,8.8,,
ESTAT:CULT_EMP_N2(1.0),20/05/25 23:00:00,A,J58,THS_PER,RO,2015-01-01,12.0,,
ESTAT:CULT_EMP_N2(1.0),20/05/25 23:00:00,A,J58,THS_PER,RS,2015-01-01,8.0,b,
ESTAT:CULT_EMP_N2(1.0),20/05/25 23:00:00,A,J58,THS_PER,SE,2015-01-01,21.4,,
ESTAT:CULT_EMP_N2(1.0),20/05/25 23:00:00,A,J58,THS_PER,SI,2015-01-01,2.9,u,
ESTAT:CULT_EMP_N2(1.0),20/05/25 23:00:00,A,J58,THS_PER,SK,2015-01-01,2.9,u,
ESTAT:CULT_EMP_N2(1.0),20/05/25 23:00:00,A,J58,THS_PER,TR,2015-01-01,19.8,,
ESTAT:CULT_EMP_N2(1.0),20/05/25 23:00:00,A,J58,THS_PER,UK,2015-01-01,171.8,,
ESTAT:CULT_EMP_N2(1.0),20/05/25 23:00:00,A,J59,THS_PER,AT,2015-01-01,5.6,u,
ESTAT:CULT_EMP_N2(1.0),20/05/25 23:00:00,A,J59,THS_PER,BE,2015-01-01,10.7,,
ESTAT:CULT_EMP_N2(1.0),20/05/25 23:00:00,A,J59,THS_PER,BG,2015-01-01,4.6,u,
ESTAT:CULT_EMP_N2(1.0),20/05/25 23:00:00,A,J59,THS_PER,CH,2015-01-01,6.6,,
ESTAT:CULT_EMP_N2(1.0),20/05/25 23:00:00,A,J59,THS_PER,CY,2015-01-01,0.5,bu,
ESTAT:CULT_EMP_N2(1.0),20/05/25 23:00:00,A,J59,THS_PER,CZ,2015-01-01,7.1,,
ESTAT:CULT_EMP_N2(1.0),20/05/25 23:00:00,A,J59,THS_PER,DE,2015-01-01,83.2,,
ESTAT:CULT_EMP_N2(1.0),20/05/25 23:00:00,A,J59,THS_PER,DK,2015-01-01,9.4,,
ESTAT:CULT_EMP_N2(1.0),20/05/25 23:00:00,A,J59,THS_PER,EE,2015-01-01,1.5,u,
ESTAT:CULT_EMP_N2(1.0),20/05/25 23:00:00,A,J59,THS_PER,EL,2015-01-01,3.1,u,
ESTAT:CULT_EMP_N2(1.0),20/05/25 23:00:00,A,J59,THS_PER,ES,2015-01-01,31.9,,
ESTAT:CULT_EMP_N2(1.0),20/05/25 23:00:00,A,J59,THS_PER,EU27_2020,2015-01-01,365.6,,
ESTAT:CULT_EMP_N2(1.0),20/05/25 23:00:00,A,J59,THS_PER,FI,2015-01-01,4.6,,
ESTAT:CULT_EMP_N2(1.0),20/05/25 23:00:00,A,J59,THS_PER,FR,2015-01-01,70.8,,
ESTAT:CULT_EMP_N2(1.0),20/05/25 23:00:00,A,J59,THS_PER,HR,2015-01-01,1.8,u,
ESTAT:CULT_EMP_N2(1.0),20/05/25 23:00:00,A,J59,THS_PER,HU,2015-01-01,4.5,u,
ESTAT:CULT_EMP_N2(1.0),20/05/25 23:00:00,A,J59,THS_PER,IE,2015-01-01,3.8,,
ESTAT:CULT_EMP_N2(1.0),20/05/25 23:00:00,A,J59,THS_PER,IS,2015-01-01,1.2,,
ESTAT:CULT_EMP_N2(1.0),20/05/25 23:00:00,A,J59,THS_PER,IT,2015-01-01,47.4,,
ESTAT:CULT_EMP_N2(1.0),20/05/25 23:00:00,A,J59,THS_PER,LT,2015-01-01,,u,
ESTAT:CULT_EMP_N2(1.0),20/05/25 23:00:00,A,J59,THS_PER,LU,2015-01-01,,bu,
ESTAT:CULT_EMP_N2(1.0),20/05/25 23:00:00,A,J59,THS_PER,LV,2015-01-01,,u,
ESTAT:CULT_EMP_N2(1.0),20/05/25 23:00:00,A,J59,THS_PER,ME,2015-01-01,,u,
ESTAT:CULT_EMP_N2(1.0),20/05/25 23:00:00,A,J59,THS_PER,MK,2015-01-01,0.9,u,
ESTAT:CULT_EMP_N2(1.0),20/05/25 23:00:00,A,J59,THS_PER,MT,2015-01-01,0.4,u,
ESTAT:CULT_EMP_N2(1.0),20/05/25 23:00:00,A,J59,THS_PER,NL,2015-01-01,18.6,,
ESTAT:CULT_EMP_N2(1.0),20/05/25 23:00:00,A,J59,THS_PER,NO,2015-01-01,7.4,,
ESTAT:CULT_EMP_N2(1.0),20/05/25 23:00:00,A,J59,THS_PER,PL,2015-01-01,24.7,,
ESTAT:CULT_EMP_N2(1.0),20/05/25 23:00:00,A,J59,THS_PER,PT,2015-01-01,8.6,,
ESTAT:CULT_EMP_N2(1.0),20/05/25 23:00:00,A,J59,THS_PER,RO,2015-01-01,,u,
ESTAT:CULT_EMP_N2(1.0),20/05/25 23:00:00,A,J59,THS_PER,RS,2015-01-01,4.1,b,
ESTAT:CULT_EMP_N2(1.0),20/05/25 23:00:00,A,J59,THS_PER,SE,2015-01-01,16.3,,
ESTAT:CULT_EMP_N2(1.0),20/05/25 23:00:00,A,J59,THS_PER,SI,2015-01-01,1.1,u,
ESTAT:CULT_EMP_N2(1.0),20/05/25 23:00:00,A,J59,THS_PER,SK,2015-01-01,,u,
ESTAT:CULT_EMP_N2(1.0),20/05/25 23:00:00,A,J59,THS_PER,TR,2015-01-01,22.0,,
ESTAT:CULT_EMP_N2(1.0),20/05/25 23:00:00,A,J59,THS_PER,UK,2015-01-01,107.4,,
ESTAT:CULT_EMP_N2(1.0),20/05/25 23:00:00,A,J60,THS_PER,AT,2015-01-01,5.9,u,
ESTAT:CULT_EMP_N2(1.0),20/05/25 23:00:00,A,J60,THS_PER,BE,2015-01-01,8.2,,
ESTAT:CULT_EMP_N2(1.0),20/05/25 23:00:00,A,J60,THS_PER,BG,2015-01-01,10.4,,
ESTAT:CULT_EMP_N2(1.0),20/05/25 23:00:00,A,J60,THS_PER,CH,2015-01-01,8.8,,
ESTAT:CULT_EMP_N2(1.0),20/05/25 23:00:00,A,J60,THS_PER,CY,2015-01-01,0.9,bu,
ESTAT:CULT_EMP_N2(1.0),20/05/25 23:00:00,A,J60,THS_PER,CZ,2015-01-01,10.1,,
ESTAT:CULT_EMP_N2(1.0),20/05/25 23:00:00,A,J60,THS_PER,DE,2015-01-01,46.6,,
ESTAT:CULT_EMP_N2(1.0),20/05/25 23:00:00,A,J60,THS_PER,DK,2015-01-01,5.1,,
ESTAT:CULT_EMP_N2(1.0),20/05/25 23:00:00,A,J60,THS_PER,EE,2015-01-01,1.9,u,
ESTAT:CULT_EMP_N2(1.0),20/05/25 23:00:00,A,J60,THS_PER,EL,2015-01-01,8.8,,
ESTAT:CULT_EMP_N2(1.0),20/05/25 23:00:00,A,J60,THS_PER,ES,2015-01-01,44.4,,
ESTAT:CULT_EMP_N2(1.0),20/05/25 23:00:00,A,J60,THS_PER,EU27_2020,2015-01-01,291.0,,
ESTAT:CULT_EMP_N2(1.0),20/05/25 23:00:00,A,J60,THS_PER,FI,2015-01-01,4.8,,
ESTAT:CULT_EMP_N2(1.0),20/05/25 23:00:00,A,J60,THS_PER,FR,2015-01-01,35.0,,
ESTAT:CULT_EMP_N2(1.0),20/05/25 23:00:00,A,J60,THS_PER,HR,2015-01-01,7.0,u,
ESTAT:CULT_EMP_N2(1.0),20/05/25 23:00:00,A,J60,THS_PER,HU,2015-01-01,7.7,,
ESTAT:CULT_EMP_N2(1.0),20/05/25 23:00:00,A,J60,THS_PER,IE,2015-01-01,4.6,,
ESTAT:CULT_EMP_N2(1.0),20/05/25 23:00:00,A,J60,THS_PER,IS,2015-01-01,0.5,,
ESTAT:CULT_EMP_N2(1.0),20/05/25 23:00:00,A,J60,THS_PER,IT,2015-01-01,18.3,,
ESTAT:CULT_EMP_N2(1.0),20/05/25 23:00:00,A,J60,THS_PER,LT,2015-01-01,,u,
ESTAT:CULT_EMP_N2(1.0),20/05/25 23:00:00,A,J60,THS_PER,LU,2015-01-01,0.6,bu,
ESTAT:CULT_EMP_N2(1.0),20/05/25 23:00:00,A,J60,THS_PER,LV,2015-01-01,2.3,,
ESTAT:CULT_EMP_N2(1.0),20/05/25 23:00:00,A,J60,THS_PER,ME,2015-01-01,2.3,,
ESTAT:CULT_EMP_N2(1.0),20/05/25 23:00:00,A,J60,THS_PER,MK,2015-01-01,2.5,,
ESTAT:CULT_EMP_N2(1.0),20/05/25 23:00:00,A,J60,THS_PER,MT,2015-01-01,0.5,u,
ESTAT:CULT_EMP_N2(1.0),20/05/25 23:00:00,A,J60,THS_PER,NL,2015-01-01,8.7,,
ESTAT:CULT_EMP_N2(1.0),20/05/25 23:00:00,A,J60,THS_PER,NO,2015-01-01,9.1,,
ESTAT:CULT_EMP_N2(1.0),20/05/25 23:00:00,A,J60,THS_PER,PL,2015-01-01,23.9,,
ESTAT:CULT_EMP_N2(1.0),20/05/25 23:00:00,A,J60,THS_PER,PT,2015-01-01,6.6,,
ESTAT:CULT_EMP_N2(1.0),20/05/25 23:00:00,A,J60,THS_PER,RO,2015-01-01,12.2,,
ESTAT:CULT_EMP_N2(1.0),20/05/25 23:00:00,A,J60,THS_PER,RS,2015-01-01,10.0,b,
ESTAT:CULT_EMP_N2(1.0),20/05/25 23:00:00,A,J60,THS_PER,SE,2015-01-01,8.8,,
ESTAT:CULT_EMP_N2(1.0),20/05/25 23:00:00,A,J60,THS_PER,SI,2015-01-01,3.6,u,
ESTAT:CULT_EMP_N2(1.0),20/05/25 23:00:00,A,J60,THS_PER,SK,2015-01-01,3.2,,
ESTAT:CULT_EMP_N2(1.0),20/05/25 23:00:00,A,J60,THS_PER,TR,2015-01-01,22.6,,
ESTAT:CULT_EMP_N2(1.0),20/05/25 23:00:00,A,J60,THS_PER,UK,2015-01-01,80.3,,
ESTAT:CULT_EMP_N2(1.0),20/05/25 23:00:00,A,TOT,THS_PER,AT,2015-01-01,164.3,,
ESTAT:CULT_EMP_N2(1.0),20/05/25 23:00:00,A,TOT,THS_PER,BE,2015-01-01,180.8,,
ESTAT:CULT_EMP_N2(1.0),20/05/25 23:00:00,A,TOT,THS_PER,BG,2015-01-01,84.5,,
ESTAT:CULT_EMP_N2(1.0),20/05/25 23:00:00,A,TOT,THS_PER,CH,2015-01-01,248.2,,
